symbol,close,demand_zone_D,demand_fresh,demand_quality,near_demand,supply_zone_D,near_supply,demand_zone_W,supply_zone_W,last_BoS,last_ChoCh,bos_dir,bull_OB,bear_OB,bull_OB_unmitigated,unfilled_bull_FVG,unfilled_bear_FVG,nearest_bull_FVG_below,nearest_bear_FVG_above,buyside_liq_above,sellside_liq_below,liquidity_swept,equal_highs,equal_lows,pd_zone,range_pos_pct,range_high,range_low,in_discount,structure_D,structure_W,structure_aligned
ADOR,1317.8,"1050.1-1100.0 (Moderate, tested, 19.8% away)",False,Moderate,False,none,False,"824.0-935.0 (Moderate, tested, 40.94% away)",none,bull @ 1262.9 on 2026-06-30,bull @ 1119.0 on 2026-05-26,bull,"1073.2-1089.3 (2026-05-25, mitigated)","1005.0-1071.8 (2026-04-20, mitigated)",False,6,0,1285.0-1289.1 (2026-07-03),none,none,1030.75,none,3,5,Premium,91.8,1360.0,848.0,False,bullish (HH/HL),bearish (LH/LL),False
GOLDTECH,64.47,"43.24-59.8 (Moderate, FRESH, 7.81% away)",True,Moderate,True,none,False,none,none,bull @ 47.77 on 2026-06-25,bull @ 47.77 on 2026-06-25,bull,"54.0-58.0 (2026-06-30, UNMITIGATED)","45.5-49.7 (2026-05-27, mitigated)",True,4,0,58.0-61.64 (2026-07-02),none,none,48.87,none,3,2,Premium,86.3,70.0,29.68,False,ranging,bearish (LH/LL),False
SHAILY,2901.6,"2650.4-2774.2 (Moderate, tested, 4.59% away)",False,Moderate,True,none,False,"1770.9-2426.5 (Moderate, tested, 19.58% away)",none,bull @ 2836.9 on 2026-05-29,bull @ 2136.0 on 2026-03-17,bull,"2650.4-2726.3 (2026-05-27, mitigated)","2020.1-2139.0 (2026-04-06, mitigated)",False,3,0,2214.0-2344.0 (2026-04-27),none,none,2293.35,none,0,2,Premium,77.3,3233.9,1770.9,False,ranging,ranging,True
CUMMINSIND,5478.0,"5335.5-5454.0 (Moderate, FRESH, 0.44% away)",True,Moderate,True,"5359.0-6100.0 (Moderate, tested, -2.17% above)",False,none,none,bear @ 5505.5 on 2026-07-03,bear @ 5607.0 on 2026-06-11,bear,"5337.5-5419.5 (2026-05-25, UNMITIGATED)","5550.5-5698.5 (2026-06-25, mitigated)",True,5,1,5442.0-6027.5 (2026-05-28),5979.5-6027.5 (2026-06-01),none,4467.0,none,2,3,Premium,71.9,6100.0,3883.1,False,ranging,bullish (HH/HL),False
KOPRAN,193.31,"162.0-182.73 (Moderate, tested, 5.79% away)",False,Moderate,True,"178.0-203.71 (Moderate, tested, -7.92% above)",False,"147.65-182.73 (Moderate, tested, 5.79% away)",none,bull @ 188.0 on 2026-06-19,bull @ 170.98 on 2026-05-19,bull,"162.0-168.81 (2026-05-22, UNMITIGATED)","197.9-203.71 (2026-06-22, mitigated)",True,6,0,168.81-189.2 (2026-05-26),none,none,147.32,none,2,2,Premium,77.1,219.0,107.0,False,ranging,bullish (HH/HL),False
ELGIRUBCO,55.29,"39.7-44.2 (Moderate, tested, 25.09% away)",False,Moderate,False,none,False,"32.72-44.2 (Moderate, tested, 25.09% away)",none,bull @ 52.8 on 2026-07-03,bull @ 52.8 on 2026-07-03,bull,"39.7-41.5 (2026-04-13, UNMITIGATED)","45.89-48.96 (2026-06-05, mitigated)",True,3,0,45.69-46.5 (2026-07-03),none,57.82,44.01,none,1,2,Premium,90.2,57.75,32.72,False,bearish (LH/LL),bullish (HH/HL),False
NACLIND,218.4,"164.05-176.45 (Moderate, FRESH, 23.77% away)",True,Moderate,False,none,False,"166.75-207.98 (Moderate, tested, 5.01% away)",none,bull @ 176.55 on 2026-06-19,bull @ 166.8 on 2026-06-08,bull,"196.05-207.8 (2026-06-29, UNMITIGATED)","155.1-161.49 (2026-06-02, mitigated)",True,6,0,207.8-218.25 (2026-07-01),none,none,154.94,none,0,2,Premium,83.9,238.7,112.62,False,ranging,ranging,True
MCX,2814.0,none,,none,False,"3150.8-3347.0 (Moderate, FRESH, 11.97% above)",False,"1990.0-2338.0 (Moderate, tested, 20.36% away)",none,bull @ 2909.9 on 2026-06-29,bull @ 2909.9 on 2026-06-29,bull,"2828.4-2934.5 (2026-06-30, mitigated)","3240.0-3345.0 (2026-05-25, UNMITIGATED)",False,2,3,2559.7-2576.5 (2026-04-09),2987.5-3158.5 (2026-06-01),2906.45,2758.9,buy-side swept (bearish stop-hunt),3,2,Equilibrium,50.8,3480.0,2125.5,False,ranging,bullish (HH/HL),False
GANESHBE,103.32,"91.6-103.28 (Moderate, tested, 0.04% away)",False,Moderate,True,"99.76-104.05 (Moderate, tested, -3.45% above)",False,"70.25-82.79 (Moderate, FRESH, 24.8% away)",none,bull @ 105.5 on 2026-06-05,bull @ 98.99 on 2026-05-20,bull,"93.1-95.59 (2026-06-02, UNMITIGATED)","94.25-98.99 (2026-05-14, mitigated)",True,2,0,96.74-101.05 (2026-06-05),none,105.62,none,buy-side swept (bearish stop-hunt),2,0,Premium,70.4,118.0,68.4,False,ranging,bullish (HH/HL),False
544037,1832.2,"1645.1-1702.0 (Moderate, FRESH, 7.65% away)",True,Moderate,True,none,False,"1065.0-1371.75 (Moderate, tested, 33.57% away)",none,bull @ 1774.0 on 2026-06-22,bull @ 1355.0 on 2026-04-06,bull,"1660.3-1702.0 (2026-06-19, UNMITIGATED)","1811.0-1905.0 (2026-06-29, mitigated)",True,2,0,1702.0-1750.0 (2026-06-23),none,none,1508.33,none,1,2,Premium,91.3,1905.0,1065.0,False,bullish (HH/HL),bullish (HH/HL),True
ADANIPORTS,1874.2,none,,none,False,none,False,"1292.0-1496.8 (Moderate, tested, 25.21% away)",none,bull @ 1849.5 on 2026-07-02,bull @ 1849.5 on 2026-07-02,bull,"1409.0-1450.5 (2026-03-04, mitigated)","1820.0-1849.5 (2026-06-18, mitigated)",False,10,0,1816.3-1845.5 (2026-07-02),none,none,1774.2,sell-side swept (bullish stop-hunt),3,4,Premium,97.2,1891.1,1292.0,False,bearish (LH/LL),bullish (HH/HL),False
STARHEALTH,580.3,"517.7-543.35 (Moderate, FRESH, 6.8% away)",True,Moderate,True,none,False,"491.9-539.45 (Moderate, FRESH, 7.57% away)",none,bull @ 535.0 on 2026-06-18,bull @ 535.0 on 2026-06-18,bull,"520.0-532.0 (2026-06-16, UNMITIGATED)","467.95-481.0 (2026-02-17, mitigated)",True,5,0,543.35-558.55 (2026-06-19),none,none,454.42,none,5,2,Premium,86.5,605.8,416.55,False,bullish (HH/HL),bullish (HH/HL),True
WANBURY,286.45,none,,none,False,none,False,none,none,bull @ 264.4 on 2026-05-20,bull @ 264.4 on 2026-05-20,bull,"280.0-290.0 (2026-05-25, mitigated)","287.0-300.2 (2026-05-27, mitigated)",False,2,2,274.35-277.75 (2026-06-30),286.0-300.2 (2026-06-01),none,253.65,none,3,3,Premium,81.3,315.2,161.5,False,bullish (HH/HL),bullish (HH/HL),True
DIFFNKG,416.35,none,,none,False,none,False,none,none,bull @ 389.0 on 2026-06-29,bull @ 274.3 on 2026-04-02,bull,"385.35-395.65 (2026-06-25, UNMITIGATED)","316.45-336.0 (2026-05-11, mitigated)",True,3,0,388.3-413.8 (2026-06-30),none,none,240.5,none,2,1,Premium,91.0,436.2,216.8,False,bullish (HH/HL),bearish (LH/LL),False
PASUPTAC,63.71,"58.06-64.3 (Moderate, tested, -0.92% away)",False,Moderate,True,none,False,"50.01-64.3 (Moderate, tested, -0.92% away)",none,bull @ 57.34 on 2026-05-22,bull @ 46.6 on 2026-04-08,bull,"59.4-62.69 (2026-05-29, mitigated)","42.13-44.0 (2026-03-24, mitigated)",False,6,1,55.49-57.0 (2026-05-25),71.25-72.15 (2026-06-11),none,51.05,none,1,3,Premium,60.5,78.95,40.41,False,ranging,bearish (LH/LL),False
SANSTAR,118.7,"112.62-119.99 (Moderate, tested, -1.08% away)",False,Moderate,True,"108.01-120.71 (Moderate, tested, -9.01% above)",False,"85.32-102.8 (Moderate, tested, 15.47% away)",none,bull @ 121.41 on 2026-06-22,bull @ 83.51 on 2026-04-10,bull,"119.76-125.79 (2026-06-23, mitigated)","112.5-120.0 (2026-05-21, mitigated)",False,7,0,108.35-115.24 (2026-05-28),none,121.7,89.23,buy-side swept (bearish stop-hunt),2,2,Premium,70.3,137.49,74.3,False,bullish (HH/HL),bearish (LH/LL),False
CCL,1173.0,"1045.0-1088.9 (Moderate, FRESH, 7.72% away)",True,Moderate,True,"1133.0-1217.5 (Moderate, tested, -3.41% above)",False,"815.5-870.0 (Moderate, FRESH, 34.83% away)",none,bull @ 1134.0 on 2026-06-08,bull @ 979.0 on 2026-01-19,bull,"1060.3-1079.0 (2026-06-04, UNMITIGATED)","1151.9-1236.2 (2026-06-10, mitigated)",True,1,0,1085.0-1137.5 (2026-06-09),none,none,1044.87,none,0,3,Premium,81.0,1236.2,904.0,False,ranging,bullish (HH/HL),False
526433,4031.55,none,,none,False,none,False,"2601.5-3980.8 (Moderate, tested, 1.27% away)",none,bull @ 3494.8 on 2026-06-15,bull @ 3494.8 on 2026-06-15,bull,"3725.0-3860.0 (2026-06-18, mitigated)","3372.3-3588.0 (2026-05-08, mitigated)",False,10,0,3629.0-3755.55 (2026-06-17),none,none,3018.12,none,1,3,Premium,91.1,4220.0,2099.9,False,bullish (HH/HL),ranging,False
SIS,425.75,"335.7-369.9 (Moderate, tested, 15.1% away)",False,Moderate,False,none,False,none,none,bull @ 409.5 on 2026-06-02,bull @ 296.7 on 2026-04-09,bull,"352.0-369.0 (2026-04-30, mitigated)","343.75-352.0 (2026-02-10, mitigated)",False,7,2,394.9-396.05 (2026-06-01),427.05-432.3 (2026-07-01),none,321.14,none,2,1,Premium,75.3,480.95,257.05,False,bullish (HH/HL),ranging,False
GKSL,129.83,"120.01-134.0 (Moderate, tested, -3.11% away)",False,Moderate,False,none,False,n/a (short),n/a (short),bear @ 134.95 on 2026-06-02,bear @ 134.95 on 2026-06-02,bear,"120.01-129.9 (2026-05-05, mitigated)","128.7-134.9 (2026-06-08, mitigated)",False,2,0,116.6-117.27 (2026-04-30),none,148.07,126.22,none,3,3,Premium,63.0,148.34,98.36,False,ranging,ranging,True
SURYODAY,182.15,"151.0-163.3 (Moderate, tested, 11.54% away)",False,Moderate,False,none,False,"126.9-154.8 (Moderate, FRESH, 17.67% away)",none,bull @ 178.0 on 2026-07-01,bull @ 133.0 on 2026-04-08,bull,"156.59-163.29 (2026-05-06, mitigated)","170.27-176.0 (2026-06-09, mitigated)",False,5,0,177.99-179.9 (2026-07-02),none,none,129.54,none,4,1,Premium,88.5,190.78,115.41,False,ranging,bullish (HH/HL),False
IPCALAB,1778.9,"1494.0-1610.5 (Moderate, tested, 10.46% away)",False,Moderate,False,none,False,"1361.7-1487.9 (Moderate, tested, 19.56% away)",none,bull @ 1670.0 on 2026-06-30,bull @ 1618.7 on 2026-06-05,bull,"1606.0-1655.0 (2026-06-25, UNMITIGATED)","1565.6-1599.9 (2026-05-26, mitigated)",True,3,0,1664.9-1681.7 (2026-07-01),none,none,1491.15,none,4,3,Premium,97.6,1788.3,1391.8,False,ranging,bullish (HH/HL),False
KAPSTON,379.95,"280.05-300.0 (Moderate, FRESH, 26.65% away)",True,Moderate,False,none,False,"292.5-343.7 (Moderate, tested, 10.55% away)",none,bull @ 355.0 on 2026-06-24,bull @ 355.0 on 2026-06-24,bull,"283.0-285.9 (2026-04-10, UNMITIGATED)","340.05-353.0 (2026-05-27, mitigated)",True,5,0,370.4-374.6 (2026-07-02),none,none,294.68,none,2,1,Premium,70.2,433.5,254.0,False,ranging,bullish (HH/HL),False
NEULANDLAB,18944.0,"14400.0-15040.0 (Moderate, FRESH, 25.96% away)",True,Moderate,False,none,False,"12349.0-15491.0 (Moderate, FRESH, 22.29% away)",none,bull @ 18730.0 on 2026-07-01,bull @ 13139.0 on 2026-04-06,bull,"17011.0-17472.0 (2026-06-22, UNMITIGATED)","17222.0-17765.0 (2026-05-08, mitigated)",True,9,0,18300.0-18468.0 (2026-07-01),none,none,15878.33,none,2,2,Premium,96.7,19200.0,11500.0,False,ranging,bearish (LH/LL),False
AAREYDRUGS,84.87,none,,none,False,none,False,"47.76-58.69 (Moderate, tested, 44.61% away)","83.78-100.0 (Moderate, tested, -1.28% away)",bull @ 81.0 on 2026-06-18,bull @ 81.0 on 2026-06-18,bull,"85.39-91.44 (2026-04-24, mitigated)","61.98-66.07 (2026-03-24, mitigated)",False,8,3,71.62-73.49 (2026-04-16),84.87-88.36 (2026-07-03),92.63,74.31,none,2,3,Premium,75.6,96.0,50.31,False,ranging,bullish (HH/HL),False
TIPSMUSIC,684.65,"559.5-609.45 (Moderate, FRESH, 12.34% away)",True,Moderate,False,"638.3-686.0 (Moderate, tested, -6.77% above)",False,"483.0-539.95 (Moderate, tested, 26.8% away)",none,bull @ 670.95 on 2026-07-02,bull @ 670.95 on 2026-07-02,bull,"620.5-637.05 (2026-06-29, UNMITIGATED)","652.05-686.0 (2026-05-22, mitigated)",True,7,0,662.8-677.2 (2026-07-03),none,692.05,630.92,sell-side swept (bullish stop-hunt),4,2,Premium,82.9,726.75,481.15,False,bearish (LH/LL),ranging,False
SMSPHARMA,421.45,"374.0-387.0 (Moderate, FRESH, 8.9% away)",True,Moderate,False,"387.1-432.8 (Moderate, tested, -8.15% above)",False,"218.61-256.0 (Moderate, tested, 64.63% away)",none,bull @ 388.6 on 2026-06-30,bull @ 381.4 on 2026-06-10,bull,"374.0-381.8 (2026-06-25, UNMITIGATED)","406.75-426.0 (2026-05-20, mitigated)",True,3,0,387.0-405.25 (2026-07-01),none,434.1,387.05,sell-side swept (bullish stop-hunt),2,4,Premium,83.0,447.8,293.15,False,ranging,ranging,True
539598,37.99,"25.5-29.35 (Moderate, tested, 29.44% away)",False,Moderate,False,none,False,none,none,bull @ 30.5 on 2026-06-30,bull @ 30.5 on 2026-06-30,bull,"29.13-30.4 (2026-06-29, UNMITIGATED)","27.9-29.45 (2026-06-02, mitigated)",True,2,0,35.19-37.5 (2026-07-03),none,none,29.5,sell-side swept (bullish stop-hunt),3,4,Premium,89.9,39.4,25.5,False,ranging,bearish (LH/LL),False
543916,364.75,"288.0-329.95 (Moderate, FRESH, 10.55% away)",True,Moderate,False,none,False,"280.0-329.95 (Moderate, FRESH, 10.55% away)",none,bear @ 366.0 on 2026-06-08,bear @ 366.0 on 2026-06-08,bear,"363.25-375.0 (2026-06-17, mitigated)","390.0-422.85 (2026-05-15, mitigated)",False,3,2,329.95-363.0 (2026-05-12),366.8-370.0 (2026-07-03),388.18,352.08,none,4,4,Premium,64.8,446.0,215.0,False,ranging,ranging,True
INGERRAND,4343.0,"3089.0-3233.9 (Moderate, FRESH, 34.3% away)",True,Moderate,False,"4316.1-4536.1 (Moderate, tested, -0.62% above)",False,none,none,bull @ 4536.1 on 2026-06-18,bull @ 4536.1 on 2026-06-18,bull,"3900.0-3979.2 (2026-06-10, UNMITIGATED)","4336.0-4450.3 (2026-05-27, mitigated)",True,7,1,4155.9-4315.7 (2026-06-16),4595.6-4608.2 (2026-06-25),4533.0,3701.35,buy-side swept (bearish stop-hunt),1,3,Premium,75.6,4756.2,3063.3,False,ranging,bullish (HH/HL),False
ATGL,721.75,"614.3-731.4 (Moderate, tested, -1.32% away)",False,Moderate,True,none,False,"477.0-564.8 (Moderate, tested, 27.79% away)",none,bull @ 657.75 on 2026-05-25,bull @ 657.75 on 2026-05-25,bull,"601.1-617.95 (2026-05-20, UNMITIGATED)","714.05-830.0 (2026-05-27, mitigated)",True,4,1,666.9-714.05 (2026-05-27),803.4-808.55 (2026-06-01),none,699.1,sell-side swept (bullish stop-hunt),2,1,Premium,65.2,859.85,462.8,False,bullish (HH/HL),ranging,False
KAMDHENU,31.25,"20.75-22.46 (Moderate, tested, 39.14% away)",False,Moderate,False,none,False,"22.87-27.4 (Moderate, FRESH, 14.05% away)",none,bull @ 25.9 on 2026-06-09,bull @ 25.9 on 2026-06-09,bull,"22.87-24.25 (2026-06-01, mitigated)","25.35-25.9 (2026-05-27, mitigated)",False,5,0,30.0-30.22 (2026-07-02),none,none,21.7,none,3,2,Premium,96.8,31.75,16.15,False,bullish (HH/HL),ranging,False
