symbol,close,demand_zone_D,demand_fresh,demand_quality,near_demand,supply_zone_D,near_supply,demand_zone_W,supply_zone_W,last_BoS,last_ChoCh,bos_dir,bull_OB,bear_OB,bull_OB_unmitigated,unfilled_bull_FVG,unfilled_bear_FVG,nearest_bull_FVG_below,nearest_bear_FVG_above,buyside_liq_above,sellside_liq_below,liquidity_swept,equal_highs,equal_lows,pd_zone,range_pos_pct,range_high,range_low,in_discount,structure_D,structure_W,structure_aligned
MEGASTAR,366.7,"209.88-234.5 (Moderate, tested, 56.38% away)",False,Moderate,False,none,False,"203.0-234.94 (Moderate, tested, 56.08% away)",none,bull @ 317.15 on 2026-06-12,bull @ 317.15 on 2026-06-12,bull,"270.0-305.0 (2026-05-26, mitigated)","316.6-332.0 (2026-06-15, mitigated)",False,3,0,351.85-356.0 (2026-06-30),none,none,none,none,3,0,Premium,95.3,374.75,204.4,False,ranging,bullish (HH/HL),False
XPROINDIA,1495.0,"1150.2-1263.0 (Moderate, FRESH, 18.37% away)",True,Moderate,False,none,False,"807.45-949.3 (Moderate, tested, 57.48% away)",none,bull @ 1492.9 on 2026-07-02,bull @ 1179.0 on 2026-06-04,bull,"1194.5-1263.0 (2026-06-15, UNMITIGATED)","1124.5-1172.2 (2026-05-27, mitigated)",True,7,0,1438.0-1485.0 (2026-07-03),none,none,1001.6,none,2,1,Premium,89.9,1574.8,788.05,False,bullish (HH/HL),bearish (LH/LL),False
AFIL,10.07,"4.91-6.2 (Moderate, FRESH, 62.42% away)",True,Moderate,False,none,False,"6.87-8.25 (Moderate, tested, 22.06% away)",none,bull @ 10.79 on 2026-06-19,bull @ 10.79 on 2026-06-19,bull,"9.8-10.1 (2026-06-03, mitigated)","6.87-7.59 (2026-03-06, mitigated)",False,2,0,8.18-8.3 (2026-04-07),none,none,8.7,none,1,3,Premium,85.7,11.1,3.92,False,bullish (HH/HL),bullish (HH/HL),True
TDPOWERSYS,1091.8,"602.4-680.0 (Moderate, FRESH, 60.56% away)",True,Moderate,False,none,False,"568.05-668.7 (Moderate, tested, 63.27% away)",none,bear @ 1115.0 on 2026-07-03,bear @ 1193.0 on 2026-06-10,bear,"1172.1-1198.0 (2026-05-14, mitigated)","1320.1-1374.0 (2026-06-23, UNMITIGATED)",False,5,2,1044.9-1053.75 (2026-04-23),1213.2-1214.4 (2026-07-02),1358.5,none,none,2,0,Premium,63.0,1379.6,602.4,False,bearish (LH/LL),bullish (HH/HL),False
ADVAIT,2188.2,"1975.0-2288.0 (Moderate, tested, -4.36% away)",False,Moderate,False,none,False,n/a (short),n/a (short),bear @ 2226.5 on 2026-07-03,bear @ 2226.5 on 2026-07-03,bear,"2160.1-2288.0 (2026-06-05, mitigated)","2002.0-2121.0 (2026-05-08, mitigated)",False,2,0,2087.7-2160.1 (2026-06-05),none,none,none,none,0,0,Premium,73.8,2485.0,1351.0,False,bullish (HH/HL),ranging,False
ADFFOODS,320.4,"184.5-199.01 (Moderate, FRESH, 61.0% away)",True,Moderate,False,none,False,"170.6-212.0 (Moderate, tested, 51.13% away)",none,bull @ 320.0 on 2026-07-03,bull @ 182.54 on 2026-04-08,bull,"280.0-292.65 (2026-06-15, UNMITIGATED)","180.5-188.0 (2026-03-18, mitigated)",True,7,0,292.65-297.55 (2026-06-17),none,none,258.65,none,2,1,Premium,86.3,346.95,153.1,False,bullish (HH/HL),ranging,False
ROSSTECH,981.1,"715.0-808.7 (Moderate, FRESH, 21.32% away)",True,Moderate,False,"981.9-1104.0 (Moderate, tested, 0.08% above)",True,"650.05-739.0 (Moderate, FRESH, 32.76% away)",none,bear @ 956.1 on 2026-06-23,bear @ 990.2 on 2026-06-11,bear,"913.5-940.0 (2026-05-22, mitigated)","1040.3-1104.0 (2026-06-22, UNMITIGATED)",False,5,1,950.1-960.0 (2026-07-01),963.8-1040.3 (2026-06-24),none,663.23,none,2,3,Premium,75.3,1122.0,551.9,False,bearish (LH/LL),bullish (HH/HL),False
PRECWIRE,400.75,"256.01-280.5 (Moderate, tested, 42.87% away)",False,Moderate,False,"409.3-445.5 (Moderate, tested, 2.13% above)",True,"193.05-237.5 (Moderate, tested, 68.74% away)",none,bear @ 417.5 on 2026-06-05,bear @ 391.55 on 2026-05-12,bear,"361.35-382.45 (2026-04-20, mitigated)","440.9-460.0 (2026-05-26, mitigated)",False,3,1,348.95-369.0 (2026-04-17),412.25-418.5 (2026-06-30),449.55,210.25,none,2,1,Premium,74.1,467.5,210.01,False,ranging,bullish (HH/HL),False
SPECTRUM,1853.2,"1406.2-1490.0 (Moderate, FRESH, 24.38% away)",True,Moderate,False,none,False,"1139.0-1544.8 (Moderate, FRESH, 19.96% away)",none,bull @ 1823.0 on 2026-06-30,bull @ 1544.8 on 2026-06-03,bull,"1740.0-1841.9 (2026-06-29, mitigated)","1690.0-1807.0 (2026-06-05, mitigated)",False,6,0,1709.9-1718.1 (2026-06-19),none,none,1547.55,none,3,1,Premium,87.3,1970.0,1050.0,False,bullish (HH/HL),bullish (HH/HL),True
AYMSYNTEX,262.64,"214.25-260.0 (Moderate, FRESH, 1.02% away)",True,Moderate,True,none,False,none,none,bull @ 234.1 on 2026-06-30,bull @ 234.1 on 2026-06-30,bull,"214.25-220.49 (2026-06-29, UNMITIGATED)","226.39-240.3 (2026-05-19, mitigated)",True,5,0,260.0-260.1 (2026-07-03),none,none,168.96,none,2,3,Premium,86.7,281.22,141.53,False,bearish (LH/LL),bullish (HH/HL),False
NRBBEARING,423.15,"349.45-391.7 (Moderate, FRESH, 8.03% away)",True,Moderate,False,none,False,"212.55-261.8 (Moderate, FRESH, 61.63% away)",none,bull @ 443.45 on 2026-06-30,bull @ 278.8 on 2026-04-16,bull,"352.15-361.4 (2026-06-02, UNMITIGATED)","425.65-467.6 (2026-06-30, mitigated)",True,11,0,391.7-415.2 (2026-06-09),none,none,279.55,none,0,1,Premium,82.6,467.6,212.55,False,bearish (LH/LL),bearish (LH/LL),True
EXICOM,178.01,"109.11-119.39 (Moderate, FRESH, 49.1% away)",True,Moderate,False,none,False,"107.98-127.8 (Moderate, FRESH, 39.29% away)",none,bull @ 173.0 on 2026-06-22,bull @ 173.0 on 2026-06-22,bull,"152.2-160.0 (2026-06-29, UNMITIGATED)","141.57-150.77 (2026-06-10, mitigated)",True,8,0,160.0-165.52 (2026-07-01),none,none,93.35,none,0,2,Premium,95.4,182.9,75.6,False,bullish (HH/HL),bearish (LH/LL),False
HONASA,461.75,"402.3-435.15 (Moderate, FRESH, 6.11% away)",True,Moderate,True,none,False,"261.6-309.4 (Moderate, FRESH, 49.24% away)",none,bull @ 438.35 on 2026-06-29,bull @ 295.95 on 2026-03-27,bull,"415.55-435.15 (2026-06-25, UNMITIGATED)","286.8-298.2 (2026-03-11, mitigated)",True,7,0,449.0-455.6 (2026-07-01),none,none,261.2,none,1,1,Premium,94.5,473.35,260.8,False,bullish (HH/HL),bullish (HH/HL),True
GALAPREC,1183.4,"875.25-943.0 (Moderate, FRESH, 25.49% away)",True,Moderate,False,none,False,"710.0-795.95 (Moderate, FRESH, 48.68% away)",none,bull @ 1082.9 on 2026-06-22,bull @ 784.0 on 2026-04-17,bull,"1016.9-1050.0 (2026-06-18, UNMITIGATED)","874.9-950.0 (2026-05-26, mitigated)",True,7,0,1134.0-1154.2 (2026-07-03),none,none,678.98,none,1,1,Premium,91.8,1229.4,671.2,False,bullish (HH/HL),ranging,False
543787,1128.55,"1112.0-1190.0 (Moderate, tested, -5.16% away)",False,Moderate,False,"1135.1-1315.0 (Moderate, tested, 0.58% above)",True,"627.27-729.95 (Moderate, tested, 54.61% away)",none,bull @ 1167.95 on 2026-06-30,bull @ 850.0 on 2026-04-23,bull,"1130.0-1190.0 (2026-06-03, mitigated)","1215.0-1260.0 (2026-06-09, mitigated)",False,4,1,1067.0-1131.0 (2026-06-30),1160.0-1179.0 (2026-07-03),none,1111.5,sell-side swept (bullish stop-hunt),2,4,Premium,69.2,1315.0,709.09,False,ranging,bullish (HH/HL),False
NARMADA,36.34,"36.3-38.5 (Moderate, tested, -5.61% away)",False,Moderate,False,"36.3-45.17 (Moderate, tested, -0.11% above)",False,"34.85-45.17 (Moderate, tested, -19.55% away)",none,bull @ 39.61 on 2026-06-10,bull @ 35.51 on 2026-05-05,bull,"36.3-38.5 (2026-06-08, mitigated)","38.19-42.0 (2026-06-30, UNMITIGATED)",False,1,2,33.51-33.62 (2026-04-30),36.79-38.19 (2026-07-02),none,34.92,sell-side swept (bullish stop-hunt),1,3,Premium,56.8,45.17,24.73,False,ranging,bullish (HH/HL),False
UTLSOLAR,342.75,"194.55-204.0 (Moderate, FRESH, 68.01% away)",True,Moderate,False,"297.6-352.5 (Moderate, tested, -13.17% above)",False,"259.95-313.0 (Moderate, tested, 9.5% away)",none,bull @ 326.4 on 2026-07-01,bull @ 192.08 on 2026-03-18,bull,"259.0-266.55 (2026-04-22, mitigated)","297.6-319.8 (2026-06-02, mitigated)",False,8,0,323.1-335.1 (2026-07-02),none,none,303.85,sell-side swept (bullish stop-hunt),3,3,Premium,88.5,365.0,172.0,False,bearish (LH/LL),ranging,False
524520,133.65,"114.4-121.0 (Moderate, FRESH, 10.45% away)",True,Moderate,False,none,False,"94.88-124.85 (Moderate, FRESH, 7.05% away)",none,bull @ 122.9 on 2026-06-25,bull @ 91.0 on 2026-05-08,bull,"115.1-119.5 (2026-06-24, UNMITIGATED)","137.55-142.85 (2026-07-01, UNMITIGATED)",True,7,1,119.5-130.0 (2026-06-29),137.0-137.55 (2026-07-03),none,78.83,none,2,4,Premium,87.3,142.85,70.51,False,ranging,ranging,True
ICIL,426.5,"343.1-410.5 (Moderate, tested, 3.9% away)",False,Moderate,True,none,False,"221.0-282.0 (Moderate, tested, 51.24% away)",none,bull @ 410.5 on 2026-06-24,bull @ 247.95 on 2026-03-25,bull,"386.3-401.0 (2026-06-22, UNMITIGATED)","290.0-311.85 (2026-05-08, mitigated)",True,8,0,398.0-425.0 (2026-06-25),none,none,245.07,none,2,2,Premium,84.9,463.8,216.9,False,bullish (HH/HL),ranging,False
VTL,666.25,none,,none,False,none,False,none,none,bull @ 645.45 on 2026-06-18,bull @ 626.8 on 2026-06-04,bull,"613.3-636.2 (2026-06-17, mitigated)","619.9-638.0 (2026-05-05, mitigated)",False,1,0,648.8-652.1 (2026-07-03),none,none,509.77,none,2,1,Premium,97.0,674.9,391.0,False,bullish (HH/HL),bullish (HH/HL),True
RISHABH,649.45,"564.85-594.55 (Moderate, FRESH, 9.23% away)",True,Moderate,False,none,False,"278.0-443.75 (Moderate, tested, 46.35% away)",none,bull @ 609.0 on 2026-07-02,bull @ 545.0 on 2026-05-25,bull,"568.1-585.05 (2026-06-30, UNMITIGATED)","530.0-560.0 (2026-05-27, mitigated)",True,7,0,594.55-637.05 (2026-07-03),none,none,453.68,none,1,3,Premium,92.1,678.0,315.0,False,bullish (HH/HL),bullish (HH/HL),True
RRKABEL,2343.3,"1951.0-2130.0 (Moderate, tested, 10.01% away)",False,Moderate,False,none,False,"1300.1-1648.0 (Moderate, FRESH, 42.19% away)",none,bull @ 2239.8 on 2026-06-18,bull @ 1446.9 on 2026-04-16,bull,"1964.3-2039.0 (2026-06-02, UNMITIGATED)","2451.6-2549.0 (2026-06-29, UNMITIGATED)",True,9,1,2171.9-2177.0 (2026-06-15),2434.0-2451.6 (2026-07-01),none,1430.45,none,1,2,Premium,83.8,2549.0,1281.3,False,bullish (HH/HL),ranging,False
RUBYMILLS,339.65,"247.85-287.9 (Moderate, FRESH, 17.97% away)",True,Moderate,False,none,False,"222.36-286.8 (Moderate, FRESH, 18.43% away)",none,bull @ 286.8 on 2026-06-04,bull @ 256.02 on 2026-05-25,bull,"312.95-322.0 (2026-06-17, mitigated)",none,False,6,0,324.0-327.0 (2026-07-03),none,none,187.86,none,3,1,Premium,88.5,361.9,169.02,False,ranging,ranging,True
FAZE3Q,614.25,"322.1-405.95 (Moderate, tested, 51.31% away)",False,Moderate,False,none,False,"322.1-419.75 (Moderate, tested, 46.34% away)","353.15-623.05 (Moderate, tested, -42.51% away)",bull @ 559.95 on 2026-06-17,bull @ 480.0 on 2026-04-16,bull,"576.0-594.0 (2026-06-23, mitigated)","574.0-606.8 (2026-02-17, mitigated)",False,6,0,565.65-567.1 (2026-06-19),none,none,431.71,none,0,1,Premium,89.1,650.05,322.1,False,bullish (HH/HL),ranging,False
SAIPARENT,618.6,"474.0-543.2 (Moderate, tested, 13.88% away)",False,Moderate,False,none,False,n/a (short),n/a (short),bull @ 622.8 on 2026-07-02,bull @ 508.0 on 2026-06-01,bull,"492.0-505.0 (2026-06-03, UNMITIGATED)",none,True,5,0,598.05-618.55 (2026-07-02),none,none,none,none,1,0,Premium,71.4,706.0,400.0,False,bullish (HH/HL),ranging,False
JINDALSAW,260.95,"214.01-232.01 (Moderate, tested, 12.47% away)",False,Moderate,False,none,False,"177.72-206.44 (Moderate, FRESH, 26.4% away)",none,bear @ 235.01 on 2026-06-10,bear @ 235.01 on 2026-06-10,bear,"218.13-224.99 (2026-05-21, mitigated)","236.1-242.0 (2026-06-09, mitigated)",False,6,0,240.14-242.5 (2026-06-16),none,none,none,none,1,0,Premium,92.3,269.91,154.0,False,bullish (HH/HL),bullish (HH/HL),True
VENUSPIPES,1783.2,none,,none,False,none,False,"890.0-1053.0 (Moderate, FRESH, 69.34% away)",none,bull @ 1761.8 on 2026-07-01,bull @ 1485.0 on 2026-06-19,bull,"1645.5-1715.0 (2026-06-24, UNMITIGATED)",none,True,11,0,1749.0-1770.0 (2026-07-02),none,none,1199.8,none,1,2,Premium,96.5,1816.0,890.0,False,bearish (LH/LL),ranging,False
ADANIGREEN,1556.2,"1396.0-1486.0 (Moderate, tested, 4.72% away)",False,Moderate,True,none,False,"801.4-904.0 (Moderate, FRESH, 72.15% away)",none,bull @ 1544.8 on 2026-06-22,bull @ 904.0 on 2026-04-06,bull,"1484.0-1508.5 (2026-06-30, UNMITIGATED)","1490.3-1544.8 (2026-06-09, mitigated)",True,10,0,1508.5-1510.0 (2026-07-02),none,none,none,none,0,0,Premium,98.7,1566.6,765.0,False,bullish (HH/HL),ranging,False
AEROENTER,130.65,"106.03-131.0 (Moderate, tested, -0.27% away)",False,Moderate,True,none,False,"93.4-112.0 (Moderate, FRESH, 16.65% away)",none,bull @ 114.8 on 2026-06-17,bull @ 114.8 on 2026-06-17,bull,"106.5-112.99 (2026-06-16, UNMITIGATED)","87.55-94.0 (2026-04-17, mitigated)",True,7,1,116.8-121.5 (2026-06-19),138.09-138.58 (2026-07-03),none,77.92,none,1,1,Premium,78.4,149.55,62.2,False,ranging,ranging,True
ADANIENSOL,1568.8,"1172.15-1291.5 (Moderate, tested, 21.47% away)",False,Moderate,False,none,False,"903.15-1043.8 (Moderate, FRESH, 50.3% away)",none,bull @ 1551.0 on 2026-07-02,bull @ 1365.0 on 2026-05-22,bull,"1243.55-1273.1 (2026-04-21, mitigated)","1535.1-1614.8 (2026-06-08, mitigated)",False,9,0,1412.0-1475.1 (2026-05-27),none,none,1465.27,none,1,3,Premium,94.3,1614.8,803.1,False,ranging,ranging,True
ADANIPOWER,221.79,"134.86-142.59 (Moderate, FRESH, 55.54% away)",True,Moderate,False,"217.8-233.47 (Moderate, tested, -1.8% above)",False,"144.65-178.1 (Moderate, FRESH, 24.53% away)",none,bear @ 227.41 on 2026-06-08,bear @ 227.41 on 2026-06-08,bear,"219.72-222.6 (2026-06-17, mitigated)","245.5-252.65 (2026-05-27, UNMITIGATED)",False,9,2,200.0-201.87 (2026-04-21),236.67-242.19 (2026-06-02),234.95,214.52,none,4,3,Premium,74.3,254.2,128.1,False,ranging,ranging,True
543828,39.49,"22.75-25.78 (Moderate, tested, 53.18% away)",False,Moderate,False,none,False,none,none,bull @ 38.0 on 2026-06-23,bull @ 28.4 on 2026-04-07,bull,"36.5-37.8 (2026-06-18, mitigated)","37.81-39.89 (2026-06-29, mitigated)",False,7,0,34.49-34.99 (2026-06-10),none,none,none,none,1,0,Premium,95.8,40.41,18.5,False,bullish (HH/HL),bullish (HH/HL),True
THERMAX,4607.5,"4681.0-4935.0 (Moderate, tested, -6.64% away)",False,Moderate,False,none,False,"3192.7-4305.0 (Moderate, FRESH, 7.03% away)",none,bear @ 4638.8 on 2026-07-03,bear @ 4638.8 on 2026-07-03,bear,"4681.0-4833.7 (2026-06-24, mitigated)",none,False,6,1,4510.7-4590.6 (2026-05-28),4948.5-5052.0 (2026-07-03),none,2747.87,none,1,1,Premium,73.5,5277.8,2749.8,False,bullish (HH/HL),bullish (HH/HL),True
AMANTA,163.09,"128.51-136.82 (Moderate, tested, 19.2% away)",False,Moderate,False,none,False,"92.0-114.9 (Moderate, tested, 41.94% away)",none,bull @ 141.9 on 2026-06-11,bull @ 141.9 on 2026-06-11,bull,"114.05-122.3 (2026-06-02, UNMITIGATED)","106.0-108.25 (2026-02-04, mitigated)",True,5,0,153.0-158.0 (2026-06-22),none,none,100.04,none,2,1,Premium,93.7,167.9,92.0,False,bullish (HH/HL),ranging,False
TALBROAUTO,412.1,"274.0-299.0 (Moderate, FRESH, 37.83% away)",True,Moderate,False,none,False,"228.0-286.0 (Moderate, FRESH, 44.09% away)",none,bull @ 429.9 on 2026-07-02,bull @ 262.8 on 2026-04-10,bull,"275.6-283.18 (2026-04-24, UNMITIGATED)",none,True,7,0,406.5-407.6 (2026-06-30),none,none,269.73,none,2,2,Premium,89.4,435.0,219.9,False,bullish (HH/HL),bearish (LH/LL),False
543920,879.4,"575.5-667.0 (Moderate, FRESH, 31.84% away)",True,Moderate,False,none,False,"488.0-667.0 (Moderate, FRESH, 31.84% away)",none,bull @ 879.0 on 2026-06-30,bull @ 756.35 on 2026-06-17,bull,"800.3-843.0 (2026-06-19, mitigated)","724.85-755.0 (2026-06-04, mitigated)",False,7,0,852.0-862.0 (2026-06-30),none,none,536.02,none,2,2,Premium,95.2,899.0,488.0,False,ranging,bullish (HH/HL),False
RAMCOSYS,799.6,"550.5-732.0 (Moderate, FRESH, 9.23% away)",True,Moderate,False,none,False,"440.5-591.6 (Moderate, FRESH, 35.16% away)",none,bull @ 591.6 on 2026-06-24,bull @ 420.35 on 2026-05-22,bull,"553.0-568.0 (2026-06-22, UNMITIGATED)","407.75-419.8 (2026-05-07, mitigated)",True,8,0,709.8-792.05 (2026-06-30),none,none,none,none,1,0,Premium,86.9,868.7,342.1,False,bullish (HH/HL),ranging,False
MANCREDIT,245.33,"165.7-174.0 (Moderate, FRESH, 40.99% away)",True,Moderate,False,none,False,"166.6-231.0 (Moderate, tested, 6.2% away)",none,bull @ 231.0 on 2026-06-25,bull @ 177.6 on 2026-05-27,bull,"165.7-169.9 (2026-05-22, UNMITIGATED)","217.45-223.77 (2026-06-12, mitigated)",True,3,0,191.54-200.38 (2026-06-01),none,none,166.2,none,3,3,Premium,82.6,265.0,152.06,False,bullish (HH/HL),ranging,False
MANINDS,582.55,"340.3-397.4 (Moderate, tested, 46.59% away)",False,Moderate,False,none,False,"315.55-468.0 (Moderate, FRESH, 24.48% away)",none,bear @ 533.3 on 2026-05-27,bear @ 533.3 on 2026-05-27,bear,"486.4-504.0 (2026-06-04, mitigated)","586.1-603.0 (2026-06-22, mitigated)",False,6,0,569.15-575.75 (2026-06-30),none,none,510.67,none,0,1,Premium,87.2,623.7,302.05,False,bullish (HH/HL),ranging,False
RML,1206.8,"1037.25-1137.3 (Moderate, tested, 6.11% away)",False,Moderate,True,none,False,"878.95-953.55 (Moderate, FRESH, 26.56% away)",none,bull @ 1169.0 on 2026-07-01,bull @ 932.0 on 2026-06-16,bull,"1037.25-1074.85 (2026-06-25, UNMITIGATED)","1110.6-1169.0 (2026-06-22, mitigated)",True,11,0,1041.4-1120.15 (2026-06-30),none,none,880.73,none,2,2,Premium,91.2,1264.8,608.5,False,bullish (HH/HL),ranging,False
LLOYDSENGG,83.94,"66.51-81.0 (Moderate, FRESH, 3.63% away)",True,Moderate,True,none,False,"66.51-79.4 (Moderate, FRESH, 5.72% away)",none,bull @ 75.29 on 2026-06-16,bull @ 75.29 on 2026-06-16,bull,"71.01-73.48 (2026-06-15, UNMITIGATED)","76.6-79.4 (2026-05-27, mitigated)",True,12,1,81.0-83.05 (2026-06-18),85.14-85.54 (2026-07-02),none,none,none,0,0,Premium,85.3,91.99,37.4,False,bullish (HH/HL),bearish (LH/LL),False
CLEANMAX,1256.7,"1148.0-1250.0 (Moderate, tested, 0.54% away)",False,Moderate,True,none,False,n/a (short),n/a (short),bear @ 1281.0 on 2026-07-03,bear @ 1281.0 on 2026-07-03,bear,"1325.0-1405.0 (2026-06-18, mitigated)","1400.0-1533.6 (2026-06-22, mitigated)",False,6,1,1165.0-1170.1 (2026-06-05),1414.9-1430.3 (2026-06-25),none,none,none,0,0,Premium,65.5,1536.0,727.1,False,bullish (HH/HL),ranging,False
ANGELONE,352.25,"290.8-311.55 (Moderate, FRESH, 13.06% away)",True,Moderate,False,none,False,"210.62-287.9 (Moderate, FRESH, 22.35% away)",none,bull @ 351.0 on 2026-06-15,bull @ 334.95 on 2026-05-21,bull,"327.1-337.45 (2026-06-29, mitigated)","347.55-356.8 (2026-06-18, mitigated)",False,8,0,342.0-342.5 (2026-07-03),none,none,244.98,none,0,2,Premium,94.6,360.45,208.63,False,bullish (HH/HL),bearish (LH/LL),False
SBC,42.14,"36.94-40.7 (Moderate, FRESH, 3.54% away)",True,Moderate,True,none,False,"33.0-40.45 (Moderate, FRESH, 4.18% away)",none,bull @ 40.45 on 2026-06-19,none,bull,"37.13-37.5 (2026-06-16, UNMITIGATED)","43.61-44.87 (2026-06-22, UNMITIGATED)",True,8,1,40.7-43.61 (2026-06-22),41.96-43.61 (2026-06-24),none,33.02,none,1,3,Premium,86.2,45.0,24.27,False,bullish (HH/HL),bullish (HH/HL),True
HIRECT,1092.2,"949.45-1033.45 (Moderate, FRESH, 5.68% away)",True,Moderate,True,none,False,"643.7-815.0 (Moderate, tested, 34.01% away)",none,bear @ 1073.0 on 2026-06-10,bear @ 1073.0 on 2026-06-10,bear,"949.45-999.9 (2026-05-22, UNMITIGATED)","766.25-815.0 (2026-03-25, mitigated)",True,5,0,1033.45-1152.35 (2026-05-28),none,1208.8,1071.75,sell-side swept (bullish stop-hunt),3,2,Premium,81.5,1212.1,565.2,False,ranging,bullish (HH/HL),False
STYLAMIND,3230.0,"2231.7-2345.6 (Moderate, FRESH, 37.7% away)",True,Moderate,False,none,False,"2156.0-2268.0 (Moderate, FRESH, 42.42% away)",none,bull @ 3279.0 on 2026-06-17,bull @ 2245.0 on 2026-04-15,bull,"3122.4-3250.0 (2026-06-23, mitigated)","3240.2-3319.9 (2026-06-17, mitigated)",False,6,1,3002.0-3029.8 (2026-06-05),3319.0-3326.2 (2026-06-30),3353.65,2227.13,none,3,4,Premium,89.6,3357.3,2132.1,False,ranging,bullish (HH/HL),False
INDOBORAX,392.25,"268.7-284.45 (Moderate, FRESH, 37.9% away)",True,Moderate,False,none,False,"240.31-294.0 (Moderate, FRESH, 33.42% away)",none,bull @ 345.5 on 2026-06-02,bull @ 265.0 on 2026-04-29,bull,"271.6-277.95 (2026-05-20, UNMITIGATED)","254.01-255.15 (2026-04-22, mitigated)",True,3,0,331.05-337.55 (2026-06-01),none,none,241.02,none,2,1,Premium,83.7,423.1,234.0,False,bullish (HH/HL),bullish (HH/HL),True
PANACEABIO,551.2,"391.0-443.9 (Moderate, FRESH, 24.17% away)",True,Moderate,False,none,False,"360.2-439.2 (Moderate, FRESH, 25.5% away)",none,bull @ 439.2 on 2026-06-04,bull @ 339.95 on 2026-04-15,bull,"395.0-443.9 (2026-06-01, UNMITIGATED)","575.85-647.0 (2026-06-09, mitigated)",True,4,0,437.5-526.6 (2026-06-05),none,none,363.32,none,3,2,Premium,73.0,647.0,292.4,False,bullish (HH/HL),bearish (LH/LL),False
AMAGI,532.6,"405.0-447.0 (Moderate, FRESH, 19.15% away)",True,Moderate,False,none,False,n/a (short),n/a (short),bull @ 434.7 on 2026-06-16,bull @ 357.0 on 2026-04-16,bull,"510.1-537.3 (2026-06-25, mitigated)","397.6-438.8 (2026-05-20, mitigated)",False,5,0,514.05-541.0 (2026-06-30),none,none,390.0,none,2,2,Premium,78.8,592.5,310.2,False,bullish (HH/HL),ranging,False
SWANDEF,2339.8,"1615.5-1785.5 (Moderate, tested, 31.04% away)",False,Moderate,False,none,False,"1615.5-2034.0 (Moderate, tested, 15.03% away)",none,bull @ 2076.5 on 2026-06-22,bull @ 1865.0 on 2026-04-15,bull,"1956.2-2050.0 (2026-06-16, mitigated)","1761.5-1854.2 (2026-02-16, mitigated)",False,5,0,2275.0-2312.2 (2026-07-03),none,none,1789.0,none,2,3,Premium,84.8,2489.0,1505.4,False,ranging,ranging,True
OFSS,11248.0,"9127.5-9925.0 (Moderate, FRESH, 13.33% away)",True,Moderate,False,none,False,"9050.0-10584.5 (Moderate, tested, 6.27% away)",none,bull @ 10584.5 on 2026-06-25,bull @ 10584.5 on 2026-06-25,bull,"9306.5-9482.5 (2026-06-18, UNMITIGATED)","9911.0-10380.5 (2026-05-27, mitigated)",True,12,0,10510.0-10974.5 (2026-06-26),none,none,7598.25,none,1,3,Premium,99.4,11279.0,6234.5,False,bullish (HH/HL),bearish (LH/LL),False
VINDHYATEL,2032.9,"1369.0-1520.0 (Moderate, tested, 33.74% away)",False,Moderate,False,none,False,"1267.0-1885.2 (Moderate, FRESH, 7.83% away)",none,bull @ 2345.0 on 2026-06-19,bull @ 1246.0 on 2026-04-15,bull,"2148.7-2270.0 (2026-06-18, mitigated)","2088.1-2255.0 (2026-06-03, mitigated)",False,8,1,1795.0-2025.0 (2026-05-27),2225.7-2300.8 (2026-06-24),none,1384.95,none,1,1,Premium,70.3,2484.9,963.9,False,bullish (HH/HL),bearish (LH/LL),False
TMB,778.65,"637.5-676.05 (Moderate, tested, 15.18% away)",False,Moderate,False,"725.05-767.95 (Moderate, tested, -6.88% above)",False,"420.0-462.25 (Moderate, FRESH, 68.45% away)",none,bull @ 710.0 on 2026-06-01,bull @ 638.7 on 2026-04-08,bull,"676.1-693.85 (2026-05-27, UNMITIGATED)","736.1-760.0 (2026-05-06, mitigated)",True,5,0,748.95-749.6 (2026-07-03),none,none,none,none,2,0,Premium,92.2,799.4,532.8,False,bullish (HH/HL),bullish (HH/HL),True
SUDEEPPHRM,868.05,"543.9-597.5 (Moderate, tested, 45.28% away)",False,Moderate,False,none,False,none,none,bull @ 816.35 on 2026-06-15,bull @ 625.0 on 2026-03-25,bull,"722.5-739.5 (2026-06-11, UNMITIGATED)","836.0-869.3 (2026-06-24, mitigated)",True,5,0,832.0-837.95 (2026-07-01),none,none,none,none,3,0,Premium,94.8,887.0,524.05,False,bullish (HH/HL),ranging,False
KRISHNADEF,1253.2,"771.95-812.45 (Moderate, tested, 54.25% away)",False,Moderate,False,"1053.1-1313.0 (Moderate, tested, -15.97% above)",False,"665.0-843.75 (Moderate, tested, 48.53% away)",none,bull @ 1288.0 on 2026-06-17,bull @ 947.9 on 2026-04-10,bull,"1053.1-1089.9 (2026-05-06, mitigated)","1175.2-1313.0 (2026-05-11, mitigated)",False,5,1,1019.75-1020.0 (2026-04-20),1265.8-1275.0 (2026-06-30),none,1023.53,none,1,2,Premium,76.0,1400.0,788.9,False,bullish (HH/HL),bullish (HH/HL),True
