symbol,name,exchange,CMP,move_start_date,vcp_quality,vcp_status,num_contractions,contractions,C1_pct,C2_pct,C3_pct,depths_decreasing,final_contraction_tight,vdu_confirmed,vdu_ratio,pivot,pct_from_pivot,breakout_vol_ratio,breakout_vol_gt40pct,near_52w_high,num_legs,leg_gains_pct,leg3_highest_pivot,leg3_vol_expansion,fib_ratio_L3_L1,fib_extension,cleared_52w_high,time_contraction,third_leg_confirmed,bars_daily,vcp_leg_score_10
530689,Lykis Ltd,BSE,45.73,2025-11-20,No VCP,AT PIVOT (actionable),3.0,C1:-17.5%/5b | C2:-4.4%/4b | C3:-10.4%/6b,17.5,4.4,10.4,False,True,False,0.89,47.5,-3.73,1.4,True,False,10.0,L1:+81% | L2:+18% | L3:+15%,False,False,0.25,0.25x,False,True,False,351.0,5.0
KESORAMIND,Kesoram Industries Limited,NSE,11.57,2025-11-19,No VCP,forming / still basing,3.0,C1:-13.3%/3b | C2:-10.2%/6b | C3:-14.1%/3b,13.3,10.2,14.1,False,True,True,0.48,13.68,-15.42,0.43,False,False,9.0,L1:+28% | L2:+162% | L3:+23%,False,False,1.65,~1.618x,False,False,False,354.0,5.0
UTLSOLAR,Fujiyama Power Systems Limited,NSE,328.3,2026-03-04,No VCP,extended past pivot,3.0,C1:-6.5%/2b | C2:-7.6%/1b | C3:-16.3%/11b,6.5,7.6,16.3,False,False,False,0.92,286.75,14.49,2.79,True,False,5.0,L1:+10% | L2:+15% | L3:+63%,False,True,6.66,6.66x,False,True,False,135.0,5.0
SHILPAMED,Shilpa Medicare Limited,NSE,538.05,2026-01-23,No VCP,BROKEN OUT (fresh),3.0,C1:-5.4%/3b | C2:-5.8%/6b | C3:-8.2%/4b,5.4,5.8,8.2,False,True,False,1.47,529.8,1.56,1.54,True,True,8.0,L1:+33% | L2:+4% | L3:+8%,False,False,0.3,0.30x,False,False,False,354.0,5.0
SHADOWFAX,Shadowfax Technologies Limited,NSE,201.07,2026-01-29,No VCP,forming / still basing,3.0,C1:-7.4%/2b | C2:-6.8%/6b | C3:-12.4%/8b,7.4,6.8,12.4,False,True,True,0.81,211.77,-5.05,0.69,False,True,6.0,L1:+28% | L2:+11% | L3:+52%,False,False,1.97,1.97x,False,True,False,88.0,5.0
DATAPATTNS,Data Patterns (India) Limited,NSE,4212.6,2026-01-23,Moderate VCP,AT PIVOT (actionable),3.0,C1:-9.4%/3b | C2:-14.3%/4b | C3:-9.8%/3b,9.4,14.3,9.8,False,True,True,0.78,4212.0,0.01,1.0,False,True,8.0,L1:+28% | L2:+17% | L3:+20%,False,False,0.93,0.93x,False,True,False,354.0,5.0
HONASA,Honasa Consumer Limited,NSE,416.1,2025-12-11,Moderate VCP,AT PIVOT (actionable),3.0,C1:-3.0%/3b | C2:-4.4%/7b | C3:-4.9%/3b,3.0,4.4,4.9,False,True,True,0.45,422.75,-1.57,0.28,False,True,6.0,L1:+23% | L2:+18% | L3:+18%,False,False,0.84,0.84x,False,False,False,353.0,5.0
GRWRHITECH,Garware Hi-Tech Films Limited,NSE,5893.0,2026-01-21,Moderate VCP,AT PIVOT (actionable),3.0,C1:-10.5%/4b | C2:-12.4%/3b | C3:-7.1%/2b,10.5,12.4,7.1,False,True,True,0.69,6166.0,-4.43,0.47,False,True,9.0,L1:+67% | L2:+8% | L3:+10%,False,False,0.21,0.21x,False,True,False,354.0,5.0
RUBYMILLS,The Ruby Mills Limited,NSE,337.85,2026-03-02,No VCP,extended past pivot,3.0,C1:-6.7%/5b | C2:-12.2%/7b | C3:-9.2%/5b,6.7,12.2,9.2,False,True,False,5.83,273.1,23.71,1.45,True,True,5.0,L1:+24% | L2:+23% | L3:+13%,False,False,0.74,0.74x,False,False,False,352.0,5.0
ADANIENSOL,Adani Energy Solutions Limited,NSE,1579.0,2026-01-23,No VCP,BROKEN OUT (fresh),3.0,C1:-10.4%/3b | C2:-10.0%/3b | C3:-12.5%/5b,10.4,10.0,12.5,False,True,False,1.02,1558.8,1.3,1.56,True,True,7.0,L1:+29% | L2:+6% | L3:+6%,False,False,0.26,0.26x,False,True,False,354.0,5.0
TDPOWERSYS,TD Power Systems Limited,NSE,1312.8,2025-09-18,No VCP,AT PIVOT (actionable),3.0,C1:-10.2%/3b | C2:-10.6%/2b | C3:-11.3%/4b,10.2,10.6,11.3,False,True,False,0.93,1375.0,-4.52,0.45,False,True,15.0,L1:+26% | L2:+13% | L3:+31%,False,True,1.48,1.48x,False,True,False,354.0,5.0
SWANDEF,Swan Defence and Heavy Industries Limited,NSE,1971.6,2025-09-12,No VCP,forming / still basing,3.0,C1:-8.1%/5b | C2:-4.8%/3b | C3:-6.8%/5b,8.1,4.8,6.8,False,True,True,0.79,2163.2,-8.86,0.23,False,False,8.0,L1:+255% | L2:+5% | L3:+9%,False,False,0.11,0.11x,False,True,False,352.0,5.0
SCHNEIDER,Schneider Electric Infrastructure Limited,NSE,1172.2,2026-01-21,No VCP,forming / still basing,3.0,C1:-6.9%/3b | C2:-7.4%/3b | C3:-11.4%/9b,6.9,7.4,11.4,False,True,False,3.41,1417.8,-17.32,6.02,True,False,7.0,L1:+64% | L2:+7% | L3:+12%,False,False,0.26,0.26x,False,True,False,354.0,5.0
WALCHANNAG,Walchandnagar Industries Limited,NSE,241.75,2026-03-30,No VCP,forming / still basing,3.0,C1:-26.5%/20b | C2:-17.9%/5b | C3:-14.9%/4b,26.5,17.9,14.9,True,True,False,1.07,276.6,-12.6,0.75,False,False,3.0,L1:+101% | L2:+28% | L3:+6%,False,False,0.11,0.11x,False,True,False,354.0,5.0
JINDALSAW,Jindal Saw Limited,NSE,250.57,2026-01-16,No VCP,BROKEN OUT (fresh),3.0,C1:-12.3%/4b | C2:-12.3%/5b | C3:-12.6%/9b,12.3,12.3,12.6,False,True,False,1.31,249.45,0.45,0.83,False,True,6.0,L1:+29% | L2:+9% | L3:+27%,False,True,0.97,0.97x,False,True,False,354.0,5.0
SEAMECLTD,Seamec Limited,NSE,1586.1,2025-11-10,Moderate VCP,AT PIVOT (actionable),3.0,C1:-7.9%/3b | C2:-8.8%/5b | C3:-9.5%/7b,7.9,8.8,9.5,False,True,True,0.76,1664.8,-4.73,0.55,False,True,10.0,L1:+17% | L2:+26% | L3:+15%,False,False,1.1,1.10x,False,False,False,352.0,5.0
APEX,Apex Frozen Foods Limited,NSE,410.4,2025-10-09,No VCP,forming / still basing,3.0,C1:-10.9%/4b | C2:-10.5%/3b | C3:-11.0%/4b,10.9,10.5,11.0,False,True,True,0.46,473.9,-13.4,0.39,False,False,15.0,L1:+19% | L2:+7% | L3:+43%,False,True,2.44,2.44x,False,False,False,354.0,5.0
YASHO,Yasho Industries Limited,NSE,2470.1,2026-01-08,No VCP,BROKEN OUT (fresh),3.0,C1:-18.2%/3b | C2:-6.6%/1b | C3:-10.7%/3b,18.2,6.6,10.7,False,True,False,1.62,2295.0,7.63,2.46,True,True,7.0,L1:+13% | L2:+29% | L3:+10%,False,False,0.98,0.98x,False,False,False,351.0,5.0
ADVAIT,Advait Energy Transitions Limited,NSE,2181.2,2026-01-27,No VCP,BROKEN OUT (fresh),3.0,C1:-5.2%/3b | C2:-14.6%/6b | C3:-9.8%/5b,5.2,14.6,9.8,False,True,False,1.44,2124.0,2.69,1.67,True,True,8.0,L1:+35% | L2:+6% | L3:+9%,False,False,0.29,0.29x,False,True,False,93.0,5.0
JNKINDIA,JNK India Limited,NSE,421.3,2026-01-21,No VCP,BROKEN OUT (fresh),3.0,C1:-6.3%/3b | C2:-12.8%/4b | C3:-13.4%/7b,6.3,12.8,13.4,False,True,False,1.24,410.45,2.64,3.25,True,True,7.0,L1:+43% | L2:+9% | L3:+12%,False,False,0.3,0.30x,False,False,False,353.0,5.0
PARACABLES,Paramount Communications Limited,NSE,67.32,2026-03-30,No VCP,forming / still basing,3.0,C1:-12.3%/5b | C2:-13.3%/5b | C3:-15.9%/3b,12.3,13.3,15.9,False,False,False,1.57,70.95,-5.12,1.45,True,True,4.0,L1:+46% | L2:+67% | L3:+35%,False,False,1.4,~1.272x,False,True,False,354.0,5.0
CEIGALL,Ceigall India Limited,NSE,358.5,2025-12-09,No VCP,AT PIVOT (actionable),3.0,C1:-7.7%/4b | C2:-18.3%/8b | C3:-10.1%/4b,7.7,18.3,10.1,False,True,False,0.97,376.0,-4.65,0.98,False,True,9.0,L1:+24% | L2:+5% | L3:+14%,False,True,0.69,0.69x,False,False,False,352.0,5.0
SATIN,Satin Creditcare Network Limited,NSE,241.39,2025-12-09,No VCP,BROKEN OUT (fresh),3.0,C1:-7.2%/5b | C2:-12.4%/7b | C3:-4.4%/3b,7.2,12.4,4.4,False,True,False,0.99,224.98,7.29,0.6,False,True,10.0,L1:+12% | L2:+9% | L3:+11%,False,True,1.02,1.02x,False,True,False,353.0,5.0
WELCORP,Welspun Corp Limited,NSE,1388.8,2026-01-27,No VCP,BROKEN OUT (fresh),3.0,C1:-8.1%/3b | C2:-4.6%/3b | C3:-7.8%/1b,8.1,4.6,7.8,False,True,False,0.93,1357.7,2.29,0.51,False,True,6.0,L1:+18% | L2:+8% | L3:+13%,False,True,0.8,0.80x,False,True,False,354.0,5.0
SGMART,SG Mart Limited,NSE,575.35,2026-01-21,No VCP,forming / still basing,3.0,C1:-7.9%/3b | C2:-10.7%/3b | C3:-5.8%/5b,7.9,10.7,5.8,False,True,True,0.28,626.0,-8.09,0.22,False,False,7.0,L1:+43% | L2:+13% | L3:+4%,False,False,0.14,0.14x,False,True,False,180.0,5.0
APOLLO,Apollo Micro Systems Limited,NSE,421.35,2026-03-30,No VCP,AT PIVOT (actionable),3.0,C1:-8.0%/4b | C2:-14.0%/5b | C3:-8.1%/3b,8.0,14.0,8.1,False,True,False,1.57,442.0,-4.67,1.24,False,True,4.0,L1:+74% | L2:+18% | L3:+49%,False,True,1.08,1.08x,False,False,False,354.0,5.0
CUPID,Cupid Limited,NSE,137.1,2025-09-16,Moderate VCP,BROKEN OUT (fresh),3.0,C1:-21.0%/3b | C2:-3.6%/3b | C3:-13.0%/2b,21.0,3.6,13.0,False,True,True,0.78,133.92,2.37,0.92,False,True,12.0,L1:+11% | L2:+20% | L3:+10%,False,False,1.04,1.04x,False,True,False,354.0,5.0
543787,Macfos Ltd,BSE,1230.85,2025-09-30,Moderate VCP,BROKEN OUT (fresh),3.0,C1:-4.5%/8b | C2:-17.0%/3b | C3:-3.7%/2b,4.5,17.0,3.7,False,True,True,0.79,1168.0,5.38,1.08,False,True,15.0,L1:+14% | L2:+18% | L3:+3%,False,False,0.25,0.25x,False,True,False,353.0,5.0
NITINSPIN,Nitin Spinners Limited,NSE,535.8,2025-11-07,No VCP,BROKEN OUT (fresh),3.0,C1:-8.1%/2b | C2:-11.9%/3b | C3:-7.5%/6b,8.1,11.9,7.5,False,True,False,1.29,519.9,3.06,1.54,True,True,13.0,L1:+12% | L2:+4% | L3:+3%,False,False,0.25,0.25x,False,True,False,353.0,5.0
SANSERA,Sansera Engineering Limited,NSE,2945.1,2025-09-30,No VCP,AT PIVOT (actionable),3.0,C1:-7.9%/5b | C2:-11.0%/6b | C3:-6.6%/3b,7.9,11.0,6.6,False,True,False,0.88,2975.0,-1.01,0.61,False,True,14.0,L1:+7% | L2:+14% | L3:+19%,False,True,2.92,2.92x,False,True,False,354.0,5.0
GAYAPROJ,Gayatri Projects Limited,NSE,20.53,2025-09-15,Moderate VCP,BROKEN OUT (fresh),2.0,C1:-17.8%/5b | C2:-16.7%/11b,17.8,16.7,,True,False,False,1.96,19.75,3.95,1.06,False,True,3.0,L1:+92% | L2:+19% | L3:+31%,True,True,0.52,0.52x,False,False,True,354.0,5.0
ONELIFECAP,Onelife Capital Advisors Limited,NSE,26.59,2025-10-17,No VCP,forming / still basing,3.0,C1:-5.7%/2b | C2:-12.9%/3b | C3:-9.7%/3b,5.7,12.9,9.7,False,True,True,0.2,29.04,-8.44,0.03,False,False,11.0,L1:+55% | L2:+45% | L3:+8%,False,False,0.2,0.20x,False,True,False,353.0,5.0
WHEELS,Wheels India Limited,NSE,1487.7,2026-01-27,No VCP,forming / still basing,3.0,C1:-6.8%/3b | C2:-15.1%/5b | C3:-6.6%/2b,6.8,15.1,6.6,False,True,True,0.44,1744.0,-14.7,0.75,False,False,6.0,L1:+27% | L2:+10% | L3:+4%,False,False,0.17,0.17x,False,True,False,354.0,5.0
SASKEN,Sasken Technologies Limited,NSE,2181.2,2026-03-16,Moderate VCP,forming / still basing,3.0,C1:-4.1%/2b | C2:-10.0%/5b | C3:-13.7%/3b,4.1,10.0,13.7,False,True,True,0.38,2358.7,-7.53,0.18,False,True,5.0,L1:+20% | L2:+16% | L3:+13%,False,False,0.79,0.79x,False,False,False,353.0,5.0
PARKHOSPS,Park Medi World Limited,NSE,281.75,2026-01-12,No VCP,AT PIVOT (actionable),3.0,C1:-4.5%/3b | C2:-10.6%/5b | C3:-7.0%/1b,4.5,10.6,7.0,False,True,True,0.59,293.8,-4.1,0.64,False,True,10.0,L1:+14% | L2:+36% | L3:+14%,False,False,1.31,~1.272x,False,False,False,116.0,5.0
THANGAMAYL,Thangamayil Jewellery Limited,NSE,5351.9,2025-10-23,No VCP,extended past pivot,3.0,C1:-13.0%/5b | C2:-19.3%/6b | C3:-2.6%/3b,13.0,19.3,2.6,False,True,False,2.84,3889.4,37.6,2.65,True,True,12.0,L1:+75% | L2:+13% | L3:+5%,False,False,0.11,0.11x,False,True,False,354.0,5.0
KERNEX,Kernex Microsystems (India) Limited,NSE,1836.1,2026-03-30,No VCP,extended past pivot,3.0,C1:-23.8%/17b | C2:-3.7%/3b | C3:-16.7%/2b,23.8,3.7,16.7,False,False,False,2.39,1626.0,12.92,0.65,False,True,3.0,L1:+39% | L2:+43% | L3:+42%,True,True,1.68,~1.618x,False,False,True,354.0,5.0
BIRLACABLE,Birla Cable Limited,NSE,223.9,2026-03-30,No VCP,extended past pivot,3.0,C1:-24.0%/7b | C2:-7.1%/2b | C3:-21.2%/7b,24.0,7.1,21.2,False,False,False,1.87,190.43,17.58,2.18,True,True,3.0,L1:+60% | L2:+26% | L3:+61%,True,False,1.45,1.45x,False,True,False,353.0,5.0
AVALON,Avalon Technologies Limited,NSE,1607.9,2026-01-28,Moderate VCP,BROKEN OUT (fresh),3.0,C1:-13.5%/4b | C2:-15.0%/1b | C3:-5.7%/1b,13.5,15.0,5.7,False,True,True,0.74,1528.4,5.2,0.77,False,True,9.0,L1:+37% | L2:+8% | L3:+9%,False,False,0.27,0.27x,False,True,False,354.0,5.0
BBOX,Black Box Limited,NSE,1072.9,2026-03-30,Strong VCP,extended past pivot,3.0,C1:-11.8%/7b | C2:-7.3%/1b | C3:-4.5%/1b,11.8,7.3,4.5,True,True,True,0.66,655.85,63.59,0.52,False,True,2.0,L1:+23% | L2:+111%,False,False,,n/a,False,False,False,354.0,5.0
SALSTEEL,S.A.L. Steel Limited,NSE,60.77,2025-10-14,Moderate VCP,AT PIVOT (actionable),3.0,C1:-7.9%/2b | C2:-5.1%/1b | C3:-14.9%/5b,7.9,5.1,14.9,False,True,True,0.66,63.0,-3.54,0.38,False,True,12.0,L1:+60% | L2:+13% | L3:+29%,False,False,0.6,0.60x,False,False,False,352.0,5.0
ANTELOPUS,Antelopus Selan Energy Limited,NSE,899.35,2026-01-12,Moderate VCP,extended past pivot,3.0,C1:-16.4%/5b | C2:-11.9%/4b | C3:-13.0%/4b,16.4,11.9,13.0,False,True,True,0.68,788.9,14.0,0.96,False,True,8.0,L1:+45% | L2:+50% | L3:+23%,False,False,0.75,0.75x,False,False,False,354.0,5.0
ATLANTAELE,Atlanta Electricals Limited,NSE,2044.0,2026-01-27,No VCP,BROKEN OUT (fresh),3.0,C1:-10.3%/2b | C2:-17.8%/4b | C3:-17.4%/3b,10.3,17.8,17.4,False,False,True,0.42,1901.8,7.48,0.27,False,True,6.0,L1:+30% | L2:+9% | L3:+24%,False,True,1.01,1.01x,False,False,False,169.0,5.0
MAYURUNIQ,Mayur Uniquoters Ltd,NSE,733.65,2026-01-09,No VCP,forming / still basing,3.0,C1:-9.0%/2b | C2:-7.5%/7b | C3:-6.9%/2b,9.0,7.5,6.9,True,True,True,0.58,805.75,-8.95,0.33,False,False,7.0,L1:+27% | L2:+5% | L3:+6%,False,False,0.23,0.23x,False,False,False,352.0,5.0
ROSSTECH,Rossell Techsys Limited,NSE,1052.2,2026-01-09,Moderate VCP,AT PIVOT (actionable),3.0,C1:-23.6%/3b | C2:-10.6%/2b | C3:-9.1%/3b,23.6,10.6,9.1,True,True,False,0.89,1088.0,-3.29,0.41,False,True,9.0,L1:+39% | L2:+10% | L3:+7%,False,False,0.21,0.21x,False,True,False,353.0,5.0
ARVIND,Arvind Limited,NSE,493.7,2025-10-10,No VCP,AT PIVOT (actionable),3.0,C1:-3.6%/4b | C2:-6.0%/5b | C3:-7.0%/3b,3.6,6.0,7.0,False,True,False,1.25,500.95,-1.45,0.68,False,True,16.0,L1:+12% | L2:+8% | L3:+17%,False,True,1.66,~1.618x,False,False,False,354.0,5.0
NATIONALUM,National Aluminium Company Limited,NSE,395.7,2025-09-26,No VCP,forming / still basing,3.0,C1:-11.2%/2b | C2:-6.4%/4b | C3:-7.0%/3b,11.2,6.4,7.0,False,True,False,0.92,420.7,-5.94,1.18,False,False,13.0,L1:+17% | L2:+8% | L3:+19%,False,True,1.31,~1.272x,False,True,False,354.0,5.0
MCLEODRUSS,Mcleod Russel India Limited,NSE,70.91,2026-03-30,No VCP,forming / still basing,3.0,C1:-9.8%/3b | C2:-8.5%/2b | C3:-10.1%/3b,9.8,8.5,10.1,False,True,True,0.54,78.41,-9.57,0.76,False,False,4.0,L1:+104% | L2:+10% | L3:+15%,False,False,0.27,0.27x,False,True,False,352.0,5.0
BAJAJCON,Bajaj Consumer Care Limited,NSE,552.05,2025-09-16,Moderate VCP,AT PIVOT (actionable),3.0,C1:-10.0%/5b | C2:-10.4%/2b | C3:-5.7%/5b,10.0,10.4,5.7,False,True,True,0.34,572.9,-3.64,0.32,False,True,14.0,L1:+23% | L2:+13% | L3:+7%,False,False,0.34,0.34x,False,True,False,354.0,5.0
SOTL,Savita Oil Technologies Limited,NSE,560.5,2026-03-30,No VCP,extended past pivot,3.0,C1:-5.1%/3b | C2:-12.9%/5b | C3:-4.8%/3b,5.1,12.9,4.8,False,True,False,7.62,436.45,28.42,3.75,True,True,4.0,L1:+32% | L2:+26% | L3:+11%,False,False,0.48,0.48x,False,False,False,354.0,5.0
IDEAFORGE,Ideaforge Technology Limited,NSE,945.0,2026-03-30,Moderate VCP,extended past pivot,3.0,C1:-13.5%/2b | C2:-14.3%/5b | C3:-6.2%/4b,13.5,14.3,6.2,False,True,True,0.19,855.4,10.47,0.13,False,True,4.0,L1:+127% | L2:+18% | L3:+18%,False,False,0.28,0.28x,True,False,False,354.0,5.0
BLISSGVS,Bliss GVS Pharma Limited,NSE,438.35,2025-11-07,No VCP,extended past pivot,3.0,C1:-12.2%/3b | C2:-4.4%/4b | C3:-4.9%/4b,12.2,4.4,4.9,False,True,False,0.91,293.0,49.61,0.45,False,True,12.0,L1:+37% | L2:+12% | L3:+14%,False,True,0.45,0.45x,False,True,False,354.0,5.0
HIRECT,Hind Rectifiers Limited,NSE,1128.4,2026-01-27,Moderate VCP,forming / still basing,3.0,C1:-9.9%/4b | C2:-6.6%/3b | C3:-9.9%/3b,9.9,6.6,9.9,False,True,True,0.58,1191.0,-5.26,0.53,False,True,9.0,L1:+28% | L2:+17% | L3:+19%,False,False,0.78,0.78x,False,False,False,354.0,5.0
SPARC,Sun Pharma Advanced Research Company Limited,NSE,212.82,2026-03-23,No VCP,forming / still basing,3.0,C1:-7.3%/3b | C2:-13.4%/6b | C3:-21.4%/4b,7.3,13.4,21.4,False,False,True,0.72,248.75,-14.44,0.52,False,False,5.0,L1:+45% | L2:+10% | L3:+31%,False,True,0.89,0.89x,False,True,False,354.0,5.0
PAISALO,Paisalo Digital Limited,NSE,57.87,2026-03-13,Moderate VCP,extended past pivot,3.0,C1:-10.1%/1b | C2:-6.0%/3b | C3:-5.0%/2b,10.1,6.0,5.0,True,True,False,1.39,51.3,12.81,1.37,False,True,4.0,L1:+17% | L2:+59% | L3:+16%,False,False,1.36,~1.272x,False,False,False,354.0,5.0
KIRLPNU,Kirloskar Pneumatic Company Limited,NSE,1570.8,2025-12-08,Moderate VCP,forming / still basing,3.0,C1:-3.4%/3b | C2:-9.6%/4b | C3:-9.0%/4b,3.4,9.6,9.0,False,True,True,0.42,1697.0,-7.44,0.37,False,True,11.0,L1:+7% | L2:+7% | L3:+11%,False,False,1.52,~1.618x,False,False,False,353.0,5.0
532380,Baba Arts Ltd,BSE,13.15,2025-12-08,No VCP,forming / still basing,3.0,C1:-10.2%/6b | C2:-17.5%/7b | C3:-9.0%/2b,10.2,17.5,9.0,False,True,False,1.13,14.02,-6.21,0.65,False,False,8.0,L1:+73% | L2:+25% | L3:+147%,True,True,2.24,2.24x,False,False,True,351.0,5.0
JAYBARMARU,Jay Bharat Maruti Limited,NSE,127.97,2026-03-30,No VCP,BROKEN OUT (fresh),3.0,C1:-10.9%/9b | C2:-12.6%/6b | C3:-10.3%/4b,10.9,12.6,10.3,False,True,False,1.59,124.1,3.12,0.83,False,True,4.0,L1:+36% | L2:+8% | L3:+46%,False,True,1.45,1.45x,False,True,False,353.0,5.0
UFBL,United Foodbrands Limited,NSE,506.0,2026-01-29,Moderate VCP,AT PIVOT (actionable),3.0,C1:-19.3%/5b | C2:-8.8%/5b | C3:-13.4%/2b,19.3,8.8,13.4,False,True,True,0.48,507.45,-0.29,1.01,False,True,5.0,L1:+53% | L2:+22% | L3:+68%,False,False,1.45,1.45x,False,True,False,352.0,5.0
524520,KMC Speciality Hospitals (India) Ltd,BSE,114.5,2025-09-15,No VCP,forming / still basing,3.0,C1:-7.2%/4b | C2:-5.9%/2b | C3:-6.6%/9b,7.2,5.9,6.6,False,True,False,3.56,123.0,-6.91,0.93,False,False,13.0,L1:+17% | L2:+11% | L3:+19%,False,True,1.22,~1.272x,False,True,False,351.0,5.0
GKSL,Gujarat Kidney And Super Speciality Limited,NSE,131.05,2026-01-23,No VCP,forming / still basing,3.0,C1:-3.9%/1b | C2:-7.1%/4b | C3:-5.1%/2b,3.9,7.1,5.1,False,True,True,0.33,146.49,-10.54,0.15,False,False,6.0,L1:+17% | L2:+6% | L3:+10%,False,False,0.56,0.56x,False,False,False,108.0,4.0
WSTCSTPAPR,West Coast Paper Mills Limited,NSE,513.25,2026-03-09,No VCP,AT PIVOT (actionable),3.0,C1:-7.8%/4b | C2:-15.8%/8b | C3:-6.8%/2b,7.8,15.8,6.8,False,True,False,1.29,529.4,-3.05,0.77,False,False,6.0,L1:+18% | L2:+26% | L3:+11%,False,True,0.72,0.72x,False,False,False,353.0,4.0
GRAPHITE,Graphite India Limited,NSE,705.35,2025-12-08,No VCP,forming / still basing,3.0,C1:-6.7%/4b | C2:-6.9%/2b | C3:-9.3%/3b,6.7,6.9,9.3,False,True,True,0.47,766.9,-8.03,0.34,False,False,14.0,L1:+6% | L2:+31% | L3:+11%,False,False,2.01,2.01x,False,False,False,354.0,4.0
TCIFINANCE,TCI Finance Limited,NSE,14.53,2025-11-27,No VCP,AT PIVOT (actionable),3.0,C1:-13.1%/3b | C2:-10.9%/4b | C3:-13.4%/14b,13.1,10.9,13.4,False,True,False,2.35,14.85,-2.15,10.25,True,False,11.0,L1:+6% | L2:+266% | L3:+10%,False,False,2.16,2.16x,False,False,False,352.0,4.0
RISHABH,Rishabh Instruments Limited,NSE,512.45,2026-01-27,No VCP,forming / still basing,3.0,C1:-8.9%/6b | C2:-16.6%/6b | C3:-13.1%/3b,8.9,16.6,13.1,False,True,True,0.84,560.0,-8.49,0.35,False,False,8.0,L1:+46% | L2:+14% | L3:+13%,False,False,0.32,0.32x,False,False,False,352.0,4.0
MCL,Madhav Copper Limited,NSE,59.6,2025-11-24,No VCP,forming / still basing,3.0,C1:-2.3%/3b | C2:-8.4%/6b | C3:-7.4%/2b,2.3,8.4,7.4,False,True,False,1.25,64.42,-7.48,1.06,False,False,10.0,L1:+14% | L2:+26% | L3:+71%,False,True,5.78,5.78x,False,False,False,353.0,4.0
QUADFUTURE,Quadrant Future Tek Limited,NSE,337.45,2025-12-18,No VCP,BROKEN OUT (fresh),3.0,C1:-6.7%/5b | C2:-17.7%/10b | C3:-11.9%/3b,6.7,17.7,11.9,False,True,False,5.0,326.95,3.21,2.21,True,False,11.0,L1:+41% | L2:+16% | L3:+10%,False,False,0.29,0.29x,False,False,False,346.0,4.0
AEROFLEX,Aeroflex Industries Limited,NSE,419.75,2026-01-23,No VCP,BROKEN OUT (fresh),3.0,C1:-5.4%/3b | C2:-23.9%/4b | C3:-8.3%/5b,5.4,23.9,8.3,False,True,False,0.85,417.45,0.55,0.5,False,False,10.0,L1:+29% | L2:+26% | L3:+13%,False,False,0.58,0.58x,False,True,False,354.0,4.0
MODISONLTD,MODISON LIMITED,NSE,362.7,2026-03-23,No VCP,extended past pivot,3.0,C1:-4.1%/2b | C2:-6.1%/5b | C3:-10.3%/3b,4.1,6.1,10.3,False,True,False,0.99,174.0,108.45,1.07,False,True,4.0,L1:+30% | L2:+22% | L3:+7%,False,False,0.32,0.32x,True,False,False,353.0,4.0
OMAXAUTO,Omax Autos Limited,NSE,234.72,2025-11-28,No VCP,forming / still basing,3.0,C1:-11.6%/7b | C2:-6.5%/5b | C3:-16.9%/8b,11.6,6.5,16.9,False,False,True,0.36,258.24,-9.11,0.16,False,False,11.0,L1:+23% | L2:+8% | L3:+10%,False,True,0.54,0.54x,False,False,False,353.0,4.0
GROWW,Billionbrains Garage Ventures Limited,NSE,196.09,2025-11-12,No VCP,BROKEN OUT (fresh),3.0,C1:-4.2%/1b | C2:-19.5%/5b | C3:-4.0%/4b,4.2,19.5,4.0,False,True,True,0.72,191.95,2.16,1.36,False,False,12.0,L1:+73% | L2:+10% | L3:+21%,False,False,0.37,0.37x,False,False,False,141.0,4.0
VIDYAWIRES,Vidya Wires Limited,NSE,93.62,2026-01-21,No VCP,forming / still basing,3.0,C1:-8.2%/6b | C2:-10.4%/3b | C3:-15.0%/4b,8.2,10.4,15.0,False,True,True,0.75,114.08,-17.93,0.89,False,False,6.0,L1:+5% | L2:+18% | L3:+17%,False,False,3.3,3.30x,False,False,False,121.0,4.0
GVPIL,GE Power India Limited,NSE,884.1,2026-01-27,No VCP,extended past pivot,3.0,C1:-15.9%/7b | C2:-6.0%/3b | C3:-15.1%/3b,15.9,6.0,15.1,False,False,False,2.41,740.05,19.46,2.08,True,True,5.0,L1:+104% | L2:+9% | L3:+36%,False,False,0.49,0.49x,False,False,False,354.0,4.0
AEROENTER,Aeroflex Enterprises Limited,NSE,100.83,2026-03-30,No VCP,forming / still basing,3.0,C1:-8.1%/1b | C2:-3.2%/3b | C3:-18.6%/17b,8.1,3.2,18.6,False,False,False,0.91,114.8,-12.17,1.03,False,False,4.0,L1:+47% | L2:+8% | L3:+27%,True,True,0.82,0.82x,False,False,True,353.0,4.0
HFCL,HFCL Limited,NSE,187.23,2026-01-27,No VCP,extended past pivot,3.0,C1:-13.0%/9b | C2:-11.8%/3b | C3:-12.8%/4b,13.0,11.8,12.8,False,True,False,1.03,154.7,21.03,0.71,False,False,5.0,L1:+23% | L2:+8% | L3:+18%,False,True,0.84,0.84x,False,False,False,354.0,4.0
BHAGYANGR,Bhagyanagar India Limited,NSE,306.65,2025-09-24,No VCP,forming / still basing,3.0,C1:-18.8%/4b | C2:-11.3%/3b | C3:-21.5%/7b,18.8,11.3,21.5,False,False,True,0.58,336.6,-8.9,0.28,False,False,14.0,L1:+12% | L2:+53% | L3:+34%,False,False,3.88,3.88x,False,True,False,354.0,4.0
