symbol,name,exchange,CMP,move_start_date,vcp_quality,vcp_status,num_contractions,contractions,C1_pct,C2_pct,C3_pct,depths_decreasing,final_contraction_tight,vdu_confirmed,vdu_ratio,pivot,pct_from_pivot,breakout_vol_ratio,breakout_vol_gt40pct,near_52w_high,num_legs,leg_gains_pct,leg3_highest_pivot,leg3_vol_expansion,fib_ratio_L3_L1,fib_extension,cleared_52w_high,time_contraction,third_leg_confirmed,bars_daily,vcp_leg_score_10
STEELCAS,Steelcast Limited,NSE,287.05,2026-01-21,No VCP,AT PIVOT (actionable),3.0,C1:-9.6%/2b | C2:-9.3%/3b | C3:-14.1%/7b,9.6,9.3,14.1,False,True,False,1.43,300.0,-4.32,0.58,False,False,10.0,L1:+45% | L2:+10% | L3:+8%,False,False,0.23,0.23x,False,False,False,353.0,3.0
GAUDIUMIVF,Gaudium IVF and Women Health Limited,NSE,105.8,2026-03-23,No VCP,forming / still basing,3.0,C1:-13.0%/2b | C2:-11.0%/5b | C3:-16.7%/8b,13.0,11.0,16.7,False,False,True,0.03,120.79,-12.41,0.01,False,False,4.0,L1:+54% | L2:+40% | L3:+7%,False,False,0.2,0.20x,False,False,False,66.0,3.0
544191,Purple Finance Ltd,BSE,65.36,2025-09-29,No VCP,forming / still basing,3.0,C1:-10.3%/7b | C2:-2.0%/1b | C3:-6.1%/3b,10.3,2.0,6.1,False,True,False,1.15,70.5,-7.29,1.33,False,False,12.0,L1:+39% | L2:+17% | L3:+28%,False,False,0.79,0.79x,False,False,False,351.0,3.0
WOCKPHARMA,Wockhardt Limited,NSE,1920.9,2026-03-23,No VCP,forming / still basing,3.0,C1:-5.0%/5b | C2:-15.1%/7b | C3:-3.9%/3b,5.0,15.1,3.9,False,True,False,2.57,2422.3,-20.7,1.33,False,False,4.0,L1:+34% | L2:+29% | L3:+8%,False,False,0.33,0.33x,False,False,False,354.0,3.0
NETWEB,Netweb Technologies India Limited,NSE,4666.0,2025-09-16,No VCP,BROKEN OUT (fresh),3.0,C1:-7.8%/4b | C2:-8.7%/2b | C3:-16.9%/7b,7.8,8.7,16.9,False,False,False,1.9,4492.0,3.87,1.14,False,True,17.0,L1:+58% | L2:+15% | L3:+11%,False,False,0.21,0.21x,False,True,False,354.0,3.0
FINCABLES,Finolex Cables Limited,NSE,1057.5,2026-01-29,No VCP,forming / still basing,3.0,C1:-3.0%/3b | C2:-14.7%/6b | C3:-16.9%/3b,3.0,14.7,16.9,False,False,False,1.44,1184.8,-10.74,1.15,False,False,7.0,L1:+17% | L2:+24% | L3:+7%,False,False,0.49,0.49x,False,True,False,354.0,3.0
RAMRAT,Ram Ratna Wires Limited,NSE,391.5,2026-01-20,No VCP,forming / still basing,3.0,C1:-6.4%/3b | C2:-8.6%/5b | C3:-7.2%/1b,6.4,8.6,7.2,False,True,False,1.01,477.5,-18.01,0.57,False,False,7.0,L1:+27% | L2:+5% | L3:+15%,False,False,0.65,0.65x,False,False,False,353.0,3.0
INDSWFTLAB,Ind-Swift Laboratories Limited,NSE,158.0,2025-12-31,No VCP,forming / still basing,3.0,C1:-3.7%/4b | C2:-11.7%/8b | C3:-5.9%/2b,3.7,11.7,5.9,False,True,False,1.61,173.25,-8.8,0.93,False,False,10.0,L1:+29% | L2:+42% | L3:+11%,False,False,0.58,0.58x,False,False,False,353.0,3.0
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,NSE,528.45,2025-09-30,No VCP,AT PIVOT (actionable),3.0,C1:-10.2%/3b | C2:-6.2%/2b | C3:-21.6%/4b,10.2,6.2,21.6,False,False,False,1.56,549.9,-3.9,2.01,True,False,14.0,L1:+34% | L2:+17% | L3:+7%,False,False,0.27,0.27x,False,False,False,354.0,3.0
SYRMA,Syrma SGS Technology Limited,NSE,1226.8,2026-01-21,No VCP,BROKEN OUT (fresh),3.0,C1:-9.0%/1b | C2:-4.8%/2b | C3:-15.9%/5b,9.0,4.8,15.9,False,False,False,0.98,1145.2,7.13,0.47,False,True,6.0,L1:+41% | L2:+13% | L3:+14%,False,False,0.41,0.41x,False,True,False,354.0,3.0
CALSOFT,California Software Company Limited,NSE,20.9,2026-04-06,No VCP,forming / still basing,3.0,C1:-23.2%/5b | C2:-12.1%/7b | C3:-28.3%/11b,23.2,12.1,28.3,False,False,False,0.86,26.51,-21.16,0.47,False,False,3.0,L1:+19% | L2:+133% | L3:+15%,False,False,1.38,~1.272x,False,False,False,353.0,3.0
CLEANMAX,Clean Max Enviro Energy Solutions Limited,NSE,1217.0,2026-03-30,No VCP,forming / still basing,2.0,C1:-20.5%/11b | C2:-22.0%/7b,20.5,22.0,,False,False,True,0.72,1398.6,-12.98,0.87,False,False,2.0,L1:+92% | L2:+14%,False,False,,n/a,False,False,False,64.0,2.0
DSSL,Dynacons Systems & Solutions Limited,NSE,1288.7,2026-03-30,No VCP,forming / still basing,3.0,C1:-4.9%/5b | C2:-14.5%/7b | C3:-6.1%/8b,4.9,14.5,6.1,False,True,False,1.29,1924.8,-33.05,1.18,False,False,2.0,L1:+38% | L2:+90%,False,False,,n/a,False,False,False,353.0,2.0
AMANTA,Amanta Healthcare Limited,NSE,133.49,2026-03-17,No VCP,AT PIVOT (actionable),3.0,C1:-7.0%/7b | C2:-12.9%/6b | C3:-15.1%/5b,7.0,12.9,15.1,False,False,False,1.57,134.41,-0.68,0.63,False,False,4.0,L1:+46% | L2:+10% | L3:+11%,False,False,0.3,0.30x,False,False,False,181.0,2.0
NELCAST,Nelcast Limited,NSE,140.74,2026-01-29,No VCP,AT PIVOT (actionable),3.0,C1:-5.5%/1b | C2:-10.8%/5b | C3:-23.3%/8b,5.5,10.8,23.3,False,False,False,0.94,147.79,-4.77,0.55,False,False,7.0,L1:+62% | L2:+8% | L3:+24%,False,False,0.45,0.45x,False,False,False,353.0,2.0
KOVAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVARTIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NITTAGELA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCKERILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEDEMAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELPROINTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMPDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECNGOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAIPARENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WELSPLSOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMWL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KISSHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
