symbol,name,exchange,price_180d_ago,past_date_used,price_today,return_pct,mktcap_cr,cap_bucket,sector,avg_daily_volume,avg_daily_value_rs,penny_flag,isin_norm,yahoo_ticker,robust_return_pct,robust_now,robust_past,live_today_2ndsrc,price_mismatch_pct,return_delta_raw_vs_robust,robust_below_25
PFOCUS,Prime Focus Limited,NSE,208.23,2026-01-20,289.47,39.01,,,,4031871.0,1001745323.0,False,INE367G01038,PFOCUS.NS,25.08,274.09,219.14,,,13.93,False
BFINVEST,BF Investment Limited,NSE,376.25,2026-01-20,473.7,25.9,,,,75263.0,36080885.0,False,INE878K01010,BFINVEST.NS,24.75,476.5,381.95,,,1.15,True
KAJARIACER,Kajaria Ceramics Limited,NSE,972.0,2026-01-20,1239.5,27.52,,,,308569.0,328478674.0,False,INE217B01036,KAJARIACER.NS,24.6,1237.0,992.8,,,2.92,True
MINDACORP,Minda Corporation Limited,NSE,536.15,2026-01-20,678.3,26.51,,,,394619.0,232551410.0,False,INE842C01021,MINDACORP.NS,24.5,678.3,544.8,,,2.01,True
PICCADIL,Piccadily Agro Industries Limited,NSE,554.25,2026-01-20,729.55,31.63,,,,241946.0,145799730.0,False,INE546C01010,PICCADIL.NS,24.49,727.65,584.5,,,7.14,True
MONARCH,Monarch Networth Capital Limited,NSE,279.85,2026-01-20,360.55,28.84,,,,123679.0,37279704.0,False,INE903D01011,MONARCH.NS,24.46,360.55,289.7,,,4.38,True
IGARASHI,Igarashi Motors India Limited,NSE,361.45,2026-01-20,457.3,26.52,,,,249319.0,106056941.0,False,INE188B01013,IGARASHI.NS,24.44,465.9,374.4,,,2.08,True
STAR,Strides Pharma Science Limited,NSE,859.65,2026-01-20,1074.9,25.04,,,,311613.0,302492936.0,False,INE939A01011,STAR.NS,23.88,1071.1,864.6,,,1.16,True
ANTHEM,Anthem Biosciences Limited,NSE,599.95,2026-01-20,777.0,29.51,,,,394303.0,284678100.0,False,INE0CZ201020,ANTHEM.NS,23.81,750.8,606.4,,,5.7,True
NITCO,Nitco Limited,NSE,82.15,2026-01-20,110.86,34.95,,,,955407.0,92209510.0,False,INE858F01012,NITCO.NS,23.75,107.06,86.51,,,11.2,True
539337,Waaree Technologies Ltd,BSE,174.45,2026-01-20,234.0,34.14,,,,24841.0,6089984.0,False,INE725P01012,539337.BO,23.59,234.75,189.95,234.0,0.0,10.55,True
SPECIALITY,Speciality Restaurants Limited,NSE,102.99,2026-01-20,129.06,25.31,,,,58962.0,6634820.0,False,INE247M01014,SPECIALITY.NS,23.55,130.18,105.37,,,1.76,True
PONNIERODE,Ponni Sugars (Erode) Limited,NSE,256.75,2026-01-20,325.45,26.76,,,,19056.0,5610735.0,False,INE838E01017,PONNIERODE.NS,23.37,325.45,263.8,,,3.39,True
500449,Hindustan Organic Chemicals Ltd,BSE,29.55,2026-01-20,37.22,25.96,,,,66675.0,2264397.0,False,INE048A01011,500449.BO,23.29,37.22,30.19,37.22,0.0,2.67,True
RATNAVEER,Ratnaveer Precision Engineering Limited,NSE,143.05,2026-01-20,180.66,26.29,,,,1771540.0,291115582.0,False,INE05CZ01011,RATNAVEER.NS,23.03,175.99,143.05,,,3.26,True
INDORAMA,Indo Rama Synthetics (India) Limited,NSE,38.8,2026-01-20,50.07,29.05,,,,201132.0,8514940.0,False,INE156A01020,INDORAMA.NS,22.48,50.07,40.88,,,6.57,True
ESAFSFB,ESAF Small Finance Bank Limited,NSE,27.85,2026-01-20,35.2,26.39,,,,1012113.0,30397960.0,False,INE818W01011,ESAFSFB.NS,22.38,35.43,28.95,,,4.01,True
SIEMENS,Siemens Limited,NSE,2848.6,2026-01-20,3658.8,28.44,,,,429973.0,1470319225.0,False,INE003A01024,SIEMENS.NS,22.36,3571.8,2919.2,,,6.08,True
LENSKART,Lenskart Solutions Limited,NSE,429.75,2026-01-20,537.2,25.0,,,,4685761.0,2318882936.0,False,INE956O01016,LENSKART.NS,22.07,537.9,440.65,,,2.93,True
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,NSE,316.35,2026-01-20,407.9,28.94,,,,133342.0,49910062.0,False,INE712K01011,SHREEPUSHK.NS,21.94,405.4,332.45,,,7.0,True
506597,Amal Ltd,BSE,492.4,2026-01-20,752.15,52.75,,,,9959.0,5994465.0,False,INE841D01013,506597.BO,21.74,626.8,514.85,752.15,0.0,31.01,True
MAHABANK,Bank of Maharashtra,NSE,63.92,2026-01-20,79.9,25.0,,,,21829321.0,1564977073.0,False,INE457A01014,MAHABANK.NS,21.45,79.9,65.79,,,3.55,True
ZEEL,Zee Entertainment Enterprises Limited,NSE,83.84,2026-01-20,107.4,28.1,,,,20384038.0,1993600702.0,False,INE256A01028,ZEEL.NS,21.22,103.12,85.07,,,6.88,True
KALYANKJIL,Kalyan Jewellers India Limited,NSE,451.45,2026-01-20,574.4,27.23,,,,10673230.0,4688026299.0,False,INE303R01014,KALYANKJIL.NS,21.08,546.6,451.45,,,6.15,True
RELTD,Ravindra Energy Limited,NSE,140.36,2026-01-20,177.56,26.5,,,,531890.0,79562179.0,False,INE206N01018,RELTD.NS,20.75,174.94,144.88,,,5.75,True
KSR,KSR Footwear Limited,NSE,24.08,2026-01-20,31.24,29.73,,,,86460.0,2191594.0,False,INE1SPP01016,KSR.NS,20.72,29.07,24.08,,,9.01,True
JINDWORLD,Jindal Worldwide Limited,NSE,24.95,2026-01-20,32.2,29.06,,,,2411929.0,71413719.0,False,INE247D01039,JINDWORLD.NS,20.64,30.1,24.95,,,8.42,True
543928,Cosmic CRF Ltd,BSE,1075.4,2026-01-20,1382.4,28.55,,,,16817.0,15105836.0,False,INE0ORA01015,543928.BO,20.53,1401.25,1162.6,1382.4,0.0,8.02,True
514330,One Global Service Provider Ltd,BSE,477.1,2026-01-20,602.9,26.37,,,,40845.0,22699527.0,False,INE670O01013,514330.BO,20.05,602.9,502.2,602.9,0.0,6.32,True
HUHTAMAKI,Huhtamaki India Limited,NSE,181.65,2026-01-20,237.44,30.71,,,,164756.0,30812816.0,False,INE275B01026,HUHTAMAKI.NS,19.88,222.29,185.43,,,10.83,True
506854,TANFAC Industries Ltd-$,BSE,2060.1,2026-01-20,2684.25,30.3,,,,16259.0,36124405.0,False,INE639B01023,506854.BO,19.8,2468.05,2060.1,2684.25,0.0,10.5,True
VAIBHAVGBL,Vaibhav Global Limited,NSE,207.64,2026-01-20,262.07,26.21,,,,473171.0,110186230.0,False,INE884A01027,VAIBHAVGBL.NS,19.02,253.13,212.67,,,7.19,True
FEDERALBNK,The Federal Bank  Limited,NSE,273.25,2026-01-20,349.0,27.72,,,,10230188.0,2935320192.0,False,INE171A01029,FEDERALBNK.NS,18.63,327.55,276.1,,,9.09,True
524634,Alufluoride Ltd,BSE,391.45,2026-01-20,490.9,25.41,,,,12698.0,6257721.0,False,INE058F01019,524634.BO,9.94,446.65,406.25,490.9,0.0,15.47,True
MRPL,Mangalore Refinery and Petrochemicals Limited,NSE,139.41,2026-01-20,174.49,25.16,,,,12750142.0,2231990894.0,False,INE103A01014,MRPL.NS,8.91,164.74,151.26,,,16.25,True
