symbol,name,exchange,price_180d_ago,past_date_used,price_today,return_pct,mktcap_cr,cap_bucket,sector,avg_daily_volume,avg_daily_value_rs,penny_flag,isin_norm,yahoo_ticker
ARIHANT,Arihant Foundations & Housing Limited,NSE,39.65,2026-04-13,791.3,1895.71,795.9,Small,,7007.0,5835540.0,False,INE413D01011,ARIHANT.NS
STLTECH,Sterlite Technologies Limited,NSE,102.08,2026-01-05,576.8,465.05,29610.7,Large,,5330530.0,1240805149.0,False,INE089C01029,STLTECH.NS
SANGINITA,Sanginita Chemicals Limited,NSE,10.18,2026-01-05,45.85,350.39,,n/a,,170497.0,3366266.0,False,INE753W01010,SANGINITA.NS
DEEDEV,DEE Development Engineers Limited,NSE,211.27,2026-01-05,704.35,233.39,4908.0,Small,,2178004.0,645872451.0,False,INE841L01016,DEEDEV.NS
HFCL,HFCL Limited,NSE,67.2,2026-01-05,214.48,219.17,32892.65,Large,,35130827.0,4086219124.0,False,INE548A01028,HFCL.NS
UFBL,United Foodbrands Limited,NSE,222.02,2026-01-05,706.45,218.19,2760.67,Small,,255791.0,98276411.0,False,INE382M01027,UFBL.NS
BLISSGVS,Bliss GVS Pharma Limited,NSE,160.42,2026-01-05,505.95,215.39,5354.51,Mid,,3324154.0,762782905.0,False,INE416D01022,BLISSGVS.NS
540492,Starlineps Enterprises Ltd,BSE,3.86,2026-01-05,11.12,188.08,479.23,Micro,,1158921.0,9202813.0,False,INE594W01042,540492.BO
MTARTECH,Mtar Technologies Limited,NSE,2473.9,2026-01-05,7033.5,184.31,21664.29,Large,,887866.0,5162503430.0,False,INE864I01014,MTARTECH.NS
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,NSE,204.16,2026-01-05,548.4,168.61,9697.59,Mid,,246768.0,78116714.0,False,INE933B01012,SIGMAADV.NS
GVPIL,GE Power India Limited,NSE,341.1,2026-01-05,873.75,156.16,5890.47,Mid,,646801.0,349361668.0,False,INE878A01011,GVPIL.NS
CUPID,Cupid Limited,NSE,78.01,2026-01-05,198.84,154.89,26745.3,Large,,30396404.0,2939456642.0,False,INE509F01029,CUPID.NS
OMNI,Omnitech Engineering Limited,NSE,204.93,2026-03-05,508.65,148.21,6300.17,Mid,,985469.0,340038648.0,False,INE0UH301010,OMNI.NS
CPPLUS,Aditya Infotech Limited,NSE,1465.0,2026-01-05,3588.4,144.94,42328.36,Large,,277062.0,624917268.0,False,INE819V01029,CPPLUS.NS
ONELIFECAP,Onelife Capital Advisors Limited,NSE,16.01,2026-01-05,38.6,141.1,144.62,Micro,,142989.0,2448909.0,False,INE912L01015,ONELIFECAP.NS
INDSWFTLAB,Ind-Swift Laboratories Limited,NSE,90.34,2026-01-05,214.16,137.06,1861.41,Small,,875720.0,128904895.0,False,INE915B01019,INDSWFTLAB.NS
KOVAI,Kovai Medical Center & Hospital Limited,NSE,2576.65,2026-04-13,6042.5,134.51,6610.77,Mid,,5399.0,31179381.0,False,INE177F01017,KOVAI.NS
KSHINTL,KSH International Limited,NSE,365.35,2026-01-05,847.55,131.98,5747.04,Mid,,456706.0,255115854.0,False,INE987S01020,KSHINTL.NS
AEROFLEX,Aeroflex Industries Limited,NSE,200.22,2026-01-05,456.25,127.87,6035.61,Mid,,2519036.0,743138662.0,False,INE024001021,AEROFLEX.NS
VENUSREM,Venus Remedies Limited,NSE,763.0,2026-01-05,1720.9,125.54,2289.5,Small,,75111.0,79651518.0,False,INE411B01019,VENUSREM.NS
NGLFINE,NGL Fine-Chem Limited,NSE,1424.7,2026-01-05,3206.0,125.03,1964.98,Small,,10626.0,26772137.0,False,INE887E01022,NGLFINE.NS
NINSYS,NINtec Systems Limited,NSE,390.35,2026-01-05,876.6,124.57,1636.36,Small,,13770.0,5847839.0,False,INE395U01014,NINSYS.NS
OMAXAUTO,Omax Autos Limited,NSE,103.02,2026-01-05,231.05,124.28,493.11,Micro,,131825.0,21303745.0,False,INE090B01011,OMAXAUTO.NS
BAJAJCON,Bajaj Consumer Care Limited,NSE,280.1,2026-01-05,616.2,119.99,8072.99,Mid,,1287979.0,509595372.0,False,INE933K01021,BAJAJCON.NS
GRWRHITECH,Garware Hi-Tech Films Limited,NSE,3131.0,2026-01-05,6875.0,119.58,15951.71,Mid,,86955.0,395684140.0,False,INE291A01017,GRWRHITECH.NS
BHAGYANGR,Bhagyanagar India Limited,NSE,169.3,2026-01-05,371.5,119.43,1186.37,Small,,230556.0,49436811.0,False,INE458B01036,BHAGYANGR.NS
NOVARTIND,Novartis India Limited,NSE,672.25,2026-04-15,1469.4,118.58,3627.45,Small,,28697.0,37521043.0,False,INE234A01025,NOVARTIND.NS
YASHO,Yasho Industries Limited,NSE,1387.0,2026-01-05,2972.9,114.34,3577.88,Small,,29773.0,54266770.0,False,INE616Z01012,YASHO.NS
SCHNEIDER,Schneider Electric Infrastructure Limited,NSE,702.45,2026-01-05,1481.6,110.92,35426.85,Large,,395591.0,381558886.0,False,INE839M01018,SCHNEIDER.NS
ACUTAAS,Acutaas Chemicals Limited,NSE,1769.6,2026-01-05,3694.8,108.79,30215.36,Large,,429556.0,1026429769.0,False,INE00FF01025,ACUTAAS.NS
EBGNG,GNG Electronics Limited,NSE,309.25,2026-01-05,641.15,107.32,7312.13,Mid,,405885.0,176336299.0,False,INE18JU01028,EBGNG.NS
SPORTKING,Sportking India Limited,NSE,86.65,2026-01-05,179.34,106.97,2281.58,Small,,309414.0,45228651.0,False,INE885H01029,SPORTKING.NS
SAKAR,Sakar Healthcare Limited,NSE,410.75,2026-01-05,848.8,106.65,,n/a,,119489.0,75196776.0,False,INE732S01012,SAKAR.NS
JNKINDIA,JNK India Limited,NSE,234.95,2026-01-05,483.75,105.89,2712.09,Small,,705361.0,270860056.0,False,INE0OAF01028,JNKINDIA.NS
SHADOWFAX,Shadowfax Technologies Limited,NSE,109.98,2026-01-28,225.45,104.99,13184.88,Mid,,2825779.0,438080064.0,False,INE12UN01015,SHADOWFAX.NS
ANTELOPUS,Antelopus Selan Energy Limited,NSE,395.55,2026-01-05,802.35,102.84,2821.25,Small,,402382.0,226955817.0,False,INE818A01017,ANTELOPUS.NS
PAISALO,Paisalo Digital Limited,NSE,35.48,2026-01-05,71.87,102.56,6538.55,Mid,,8506584.0,406272342.0,False,INE420C01059,PAISALO.NS
SUVEN,Suven Life Sciences Limited,NSE,161.92,2026-01-05,327.6,102.32,8647.08,Mid,,926819.0,221534063.0,False,INE495B01038,SUVEN.NS
CONFIPET,Confidence Petroleum India Limited,NSE,36.76,2026-01-05,74.17,101.77,2459.25,Small,,2736305.0,150396396.0,False,INE552D01024,CONFIPET.NS
BALAMINES,Balaji Amines Limited,NSE,1089.7,2026-01-05,2194.2,101.36,7137.29,Mid,,393956.0,576916590.0,False,INE050E01027,BALAMINES.NS
RPTECH,Rashi Peripherals Limited,NSE,379.95,2026-01-05,757.95,99.49,4993.55,Small,,557383.0,351486357.0,False,INE0J1F01024,RPTECH.NS
VIDYAWIRES,Vidya Wires Limited,NSE,49.67,2026-01-05,99.02,99.36,2105.23,Small,,5575379.0,399077556.0,False,INE14UN01029,VIDYAWIRES.NS
SEDEMAC,SEDEMAC Mechatronics Limited,NSE,1451.1,2026-03-11,2865.2,97.45,12638.8,Mid,,250051.0,491643868.0,False,INE00XB01019,SEDEMAC.NS
INDOTECH,Indo Tech Transformers Limited,NSE,1592.6,2026-01-05,3136.7,96.95,3320.45,Small,,47457.0,98273471.0,False,INE332H01014,INDOTECH.NS
AVALON,Avalon Technologies Limited,NSE,908.7,2026-01-05,1788.3,96.8,11931.29,Mid,,327396.0,406126856.0,False,INE0LCL01028,AVALON.NS
PARKHOSPS,Park Medi World Limited,NSE,150.0,2026-01-05,294.8,96.53,12711.73,Mid,,1445413.0,274468137.0,False,INE119201023,PARKHOSPS.NS
RUBICON,Rubicon Research Limited,NSE,665.85,2026-01-05,1307.0,96.29,21545.24,Large,,350284.0,352636374.0,False,INE506V01022,RUBICON.NS
SETL,Standard Engineering Technology Limited,NSE,144.67,2026-01-05,281.75,94.75,5616.69,Mid,,495257.0,89537047.0,False,INE0M4D01010,SETL.NS
EMMVEE,Emmvee Photovoltaic Power Limited,NSE,184.91,2026-01-05,358.95,94.12,24834.42,Large,,4202762.0,1048055062.0,False,INE1C6T01020,EMMVEE.NS
VISL,Vedanta Iron and Steel Limited,NSE,21.06,2026-06-15,40.52,92.4,15840.98,Mid,,96933702.0,3016038126.0,False,INE1CLE01013,VISL.NS
SHILPAMED,Shilpa Medicare Limited,NSE,317.0,2026-01-05,608.95,92.1,11902.13,Mid,,720880.0,318162715.0,False,INE790G01031,SHILPAMED.NS
CEMPRO,Cemindia Projects Limited,NSE,756.45,2026-01-05,1449.0,91.55,24887.73,Large,,767201.0,678166282.0,False,INE686A01026,CEMPRO.NS
ATLANTAELE,Atlanta Electricals Limited,NSE,886.8,2026-01-05,1688.4,90.39,12999.37,Mid,,158857.0,200761203.0,False,INE0Z4F01028,ATLANTAELE.NS
MODISONLTD,MODISON LIMITED,NSE,159.08,2026-01-05,299.85,88.49,973.99,Small,,122024.0,27453557.0,False,INE737D01021,MODISONLTD.NS
SBCL,Shivalik Bimetal Controls Limited,NSE,422.25,2026-01-05,794.05,88.05,4567.15,Small,,303647.0,185869812.0,False,INE386D01027,SBCL.NS
NITTAGELA,Nitta Gelatin India Limited,NSE,922.65,2026-04-23,1727.4,87.22,1567.74,Small,,18404.0,27061765.0,False,INE265B01019,NITTAGELA.NS
IBULLSLTD,Indiabulls Limited,NSE,15.65,2026-01-05,29.3,87.22,6825.56,Mid,,7485733.0,123010046.0,False,INE126M01010,IBULLSLTD.NS
PARACABLES,Paramount Communications Limited,NSE,38.32,2026-01-05,71.12,85.59,2163.02,Small,,2095297.0,113549775.0,False,INE074B01023,PARACABLES.NS
ASTRAMICRO,Astra Microwave Products Limited,NSE,1000.0,2026-01-05,1848.5,84.85,17567.2,Mid,,580788.0,729511555.0,False,INE386C01029,ASTRAMICRO.NS
THANGAMAYL,Thangamayil Jewellery Limited,NSE,3337.0,2026-01-05,6159.5,84.58,19132.85,Mid,,163080.0,682416287.0,False,INE085J01014,THANGAMAYL.NS
PARAS,Paras Defence and Space Technologies Limited,NSE,702.7,2026-01-05,1294.0,84.15,10432.43,Mid,,2108331.0,1966994494.0,False,INE045601023,PARAS.NS
BLUSPRING,Bluspring Enterprises Limited,NSE,67.39,2026-01-05,123.61,83.42,1848.58,Small,,539182.0,45309754.0,False,INE0U4101014,BLUSPRING.NS
SYRMA,Syrma SGS Technology Limited,NSE,750.25,2026-01-05,1376.0,83.41,26550.83,Large,,1357281.0,1267715433.0,False,INE0DYJ01015,SYRMA.NS
E2E,E2E Networks Limited,NSE,208.85,2026-01-05,382.0,82.91,7850.52,Mid,,1475943.0,440650964.0,False,INE255Z01027,E2E.NS
KOTYARK,Kotyark Industries Limited,NSE,21.34,2026-01-05,38.88,82.22,434.42,Micro,,354322.0,12297875.0,False,INE0J0B01017,KOTYARK.NS
AEGISLOG,Aegis Logistics Limited,NSE,732.05,2026-01-05,1325.4,81.05,46530.32,Large,,1422339.0,1231542625.0,False,INE208C01025,AEGISLOG.NS
GAYAPROJ,Gayatri Projects Limited,NSE,12.1,2026-01-05,21.89,80.91,413.9,Micro,,271090.0,5301031.0,False,INE336H01023,GAYAPROJ.NS
CMPDI,Central Mine Planning & Design Institute Limited,NSE,154.06,2026-03-30,277.5,80.12,19809.93,Mid,,5646107.0,1263654298.0,False,INE05HV01027,CMPDI.NS
BBOX,Black Box Limited,NSE,553.5,2026-01-05,994.95,79.76,17651.58,Mid,,659037.0,479938471.0,False,INE676A01027,BBOX.NS
MAYURUNIQ,Mayur Uniquoters Ltd,NSE,491.6,2026-01-05,882.15,79.44,3846.64,Small,,153721.0,102782941.0,False,INE040D01038,MAYURUNIQ.NS
WELCORP,Welspun Corp Limited,NSE,802.7,2026-01-05,1439.3,79.31,37964.75,Large,,682959.0,723788134.0,False,INE191B01025,WELCORP.NS
ARVIND,Arvind Limited,NSE,317.75,2026-01-05,569.05,79.09,14935.41,Mid,,720226.0,304738015.0,False,INE034A01011,ARVIND.NS
KERNEX,Kernex Microsystems (India) Limited,NSE,1331.8,2026-01-05,2378.8,78.62,3998.3,Small,,263333.0,372394581.0,False,INE202H01019,KERNEX.NS
KIRLOSENG,Kirloskar Oil Engines Limited,NSE,1254.3,2026-01-05,2230.8,77.85,32447.35,Large,,629848.0,1051087384.0,False,INE146L01010,KIRLOSENG.NS
NITINSPIN,Nitin Spinners Limited,NSE,317.0,2026-01-05,563.55,77.78,3173.62,Small,,367269.0,147695611.0,False,INE229H01012,NITINSPIN.NS
SPARC,Sun Pharma Advanced Research Company Limited,NSE,135.34,2026-01-05,239.37,76.87,7760.93,Mid,,4503885.0,787180593.0,False,INE232I01014,SPARC.NS
SCPL,Sheetal Cool Products Limited,NSE,319.45,2026-01-05,561.35,75.72,590.21,Small,,27662.0,9887502.0,False,INE501Y01019,SCPL.NS
TIRUPATIFL,Tirupati Forge Limited,NSE,38.11,2026-01-05,66.82,75.33,,n/a,,574724.0,26403752.0,False,INE319Y01024,TIRUPATIFL.NS
SATIN,Satin Creditcare Network Limited,NSE,145.98,2026-01-05,254.8,74.54,2819.77,Small,,523504.0,109276141.0,False,INE836B01017,SATIN.NS
KIRLPNU,Kirloskar Pneumatic Company Limited,NSE,1046.8,2026-01-05,1825.9,74.43,11859.36,Mid,,147032.0,217449546.0,False,INE811A01020,KIRLPNU.NS
ZIMLAB,Zim Laboratories Limited,NSE,70.33,2026-01-05,122.01,73.48,658.65,Small,,75809.0,6555474.0,False,INE518E01015,ZIMLAB.NS
APARINDS,Apar Industries Limited,NSE,8172.5,2026-01-05,14174.0,73.44,56943.36,Large,,115699.0,1332622049.0,False,INE372A01015,APARINDS.NS
IOLCP,IOL Chemicals and Pharmaceuticals Limited,NSE,83.0,2026-01-05,142.96,72.24,4198.91,Small,,2121385.0,231369251.0,False,INE485C01029,IOLCP.NS
NEOGEN,Neogen Chemicals Limited,NSE,1144.8,2026-01-05,1968.3,71.93,5385.43,Mid,,184098.0,243408631.0,False,INE136S01016,NEOGEN.NS
WHEELS,Wheels India Limited,NSE,869.25,2026-01-05,1491.6,71.6,3641.5,Small,,135013.0,177182242.0,False,INE715A01015,WHEELS.NS
511523,Veerhealth Care Ltd,BSE,19.0,2026-01-05,32.57,71.42,65.14,Micro,,99845.0,2243725.0,False,INE882C01035,511523.BO
SKMEGGPROD,SKM Egg Products Export (India) Limited,NSE,184.98,2026-01-05,314.6,70.08,1656.16,Small,,560228.0,120117017.0,False,INE411D01023,SKMEGGPROD.NS
COCKERILL,John Cockerill India Limited,NSE,5277.35,2026-04-22,8947.5,69.55,4417.84,Small,,24164.0,207421043.0,False,INE515A01019,COCKERILL.NS
IDEAFORGE,Ideaforge Technology Limited,NSE,485.0,2026-01-05,821.6,69.4,3568.26,Small,,1078812.0,632039975.0,False,INE349Y01013,IDEAFORGE.NS
APOLLOPIPE,Apollo Pipes Limited,NSE,283.1,2026-01-05,479.4,69.34,2105.72,Small,,925158.0,377880280.0,False,INE126J01016,APOLLOPIPE.NS
SANSERA,Sansera Engineering Limited,NSE,1933.0,2026-01-05,3251.5,68.21,20257.29,Large,,245443.0,580297794.0,False,INE953O01021,SANSERA.NS
APOLLO,Apollo Micro Systems Limited,NSE,267.75,2026-01-05,450.05,68.09,16075.17,Mid,,11183323.0,3789630050.0,False,INE713T01028,APOLLO.NS
AEQUS,Aequs Limited,NSE,141.0,2026-01-05,236.54,67.76,15898.13,Mid,,5618339.0,964644809.0,False,INE947N01017,AEQUS.NS
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,NSE,335.75,2026-01-05,560.0,66.79,8674.49,Mid,,1072536.0,452197488.0,False,INE01IU01018,SKYGOLD.NS
DJML,DJ Mediaprint & Logistics Limited,NSE,73.09,2026-01-05,121.87,66.74,420.44,Micro,,205443.0,18734066.0,False,INE0B1K01014,DJML.NS
INOXINDIA,INOX India Limited,NSE,1123.3,2026-01-05,1871.0,66.56,16989.11,Mid,,212259.0,330574593.0,False,INE616N01034,INOXINDIA.NS
GRANDOAK,Grand Oak Canyons Distillery Limited,NSE,28.9,2026-04-20,48.01,66.12,2486.49,Small,,59291.0,2206260.0,False,INE926B01016,GRANDOAK.NS
DIVGIITTS,Divgi Torqtransfer Systems Limited,NSE,617.7,2026-01-05,1021.5,65.37,3126.8,Small,,99265.0,89215635.0,False,INE753U01022,DIVGIITTS.NS
LOKESHMACH,Lokesh Machines Limited,NSE,190.52,2026-01-05,314.9,65.28,668.4,Small,,80551.0,16204217.0,False,INE397H01017,LOKESHMACH.NS
539730,Fredun Pharmaceuticals Ltd,BSE,1567.9,2026-01-05,2588.8,65.11,1416.77,Small,,12169.0,23960476.0,False,INE194R01017,539730.BO
DATAPATTNS,Data Patterns (India) Limited,NSE,2731.3,2026-01-05,4507.0,65.01,25241.77,Large,,954930.0,3413823164.0,False,INE0IX101010,DATAPATTNS.NS
ATHERENERG,Ather Energy Limited,NSE,684.9,2026-01-05,1130.0,64.99,43300.33,Large,,3307043.0,2812537746.0,False,INE0LEZ01016,ATHERENERG.NS
ELPROINTL,Elpro International Limited,NSE,105.35,2026-04-22,173.51,64.7,2940.46,Small,,172276.0,25776237.0,False,INE579B01039,ELPROINTL.NS
JAYBARMARU,Jay Bharat Maruti Limited,NSE,104.31,2026-01-05,171.55,64.46,1854.32,Small,,805069.0,97420876.0,False,INE571B01036,JAYBARMARU.NS
SGFIN,SG Finserve Limited,NSE,411.05,2026-01-05,673.8,63.92,3760.62,Small,,279416.0,139131408.0,False,INE618R01015,SGFIN.NS
POWERINDIA,Hitachi Energy India Limited,NSE,19004.0,2026-01-05,31040.0,63.33,138259.24,Large,,159726.0,4187724815.0,False,INE07Y701011,POWERINDIA.NS
544023,Kalyani Cast-Tech Ltd,BSE,464.65,2026-01-05,757.55,63.04,543.96,Small,,11183.0,6344528.0,False,INE0N6U01018,544023.BO
SENORES,Senores Pharmaceuticals Limited,NSE,847.8,2026-01-05,1381.9,63.0,6356.32,Mid,,322979.0,308629298.0,False,INE0RB801010,SENORES.NS
NRL,Nupur Recyclers Limited,NSE,56.82,2026-01-05,92.57,62.92,,n/a,,75533.0,4767568.0,False,INE0JM501013,NRL.NS
DECNGOLD,Deccan Gold Mines Limited,NSE,120.2,2026-04-20,195.46,62.61,3887.6,Small,,2643742.0,470386831.0,False,INE945F01025,DECNGOLD.NS
CENTUM,Centum Electronics Limited,NSE,2236.5,2026-01-05,3627.0,62.17,5360.84,Mid,,72554.0,203784689.0,False,INE320B01020,CENTUM.NS
WABAG,VA Tech Wabag Limited,NSE,1284.2,2026-01-05,2080.9,62.04,13000.35,Mid,,435272.0,655818832.0,False,INE956G01038,WABAG.NS
PREMIERPOL,Premier Polyfilm Limited,NSE,42.35,2026-01-05,68.3,61.28,718.43,Small,,208321.0,11155278.0,False,INE309M01020,PREMIERPOL.NS
KPL,Kwality Pharmaceuticals Limited,NSE,1662.6,2026-04-20,2678.7,61.12,2776.67,Small,,44267.0,97638664.0,False,INE552U01010,KPL.NS
ACMESOLAR,Acme Solar Holdings Limited,NSE,238.63,2026-01-05,383.25,60.6,27087.42,Large,,1634773.0,466804088.0,False,INE622W01025,ACMESOLAR.NS
FCL,Fineotex Chemical Limited,NSE,24.36,2026-01-05,39.12,60.59,4556.69,Small,,10000850.0,341616371.0,False,INE045J01034,FCL.NS
KRN,KRN Heat Exchanger and Refrigeration Limited,NSE,758.35,2026-01-05,1214.8,60.19,7936.51,Mid,,863758.0,843321738.0,False,INE0Q3J01015,KRN.NS
SPAL,S. P. Apparels Limited,NSE,700.45,2026-01-05,1118.6,59.7,2816.69,Small,,139293.0,124948353.0,False,INE212I01016,SPAL.NS
UNIVPHOTO,Universus Photo Imagings Limited,NSE,224.14,2026-01-05,357.95,59.7,399.5,Micro,,15567.0,6635147.0,False,INE03V001013,UNIVPHOTO.NS
J&KBANK,The Jammu & Kashmir Bank Limited,NSE,103.49,2026-01-05,165.2,59.63,18191.53,Mid,,4586454.0,567989381.0,False,INE168A01041,J&KBANK.NS
RISHABH,Rishabh Instruments Limited,NSE,407.0,2026-01-05,649.45,59.57,2513.74,Small,,136253.0,67713451.0,False,INE0N2P01017,RISHABH.NS
XPROINDIA,Xpro India Limited,NSE,938.3,2026-01-05,1495.0,59.33,3512.34,Small,,55910.0,62728423.0,False,INE445C01015,XPROINDIA.NS
SGMART,SG Mart Limited,NSE,378.0,2026-01-05,600.95,58.98,7589.21,Mid,,280863.0,132647018.0,False,INE385F01024,SGMART.NS
AFIL,Akme Fintrade (India) Limited,NSE,6.37,2026-01-05,10.07,58.08,431.44,Micro,,1637090.0,12854398.0,False,INE916Y01027,AFIL.NS
MEGASTAR,Megastar Foods Limited,NSE,232.02,2026-01-05,366.7,58.05,416.23,Micro,,26283.0,7936508.0,False,INE00EM01016,MEGASTAR.NS
532380,Baba Arts Ltd-$,BSE,9.55,2026-01-05,15.08,57.91,79.17,Micro,,71060.0,939365.0,False,INE893A01036,532380.BO
HONASA,Honasa Consumer Limited,NSE,292.5,2026-01-05,461.75,57.86,15044.39,Mid,,1789057.0,629542832.0,False,INE0J5401028,HONASA.NS
PRECWIRE,Precision Wires India Limited,NSE,253.92,2026-01-05,400.75,57.83,7303.18,Mid,,969975.0,304267276.0,False,INE372C01037,PRECWIRE.NS
NRBBEARING,NRB Bearing Limited,NSE,268.5,2026-01-05,423.15,57.6,4102.73,Small,,545015.0,196496005.0,False,INE349A01021,NRBBEARING.NS
AYMSYNTEX,AYM Syntex Limited,NSE,166.67,2026-01-05,262.64,57.58,1544.71,Small,,33169.0,6789330.0,False,INE193B01039,AYMSYNTEX.NS
TDPOWERSYS,TD Power Systems Limited,NSE,694.3,2026-01-05,1091.8,57.25,16992.97,Mid,,1123541.0,1109022985.0,False,INE419M01027,TDPOWERSYS.NS
ADVAIT,Advait Energy Transitions Limited,NSE,1391.8,2026-01-20,2188.2,57.22,2391.92,Small,,58651.0,113953999.0,False,INE0ALI01010,ADVAIT.NS
ADFFOODS,ADF Foods Limited,NSE,204.06,2026-01-05,320.4,57.01,3522.23,Small,,347558.0,91551799.0,False,INE982B01027,ADFFOODS.NS
543787,Macfos Ltd,BSE,718.86,2026-01-05,1128.55,56.99,1169.01,Small,,9223.0,8787153.0,False,INE0OLH01013,543787.BO
ROSSTECH,Rossell Techsys Limited,NSE,629.25,2026-01-05,981.1,55.92,3688.41,Small,,211973.0,172616247.0,False,INE0OJW01016,ROSSTECH.NS
SPECTRUM,Spectrum Electrical Industries Limited,NSE,1189.6,2026-01-05,1853.2,55.78,2930.16,Small,,12768.0,18916574.0,False,INE01EO01010,SPECTRUM.NS
RUBYMILLS,The Ruby Mills Limited,NSE,220.06,2026-01-05,339.65,54.34,1133.28,Small,,60804.0,15571399.0,False,INE301D01026,RUBYMILLS.NS
EXICOM,Exicom Tele-Systems Limited,NSE,115.41,2026-01-05,178.01,54.24,2481.18,Small,,2664345.0,394866722.0,False,INE777F01014,EXICOM.NS
GALAPREC,Gala Precision Engineering Limited,NSE,768.2,2026-01-05,1183.4,54.05,1517.89,Small,,40267.0,38203671.0,False,INE0RE001014,GALAPREC.NS
524520,KMC Speciality Hospitals (India) Ltd,BSE,86.76,2026-01-05,133.65,54.05,2179.63,Small,,133183.0,13509202.0,False,INE879K01018,524520.BO
NARMADA,Narmada Agrobase Limited,NSE,23.62,2026-01-05,36.34,53.85,137.52,Micro,,503476.0,18501504.0,False,INE117Z01011,NARMADA.NS
ICIL,Indo Count Industries Limited,NSE,278.35,2026-01-05,426.5,53.22,8496.53,Mid,,776117.0,254541654.0,False,INE483B01026,ICIL.NS
VTL,Vardhman Textiles Limited,NSE,435.15,2026-01-05,666.25,53.11,19315.27,Mid,,514902.0,275559853.0,False,INE825A01020,VTL.NS
AMAGI,Amagi Media Labs Limited,NSE,348.25,2026-01-21,532.6,52.94,11504.91,Mid,,753906.0,296814653.0,False,INE121R01077,AMAGI.NS
RRKABEL,R R Kabel Limited,NSE,1536.7,2026-01-05,2343.3,52.49,26479.7,Large,,409760.0,747599481.0,False,INE777K01022,RRKABEL.NS
SAIPARENT,Sai Parenterals Limited,NSE,405.7,2026-04-02,618.6,52.48,2738.45,Small,,347047.0,180392538.0,False,INE0H9F01037,SAIPARENT.NS
UTLSOLAR,Fujiyama Power Systems Limited,NSE,225.0,2026-01-05,342.75,52.33,10506.78,Mid,,683088.0,164291486.0,False,INE12UR01024,UTLSOLAR.NS
TIMEX,Timex Group India Limited,NSE,344.55,2026-04-23,524.45,52.21,5302.4,Mid,,583838.0,258338990.0,False,INE064A01026,TIMEX.NS
FAZE3Q,Faze Three Limited,NSE,403.65,2026-01-05,614.25,52.17,1493.55,Small,,73170.0,35344831.0,False,INE963C01033,FAZE3Q.NS
ADANIPOWER,Adani Power Limited,NSE,146.2,2026-01-05,221.79,51.7,427638.11,Large,,29701252.0,5594966322.0,False,INE814H01029,ADANIPOWER.NS
VENUSPIPES,Venus Pipes & Tubes Limited,NSE,1179.3,2026-01-05,1783.2,51.21,3697.31,Small,,78790.0,104144820.0,False,INE0JA001018,VENUSPIPES.NS
JINDALSAW,Jindal Saw Limited,NSE,172.69,2026-01-05,260.95,51.11,16678.37,Mid,,5244047.0,1038540128.0,False,INE324A01032,JINDALSAW.NS
ADANIGREEN,Adani Green Energy Limited,NSE,1030.5,2026-01-05,1556.2,51.01,256407.68,Large,,3427289.0,3817004797.0,False,INE364U01010,ADANIGREEN.NS
AEROENTER,Aeroflex Enterprises Limited,NSE,86.76,2026-01-05,130.65,50.59,1480.28,Small,,587468.0,63591589.0,False,INE065D01027,AEROENTER.NS
543828,Sudarshan Pharma Industries Ltd,BSE,26.24,2026-01-05,39.49,50.5,950.36,Small,,203380.0,5666725.0,False,INE00TV01023,543828.BO
TALBROAUTO,Talbros Automotive Components Limited,NSE,273.9,2026-01-05,412.1,50.46,2543.2,Small,,208455.0,68071088.0,False,INE187D01029,TALBROAUTO.NS
ADANIENSOL,Adani Energy Solutions Limited,NSE,1044.9,2026-01-05,1568.8,50.14,188511.28,Large,,2235359.0,2741040091.0,False,INE931S01010,ADANIENSOL.NS
THERMAX,Thermax Limited,NSE,3070.6,2026-01-05,4607.5,50.05,54962.03,Large,,208983.0,836190567.0,False,INE152A01029,THERMAX.NS
KISSHT,OnEMI Technology Solutions Limited,NSE,208.63,2026-05-08,311.6,49.36,5240.66,Mid,,5789091.0,1404315920.0,False,INE12F801023,KISSHT.NS
PANACEABIO,Panacea Biotec Limited,NSE,369.9,2026-01-05,551.2,49.01,3366.34,Small,,767074.0,350632777.0,False,INE922B01023,PANACEABIO.NS
MANCREDIT,Mangal Credit and Fincorp Limited,NSE,164.68,2026-01-05,245.33,48.97,517.93,Small,,113721.0,22972965.0,False,INE545L01039,MANCREDIT.NS
STEELCAS,Steelcast Limited,NSE,209.45,2026-01-05,310.55,48.27,3139.22,Small,,126537.0,34260578.0,False,INE124E01038,STEELCAS.NS
RAMCOSYS,Ramco Systems Limited,NSE,540.4,2026-01-05,799.6,47.96,3007.47,Small,,847524.0,577880306.0,False,INE246B01019,RAMCOSYS.NS
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,NSE,56.75,2026-01-05,83.94,47.91,12272.05,Mid,,8847278.0,597660775.0,False,INE093R01011,LLOYDSENGG.NS
PRADPME,Pradeep Metals Limited,NSE,370.6,2026-04-20,547.45,47.72,944.41,Small,,29832.0,14185628.0,False,INE770A01010,PRADPME.NS
MANINDS,Man Industries (India) Limited,NSE,394.45,2026-01-05,582.55,47.69,4372.68,Small,,848389.0,392214501.0,False,INE993A01026,MANINDS.NS
