symbol,name,exchange,yahoo_ticker,close,rsi,adx,macd_hist,vol_spike,dist_52wh_pct,adv_value_cr,atr_pct,prime_score,not_extended,checks,vcp_quality,vcp_status,struct,pd_zone,range_pos,near_demand,bull_bos,ob_support,gann_above_1x1,bearish_candle,last_candles,atr,pivot_entry,stop,struct_stop_ref,stop_pct,gann_T1,gann_T2,target2,rr,qty_per_10L,sec_bonus,phase7_score
DEEPAKNTR,Deepak Nitrite Limited,NSE,DEEPAKNTR.NS,1708.0,58.7,19.8,18.39,2.62,-13.29,29.09,3.19,9,True,111111111,No VCP,BROKEN OUT (fresh),bearish (LH/LL),Premium,69.3,True,True,True,True,False,Inside Bar;NR4;Three White Soldiers,54.47,1764.0,1665.96,1534.0,5.56,1806.25,1849.0,2205.0,4.5,101,7,16
BLKASHYAP,B. L. Kashyap and Sons Limited,NSE,BLKASHYAP.NS,57.92,56.7,22.0,0.498,9.58,-27.61,2.84,4.1,9,True,111111111,No VCP,BROKEN OUT (fresh),ranging,Premium,79.5,True,True,True,True,False,Inside Bar;NR4,2.37,62.4,58.13,52.12,6.84,70.55,79.2,79.2,3.93,2341,7,16
ABB,ABB India Limited,NSE,ABB.NS,7506.0,63.5,16.3,62.793,6.02,-5.28,297.02,3.03,8,True,110111111,No VCP,BROKEN OUT (fresh),ranging,Premium,87.2,True,True,True,True,False,Inside Bar;Three White Soldiers,227.7,7924.5,7514.64,6715.5,5.17,8013.77,8103.54,9905.62,4.83,24,7,15
GEOJITFSL,Geojit Financial Services Limited,NSE,GEOJITFSL.NS,81.08,58.3,16.0,0.053,1.82,-5.05,3.05,3.06,8,True,110111111,Moderate VCP,BROKEN OUT (fresh),ranging,Premium,92.4,True,True,False,True,False,NR4,2.48,83.56,79.09,75.2,5.35,92.95,102.84,104.45,4.67,2237,7,15
JSWINFRA,JSW Infrastructure Limited,NSE,JSWINFRA.NS,342.15,63.5,33.8,0.096,3.66,-3.84,126.86,3.31,8,True,110111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,88.8,True,True,True,True,False,Morning Star,11.34,355.8,335.39,300.0,5.74,374.91,394.53,444.75,4.36,489,7,15
JINDWORLD,Jindal Worldwide Limited,NSE,JINDWORLD.NS,32.2,64.9,30.5,0.152,10.68,-26.75,17.79,5.07,8,True,110111111,No VCP,BROKEN OUT (fresh),ranging,Premium,82.6,True,True,True,True,False,none,1.63,33.99,31.05,28.2,8.65,40.07,46.65,46.65,4.31,3401,7,15
NUVOCO,Nuvoco Vistas Corporation Limited,NSE,NUVOCO.NS,348.75,59.8,28.0,5.337,25.68,-26.96,70.55,4.83,9,True,111111111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,59.5,True,True,False,True,False,Inside Bar;NR4,16.86,398.0,367.66,301.35,7.62,418.2,438.9,497.5,3.28,329,6,15
CHENNPETRO,Chennai Petroleum Corporation Limited,NSE,CHENNPETRO.NS,1200.6,57.5,20.0,7.531,6.65,-6.18,127.33,4.65,9,False,111111111,Moderate VCP,BROKEN OUT (fresh),bearish (LH/LL),Premium,82.6,False,True,True,True,False,Inside Bar,55.82,1279.7,1179.23,1080.0,7.85,1315.72,1352.25,1599.62,3.18,99,6,15
DYCL,Dynamic Cables Limited,NSE,DYCL.NS,386.5,63.3,19.1,1.92,13.26,-25.67,25.95,4.85,9,True,111111111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,79.2,False,True,True,True,False,NR4,18.73,409.1,375.38,335.0,8.24,429.58,450.55,511.38,3.03,296,6,15
INDUSINDBK,IndusInd Bank Limited,NSE,INDUSINDBK.NS,1027.2,66.9,32.8,3.359,1.11,-1.04,191.05,2.34,6,True,110011110,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,96.2,True,True,True,True,False,Inside Bar;NR7,24.0,1038.0,994.79,900.15,4.16,1070.47,1103.44,1297.5,6.01,231,8,14
CRISIL,Crisil Limited,NSE,CRISIL.NS,4245.7,63.2,22.8,23.925,2.62,-29.18,20.2,2.58,8,True,111111101,No VCP,AT PIVOT (actionable),ranging,Equilibrium,47.2,True,True,True,False,False,Long-legged Doji;Three White Soldiers,109.62,4300.0,4102.69,3855.0,4.59,4365.82,4432.15,5375.0,5.45,50,6,14
INDIACEM,The India Cements Limited,NSE,INDIACEM.NS,410.3,67.6,18.2,3.363,5.23,-15.54,8.74,2.59,8,True,111111011,No VCP,BROKEN OUT (fresh),ranging,Equilibrium,51.2,False,True,True,True,False,Three White Soldiers,10.65,410.3,391.14,367.4,4.67,430.81,451.81,512.88,5.35,521,6,14
PTCIL,PTC Industries Limited,NSE,PTCIL.NS,17941.0,55.8,9.2,22.753,1.56,-9.62,42.79,2.8,8,True,110111111,No VCP,BROKEN OUT (fresh),ranging,Premium,64.3,True,True,False,True,False,Bearish Harami;Bullish Engulfing;Long-legged Doji;Outside Ba,503.18,18650.0,17744.28,16850.0,4.86,18786.82,18924.13,23312.5,5.15,11,6,14
ENDURANCE,Endurance Technologies Limited,NSE,ENDURANCE.NS,2733.0,58.7,19.8,5.439,2.22,-11.26,37.26,2.83,9,True,111111111,No VCP,AT PIVOT (actionable),ranging,Premium,86.8,False,True,False,True,False,Long-legged Doji;NR7;Three White Soldiers,77.28,2799.0,2659.89,2561.0,4.97,2852.16,2905.81,3498.75,5.03,71,5,14
TCS,Tata Consultancy Services Limited,NSE,TCS.NS,2269.0,62.2,19.6,28.754,2.35,-32.27,1159.58,2.82,7,True,111111001,No VCP,BROKEN OUT (fresh),ranging,Discount,21.3,True,True,True,True,False,NR7,64.01,2269.0,2153.78,1976.8,5.08,2316.88,2365.27,2836.25,4.92,86,7,14
ASKAUTOLTD,ASK Automotive Limited,NSE,ASKAUTOLTD.NS,482.1,62.0,19.3,1.686,5.06,-16.66,8.15,2.88,9,True,111111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,91.5,False,True,False,True,False,Inside Bar;Three White Soldiers,13.88,492.05,467.06,441.0,5.08,514.48,537.41,615.06,4.92,400,5,14
INGERRAND,Ingersoll Rand (India) Limited,NSE,INGERRAND.NS,4571.2,57.3,26.0,6.402,1.72,-3.89,10.05,3.03,9,True,111111111,Moderate VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,88.9,True,True,True,True,True,Bearish Harami;Inside Bar;Tweezer Top,138.52,4756.2,4506.86,4319.5,5.24,4825.42,4895.13,5945.25,4.77,40,8,14
POONAWALLA,Poonawalla Fincorp Limited,NSE,POONAWALLA.NS,477.3,64.1,27.3,0.617,0.92,-16.32,66.99,3.03,8,True,111011111,No VCP,AT PIVOT (actionable),ranging,Premium,81.9,False,True,True,True,False,Bearish Harami;NR7;Outside Bar,14.46,486.0,459.97,416.25,5.36,508.3,531.09,607.5,4.67,384,6,14
MANGLMCEM,Mangalam Cement Limited,NSE,MANGLMCEM.NS,986.6,72.8,36.4,5.086,1.69,-3.6,7.52,3.12,8,True,110111111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,87.6,False,True,True,True,False,Bullish Pin Bar;Doji,30.79,1023.45,968.03,845.05,5.42,1055.69,1088.43,1279.31,4.62,180,6,14
BANDHANBNK,Bandhan Bank Limited,NSE,BANDHANBNK.NS,213.25,56.2,15.6,0.91,2.51,-3.4,193.28,3.36,8,True,110111111,No VCP,BROKEN OUT (fresh),ranging,Premium,90.6,False,True,True,True,False,Inside Bar,7.16,220.76,207.88,194.82,5.83,235.87,251.48,275.95,4.28,776,6,14
IIFL,IIFL Finance Limited,NSE,IIFL.NS,555.2,60.0,23.3,2.432,1.55,-17.75,146.05,3.52,9,True,111111111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,88.4,False,True,False,True,False,Morning Star,19.52,571.0,535.87,486.5,6.15,595.15,619.79,713.75,4.06,284,5,14
MPSLTD,MPS Limited,NSE,MPSLTD.NS,2096.8,71.6,53.1,11.592,1.76,-28.63,4.93,3.45,8,True,110111111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,94.0,False,True,True,True,False,Three White Soldiers,72.43,2096.8,1966.43,1789.2,6.22,2142.84,2189.38,2621.0,4.02,76,6,14
KSL,Kalyani Steels Limited,NSE,KSL.NS,926.05,60.7,26.5,2.691,1.7,-5.75,4.98,3.74,9,True,111111111,Moderate VCP,forming / still basing,bullish (HH/HL),Premium,86.2,False,True,True,True,False,Bullish Harami;Bullish Pin Bar;Doji;Inside Bar;NR7,34.64,982.55,920.2,805.4,6.35,1014.15,1046.24,1228.19,3.94,160,5,14
BEPL,Bhansali Engineering Polymers Limited,NSE,BEPL.NS,113.1,69.1,28.6,1.076,4.28,-4.15,7.87,3.57,9,True,111111111,No VCP,extended past pivot,ranging,Premium,97.7,True,True,True,True,False,Outside Bar,4.04,113.1,105.84,95.67,6.42,123.98,135.37,141.38,3.9,1377,5,14
CENTENKA,Century Enka Limited,NSE,CENTENKA.NS,541.4,60.2,40.1,0.519,15.61,-12.96,6.19,4.21,8,True,110111111,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,67.9,False,True,True,True,False,Inside Bar;Long-legged Doji;NR4,22.82,622.0,580.93,503.65,6.6,647.19,672.88,777.5,3.79,243,6,14
RATNAVEER,Ratnaveer Precision Engineering Limited,NSE,RATNAVEER.NS,180.66,55.3,27.9,-0.533,0.54,-8.29,32.41,4.18,7,True,101011111,No VCP,AT PIVOT (actionable),ranging,Premium,75.4,True,True,True,True,False,Doji;Morning Star,7.55,195.99,182.4,171.12,6.93,210.24,224.99,244.99,3.61,735,7,14
TFCILTD,Tourism Finance Corporation of India Limited,NSE,TFCILTD.NS,85.03,67.5,22.4,0.712,3.14,-1.7,47.84,4.13,7,True,111110110,No VCP,BROKEN OUT (fresh),bearish (LH/LL),Premium,94.8,True,True,True,True,False,Doji;NR4,3.51,86.0,79.68,73.37,7.35,95.52,105.55,107.5,3.4,1582,7,14
RITCO,Ritco Logistics Limited,NSE,RITCO.NS,273.95,61.3,27.9,0.914,1.79,-13.61,3.71,4.33,9,True,111111111,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,89.7,True,False,False,True,False,Bullish Harami;NR4,11.87,281.0,259.64,252.0,7.6,298.01,315.53,351.25,3.29,468,5,14
ONWARDTEC,Onward Technologies Limited,NSE,ONWARDTEC.NS,285.8,58.5,37.3,-0.277,12.79,-25.77,11.65,4.76,7,True,100111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,56.5,True,True,True,True,False,Inside Bar;Long-legged Doji;Morning Star;NR4;Outside Bar,13.61,310.9,286.39,254.45,7.88,328.78,347.16,388.62,3.17,407,7,14
HIRECT,Hind Rectifiers Limited,NSE,HIRECT.NS,1244.5,64.2,27.1,15.766,13.01,-11.04,32.14,5.47,9,False,111111111,No VCP,BROKEN OUT (fresh),bearish (LH/LL),Premium,81.5,False,True,True,True,False,none,68.06,1399.0,1276.49,1001.0,8.76,1436.65,1474.81,1748.75,2.85,81,5,14
MBAPL,Madhya Bharat Agro Products Limited,NSE,MBAPL.NS,136.2,66.6,20.6,1.218,3.35,-0.55,12.85,4.93,8,False,111111110,No VCP,BROKEN OUT (fresh),ranging,Premium,98.7,True,True,True,True,False,Morning Star;NR4;Outside Bar;Three White Soldiers,6.72,136.2,124.11,106.41,8.88,148.12,160.54,170.25,2.82,827,6,14
ICICIBANK,ICICI Bank Limited,NSE,ICICIBANK.NS,1444.3,70.8,33.7,0.219,0.95,-3.71,1961.84,1.74,7,True,110011111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,96.0,True,True,False,True,False,Bullish Pin Bar;Hammer;NR7;Tweezer Bottom,25.11,1444.3,1399.1,1331.5,3.13,1482.55,1521.31,1805.38,7.99,221,6,13
590106,Nippon India ETF Nifty Bank BeES,BSE,590106.BO,604.85,61.2,26.6,-0.953,1.24,-5.2,2.69,1.82,7,True,101011111,No VCP,BROKEN OUT (fresh),ranging,Premium,72.8,False,True,True,True,False,none,11.03,618.2,598.35,582.65,3.21,643.31,668.93,772.75,7.79,503,6,13
TITAN,Titan Company Limited,NSE,TITAN.NS,4638.1,68.3,30.2,8.64,1.09,-0.89,447.52,1.81,6,True,110011110,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,95.1,False,True,True,True,False,Inside Bar;NR7;Three White Soldiers,83.79,4679.8,4528.99,4225.0,3.22,4748.46,4817.62,5849.75,7.76,66,7,13
ABBOTINDIA,Abbott India Limited,NSE,ABBOTINDIA.NS,28055.0,70.7,25.2,232.502,1.8,-20.55,29.79,1.82,9,True,111111111,No VCP,BROKEN OUT (fresh),bearish (LH/LL),Premium,87.0,True,True,True,True,True,Hanging Man;Outside Bar;Three White Soldiers,511.76,28055.0,27133.83,25200.0,3.28,28222.75,28390.99,35068.75,7.61,10,7,13
HAL,Hindustan Aeronautics Limited,NSE,HAL.NS,4500.7,58.4,10.3,3.893,0.78,-9.59,435.98,2.06,7,True,110011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,75.3,True,True,False,True,False,NR7,92.74,4535.0,4368.07,4269.9,3.68,4602.59,4670.68,5668.75,6.79,59,6,13
HONAUT,Honeywell Automation India Limited,NSE,HONAUT.NS,38955.0,60.2,28.4,-182.177,0.59,-4.76,40.28,2.31,6,True,101010111,Strong VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,89.3,False,True,True,True,False,none,897.94,40480.0,38863.71,37315.0,3.99,40681.45,40883.39,50600.0,6.26,6,7,13
INDIGO,InterGlobe Aviation Limited,NSE,INDIGO.NS,5248.5,56.1,22.6,-41.66,1.35,-15.79,541.24,2.42,6,True,101010111,No VCP,AT PIVOT (actionable),ranging,Premium,85.6,True,True,True,True,False,none,127.16,5476.5,5247.61,4945.9,4.18,5550.75,5625.51,6845.62,5.98,43,7,13
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,NSE,CHOLAFIN.NS,1804.9,59.2,26.9,-9.062,0.99,-3.74,253.22,2.5,7,True,101011111,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,87.8,False,True,False,True,False,Bullish Harami;Inside Bar;NR4;NR7;Tweezer Bottom,45.04,1875.0,1793.93,1694.9,4.32,1918.55,1962.6,2343.75,5.78,123,6,13
FIEMIND,Fiem Industries Limited,NSE,FIEMIND.NS,2272.2,52.3,11.2,4.744,2.52,-11.08,10.58,2.51,7,True,010111111,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,58.7,False,True,True,True,False,Inside Bar,57.02,2374.0,2271.36,2150.0,4.32,2422.97,2472.45,2967.5,5.78,97,6,13
CDSL,Central Depository Services (India) Limited,NSE,CDSL.NS,1418.2,62.6,26.7,4.722,1.94,-19.14,253.64,2.55,9,True,111111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,89.6,True,True,True,True,True,Bearish Engulfing;Hanging Man;Tweezer Top,36.17,1453.1,1388.0,1295.1,4.48,1491.47,1530.34,1816.38,5.58,153,7,13
EXIDEIND,Exide Industries Limited,NSE,EXIDEIND.NS,435.2,71.6,31.7,0.911,3.32,-0.31,148.83,2.53,7,True,110111110,No VCP,BROKEN OUT (fresh),ranging,Premium,99.1,False,True,True,True,False,Bullish Engulfing;Inside Bar,11.0,435.2,415.4,377.7,4.55,456.31,477.92,544.0,5.49,505,6,13
KIMS,Krishna Institute of Medical Sciences Limited,NSE,KIMS.NS,802.95,51.2,21.2,-4.229,1.39,-6.42,49.52,2.74,6,True,001011111,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,80.5,False,True,True,True,False,Bullish Pin Bar;Long-legged Doji;NR4,21.99,858.0,818.42,788.6,4.61,887.54,917.58,1072.5,5.42,252,7,13
MAHLIFE,Mahindra Lifespace Developers Limited,NSE,MAHLIFE.NS,373.5,59.4,26.7,-0.467,0.88,-12.54,5.94,2.63,7,True,101011111,No VCP,AT PIVOT (actionable),ranging,Premium,77.3,True,False,True,True,False,Bullish Engulfing;Morning Star,9.84,383.0,365.29,351.15,4.62,402.82,423.14,478.75,5.41,564,6,13
JUBLPHARMA,Jubilant Pharmova Limited,NSE,JUBLPHARMA.NS,1022.6,65.3,25.0,6.092,5.65,-18.06,12.48,2.63,9,True,111111111,No VCP,BROKEN OUT (fresh),ranging,Premium,92.4,True,True,True,True,True,Hanging Man;Tweezer Top,26.93,1042.0,993.53,948.1,4.65,1074.53,1107.56,1302.5,5.37,206,7,13
UPL,UPL Limited,NSE,UPL.NS,616.6,55.6,19.6,4.88,2.3,-24.08,145.43,2.73,7,True,111111001,No VCP,BROKEN OUT (fresh),bearish (LH/LL),Discount,25.6,True,True,False,True,False,Bearish Harami;Inside Bar;Three White Soldiers,16.84,629.0,598.7,563.15,4.82,654.33,680.16,786.25,5.19,330,6,13
SHYAMMETL,Shyam Metalics and Energy Limited,NSE,SHYAMMETL.NS,1022.5,63.2,28.9,7.842,3.16,-3.45,64.14,2.87,9,True,111111111,No VCP,BROKEN OUT (fresh),bearish (LH/LL),Premium,88.3,True,True,True,True,True,Bearish Engulfing;Bullish Engulfing,29.34,1059.0,1006.19,916.1,4.99,1091.79,1125.08,1323.75,5.01,189,7,13
BALRAMCHIN,Balrampur Chini Mills Limited,NSE,BALRAMCHIN.NS,604.45,68.4,33.2,4.132,4.03,-3.24,37.11,2.85,8,True,110111111,No VCP,BROKEN OUT (fresh),ranging,Premium,96.0,False,True,False,True,False,NR4,17.23,604.9,573.89,523.0,5.13,629.74,655.09,756.12,4.88,322,5,13
AGI,AGI Greenpac Limited,NSE,AGI.NS,696.2,54.3,21.7,-4.498,0.46,-31.0,10.74,3.08,6,True,001011111,No VCP,AT PIVOT (actionable),ranging,Premium,81.7,True,True,True,True,False,Hammer;Outside Bar;Tweezer Bottom,21.41,748.0,709.46,674.05,5.15,775.6,803.7,935.0,4.85,259,7,13
APTUS,Aptus Value Housing Finance India Limited,NSE,APTUS.NS,306.85,75.3,33.0,1.997,1.77,-15.7,28.29,2.87,7,True,010111111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,98.1,False,True,True,True,False,Three White Soldiers,8.79,306.85,291.02,259.1,5.16,324.62,342.88,383.56,4.85,631,6,13
IKS,Inventurus Knowledge Solutions Limited,NSE,IKS.NS,1897.1,64.6,40.3,1.701,0.64,-1.86,39.4,2.92,6,True,110011110,Strong VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,94.6,False,True,True,True,False,none,55.32,1933.0,1833.43,1665.0,5.15,1977.22,2021.93,2416.25,4.85,100,7,13
BIRLACORPN,Birla Corporation Limited,NSE,BIRLACORPN.NS,1015.15,57.2,16.9,5.1,6.46,-33.88,11.12,3.11,7,True,110111101,No VCP,AT PIVOT (actionable),ranging,Premium,70.9,True,True,True,False,False,Inside Bar;NR4,31.61,1051.95,995.06,932.3,5.41,1084.63,1117.82,1314.94,4.62,175,6,13
PAYTM,One 97 Communications Limited,NSE,PAYTM.NS,1348.0,71.2,36.4,14.33,1.92,-4.19,286.51,3.2,8,True,110111111,Moderate VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,87.6,True,True,True,True,True,Three Black Crows,43.2,1407.0,1329.24,1077.2,5.53,1444.76,1483.02,1758.75,4.52,128,8,13
JUBLINGREA,Jubilant Ingrevia Limited,NSE,JUBLINGREA.NS,739.05,65.8,30.5,9.643,1.71,-13.24,22.42,3.18,8,True,110111111,No VCP,extended past pivot,bearish (LH/LL),Premium,86.9,True,True,True,True,False,Bearish Harami,23.51,761.95,719.62,600.0,5.56,789.8,818.16,952.44,4.5,236,5,13
FMGOETZE,Federal-Mogul Goetze (India) Limited.,NSE,FMGOETZE.NS,487.8,65.7,19.6,3.684,5.46,-20.28,2.56,3.35,9,True,111111111,No VCP,BROKEN OUT (fresh),bearish (LH/LL),Premium,89.2,True,True,True,True,True,Bearish Engulfing;Bullish Pin Bar;Hanging Man;Inside Bar;Lon,16.36,503.5,474.04,432.65,5.85,526.19,549.38,629.38,4.27,339,7,13
ROLEXRINGS,Rolex Rings Limited,NSE,ROLEXRINGS.NS,157.89,68.7,23.7,1.405,7.8,-10.29,18.68,3.37,9,True,111111111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,72.5,True,True,True,True,True,Bullish Engulfing;Inside Bar;Tweezer Top,5.32,161.9,152.32,137.34,5.92,174.87,188.35,202.38,4.23,1043,7,13
TIMETECHNO,Time Technoplast Limited,NSE,TIMETECHNO.NS,204.03,70.6,17.5,2.501,2.75,-18.11,58.6,3.31,8,True,110111111,No VCP,extended past pivot,bearish (LH/LL),Premium,93.7,True,True,True,True,False,NR4;Three White Soldiers,6.75,204.03,191.88,173.06,5.96,218.56,233.6,255.04,4.2,823,5,13
AJAXENGG,Ajax Engineering Limited,NSE,AJAXENGG.NS,594.7,60.7,25.1,8.294,4.62,-18.55,4.06,3.56,9,True,111111111,No VCP,extended past pivot,bearish (LH/LL),Premium,86.8,False,True,True,True,False,NR7,21.15,625.05,586.99,512.05,6.09,650.3,676.05,781.31,4.11,262,4,13
TATATECH,Tata Technologies Limited,NSE,TATATECH.NS,758.05,57.8,20.1,3.624,1.78,-3.31,104.23,3.48,9,True,111111111,No VCP,BROKEN OUT (fresh),bearish (LH/LL),Premium,90.6,True,True,True,True,True,Bearish Engulfing;NR7;Outside Bar;Tweezer Top,26.38,769.7,722.22,661.5,6.17,797.69,826.19,962.12,4.05,210,7,13
BLACKBUCK,BLACKBUCK LIMITED,NSE,BLACKBUCK.NS,579.6,59.6,19.6,1.566,1.12,-22.51,30.31,3.53,8,True,111011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Equilibrium,54.9,True,False,False,True,False,Bullish Engulfing;Inside Bar;Long-legged Doji;Outside Bar,20.45,596.25,559.43,523.55,6.18,620.92,646.09,745.31,4.05,271,5,13
UDS,Updater Services Limited,NSE,UDS.NS,194.21,58.1,40.3,-0.017,2.78,-36.1,7.25,3.56,6,True,100111110,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,90.6,True,True,True,True,False,Morning Star;Outside Bar;Three White Soldiers,6.92,201.38,188.92,177.65,6.19,215.82,230.76,251.72,4.04,802,7,13
ANANTRAJ,Anant Raj Limited,NSE,ANANTRAJ.NS,592.1,65.4,20.2,4.037,1.59,-20.38,146.24,3.46,9,True,111111111,No VCP,BROKEN OUT (fresh),bearish (LH/LL),Premium,96.6,True,True,True,True,True,Bearish Pin Bar;Bullish Engulfing;NR7;Outside Bar;Shooting S,20.47,592.1,555.25,511.25,6.22,616.68,641.77,740.12,4.02,271,7,13
TTKPRESTIG,TTK Prestige Limited,NSE,TTKPRESTIG.NS,672.5,71.2,53.2,3.791,0.45,-12.8,24.36,3.52,7,True,110011111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,94.9,False,True,True,True,False,Morning Star,23.64,682.45,639.9,541.3,6.23,708.82,735.7,853.06,4.01,235,6,13
TANLA,Tanla Platforms Limited,NSE,TANLA.NS,584.55,65.2,36.0,5.193,4.51,-23.69,28.53,3.55,8,True,110111111,No VCP,extended past pivot,bullish (HH/HL),Premium,93.8,True,True,True,True,False,NR4,20.72,594.8,557.5,517.3,6.27,619.44,644.58,743.5,3.99,268,5,13
PPLPHARMA,Piramal Pharma Limited,NSE,PPLPHARMA.NS,179.42,60.5,19.3,0.578,1.01,-18.76,113.97,3.62,8,True,111011111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,73.5,False,True,False,True,False,Outside Bar;Tweezer Bottom,6.49,180.72,169.04,158.1,6.46,194.41,208.61,225.9,3.87,856,5,13
FSL,Firstsource Solutions Limited,NSE,FSL.NS,266.38,62.9,18.4,3.128,1.47,-30.16,57.65,3.77,7,True,111011101,No VCP,BROKEN OUT (fresh),bearish (LH/LL),Equilibrium,52.8,True,True,True,False,False,Long-legged Doji,10.04,274.01,255.94,227.2,6.59,290.81,308.12,342.51,3.79,553,6,13
IRISDOREME,Iris Clothings Limited,NSE,IRISDOREME.NS,46.54,71.4,30.2,0.166,3.71,-3.04,2.1,4.83,8,False,110111111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,93.3,False,True,True,True,False,Inside Bar;NR4,2.25,48.0,43.95,37.36,8.44,55.18,62.86,62.86,3.67,2469,5,13
DAMCAPITAL,Dam Capital Advisors Limited,NSE,DAMCAPITAL.NS,165.41,60.4,21.0,2.028,5.31,-42.16,11.13,3.99,7,True,111111100,No VCP,BROKEN OUT (fresh),bearish (LH/LL),Premium,71.8,True,True,True,False,False,none,6.6,173.7,161.83,144.05,6.83,187.13,201.06,217.12,3.66,842,6,13
APCOTEXIND,Apcotex Industries Limited,NSE,APCOTEXIND.NS,529.1,55.4,27.2,1.058,2.2,-8.62,5.91,4.12,9,False,111111111,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,81.4,False,True,False,True,False,Bearish Harami;Inside Bar;NR4,21.77,574.0,534.81,491.1,6.83,598.21,622.92,717.5,3.66,255,4,13
SSWL,Steel Strips Wheels Limited,NSE,SSWL.NS,266.21,71.6,40.5,1.914,17.38,-5.93,26.72,4.13,8,False,110111111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,85.3,False,True,True,True,False,Inside Bar,10.99,283.0,263.21,227.31,6.99,300.07,317.65,353.75,3.58,505,5,13
FEDFINA,Fedbank Financial Services Limited,NSE,FEDFINA.NS,158.6,54.1,18.6,0.988,11.21,-11.14,28.12,4.27,8,True,011111111,No VCP,AT PIVOT (actionable),ranging,Premium,71.4,True,False,False,True,False,Inside Bar,6.77,174.4,162.22,144.33,6.98,187.86,201.81,218.0,3.58,821,5,13
GANECOS,Ganesha Ecosphere Limited,NSE,GANECOS.NS,1203.15,77.3,43.4,21.403,1.59,-23.55,22.77,3.92,7,True,010111111,No VCP,BROKEN OUT (fresh),bearish (LH/LL),Premium,97.6,False,True,True,True,False,Inside Bar;Long-legged Doji;NR7,47.15,1216.95,1132.08,869.35,6.97,1252.08,1287.72,1521.19,3.58,117,6,13
AIIL,Authum Investment & Infrastructure Limited,NSE,AIIL.NS,571.0,67.0,19.9,1.611,2.91,-16.4,48.04,3.91,9,True,111111111,No VCP,extended past pivot,ranging,Premium,92.5,False,True,True,True,False,Outside Bar,22.32,571.0,530.83,498.55,7.04,595.15,619.79,713.75,3.55,248,4,13
GANESHBE,Ganesh Benzoplast Limited,NSE,GANESHBE.NS,104.41,54.6,17.5,0.356,2.65,-11.52,5.17,4.5,7,True,010111111,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,72.6,True,False,True,True,False,Bearish Harami;Inside Bar,4.7,112.0,103.55,94.3,7.54,122.83,134.17,140.0,3.31,1183,6,13
BECTORFOOD,Mrs. Bectors Food Specialities Limited,NSE,BECTORFOOD.NS,188.63,59.7,22.5,1.381,22.52,-39.89,59.4,4.47,6,True,111111000,No VCP,BROKEN OUT (fresh),ranging,Discount,25.5,False,True,True,True,False,none,8.43,197.5,182.32,165.0,7.69,211.8,226.61,246.88,3.25,658,7,13
IVALUE,Ivalue Infosolutions Limited,NSE,IVALUE.NS,300.1,62.1,42.4,1.575,1.23,-11.74,14.54,4.66,7,True,110011111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,81.3,False,True,True,True,False,none,13.99,321.45,296.26,256.21,7.84,339.63,358.31,401.81,3.19,396,6,13
SHOPERSTOP,Shoppers Stop Limited,NSE,SHOPERSTOP.NS,390.75,63.3,41.7,3.995,3.33,-33.63,6.2,4.6,8,True,110111111,No VCP,BROKEN OUT (fresh),bearish (LH/LL),Premium,77.0,False,True,True,False,False,NR7;Three White Soldiers,17.96,408.6,376.26,335.2,7.91,429.06,450.03,510.75,3.16,309,5,13
