symbol,name,exchange,yahoo_ticker,close,rsi,adx,macd_hist,vol_spike,dist_52wh_pct,adv_value_cr,atr_pct,prime_score,not_extended,checks,vcp_quality,vcp_status,struct,pd_zone,range_pos,near_demand,bull_bos,ob_support,gann_above_1x1,bearish_candle,last_candles,atr,pivot_entry,stop,struct_stop_ref,stop_pct,gann_T1,gann_T2,target2,rr,qty_per_10L,sec_bonus,phase7_score
INDOCO,Indoco Remedies Limited,NSE,INDOCO.NS,247.45,56.0,34.6,-0.359,0.44,-28.89,11.24,4.45,6,True,100011111,No VCP,forming / still basing,bullish (HH/HL),Premium,79.1,False,True,True,True,False,Long-legged Doji;NR4;Outside Bar,11.01,265.09,245.28,229.5,7.47,281.62,298.65,331.36,3.35,504,4,10
TINNARUBR,Tinna Rubber and Infrastructure Limited,NSE,TINNARUBR.NS,991.6,65.5,30.4,-0.401,1.69,-7.21,6.41,4.34,7,False,100111111,Moderate VCP,AT PIVOT (actionable),ranging,Premium,92.7,False,True,True,True,True,Bullish Harami;Hanging Man;Morning Star;NR7;Outside Bar;Twee,43.04,1028.15,950.67,888.0,7.54,1060.46,1093.28,1285.19,3.32,129,6,10
CARTRADE,Cartrade Tech Limited,NSE,CARTRADE.NS,2699.4,55.6,59.2,-29.342,3.59,-17.96,250.51,4.77,7,False,100111111,No VCP,forming / still basing,bullish (HH/HL),Premium,74.2,False,True,True,True,False,NR4,128.85,3081.5,2849.58,2550.8,7.53,3137.26,3193.52,3851.88,3.32,43,3,10
JUSTDIAL,Just Dial Limited,NSE,JUSTDIAL.NS,767.3,77.9,35.4,27.357,21.21,-15.3,152.76,4.57,7,False,010111111,No VCP,extended past pivot,bullish (HH/HL),Premium,80.2,False,True,True,True,False,Inside Bar;Long-legged Doji;NR4,35.07,838.3,775.17,522.15,7.53,867.5,897.21,1047.88,3.32,158,3,10
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,NSE,PUNJABCHEM.NS,1157.8,67.4,43.3,8.323,3.59,-30.5,2.63,4.49,8,True,110111111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,77.7,False,False,True,True,True,Bullish Engulfing;Inside Bar;NR7;Outside Bar;Tweezer Top,51.98,1238.6,1145.04,1010.2,7.55,1274.04,1309.99,1548.25,3.31,106,5,10
SONATSOFTW,Sonata Software Limited,NSE,SONATSOFTW.NS,307.45,61.3,33.7,2.854,8.99,-30.57,101.78,4.53,8,True,110111111,No VCP,forming / still basing,bullish (HH/HL),Premium,80.7,True,True,True,True,True,Bullish Pin Bar;Doji;Hanging Man,13.93,329.5,304.42,261.9,7.61,347.9,366.8,411.88,3.28,398,5,10
MUTHOOTMF,Muthoot Microfin Limited,NSE,MUTHOOTMF.NS,240.06,64.9,40.6,2.033,5.13,-4.74,18.52,4.47,8,False,110111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,89.2,False,True,True,True,True,Evening Star;Inside Bar;Tweezer Top,10.72,252.0,232.71,199.75,7.65,268.12,284.75,315.0,3.27,518,5,10
ARROWGREEN,Arrow Greentech Limited,NSE,ARROWGREEN.NS,670.0,61.2,32.7,0.77,0.35,-18.09,5.27,4.47,7,False,110011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,90.4,True,True,True,True,True,Bullish Pin Bar;Evening Star;Hanging Man;NR7,29.97,705.0,651.05,575.1,7.65,731.8,759.1,881.25,3.27,185,6,10
NEOGEN,Neogen Chemicals Limited,NSE,NEOGEN.NS,2175.6,61.3,33.1,22.091,2.19,-8.36,24.27,4.71,8,False,110111111,No VCP,BROKEN OUT (fresh),ranging,Premium,84.5,False,True,True,True,True,Bearish Engulfing;Evening Star;Three White Soldiers,102.4,2374.0,2189.68,1845.0,7.76,2422.97,2472.45,2967.5,3.22,54,5,10
OPTIEMUS,Optiemus Infracom Limited,NSE,OPTIEMUS.NS,588.95,74.4,56.9,5.732,1.77,-17.4,12.39,4.35,8,False,110111111,No VCP,extended past pivot,bullish (HH/HL),Premium,97.9,False,True,False,True,False,Bullish Pin Bar;Doji,25.64,593.0,546.84,435.2,7.78,617.6,642.7,741.25,3.21,216,2,10
KRONOX,Kronox Lab Sciences Limited,NSE,KRONOX.NS,151.94,53.4,27.4,-0.864,14.96,-22.08,2.23,5.04,7,True,001111111,No VCP,forming / still basing,ranging,Premium,70.8,True,False,False,True,False,Bearish Harami;Inside Bar;NR4,7.66,175.0,161.21,142.8,7.88,188.48,202.46,218.75,3.17,725,3,10
506854,TANFAC Industries Ltd-$,BSE,506854.BO,2684.25,76.7,28.7,18.462,4.99,-1.33,4.58,4.51,7,False,011111110,Moderate VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,96.7,False,True,True,True,True,Bullish Pin Bar;Hanging Man;Inside Bar;Tweezer Top,121.12,2720.5,2502.49,2250.05,8.01,2772.91,2825.82,3400.62,3.12,45,6,10
INDSWFTLAB,Ind-Swift Laboratories Limited,NSE,INDSWFTLAB.NS,231.47,66.9,57.3,-0.445,0.72,-6.83,23.71,4.79,6,False,100011111,Moderate VCP,forming / still basing,bullish (HH/HL),Premium,88.1,False,True,True,True,False,Bullish Engulfing;Inside Bar;Long-legged Doji;NR7,11.09,248.45,228.48,187.87,8.04,264.46,280.97,310.56,3.11,500,4,10
MANAKCOAT,Manaksia Coated Metals & Industries Limited,NSE,MANAKCOAT.NS,129.08,65.7,32.0,0.91,6.07,-29.4,4.42,4.58,8,True,110111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,90.5,False,True,False,True,True,Tweezer Top,5.91,130.7,120.06,103.0,8.14,142.38,154.56,163.38,3.07,939,5,10
OCCLLTD,OCCL Limited,NSE,OCCLLTD.NS,135.27,61.9,18.9,0.673,0.48,-15.15,3.27,4.75,8,False,111011111,No VCP,BROKEN OUT (fresh),bearish (LH/LL),Premium,87.2,False,True,True,True,True,Dark Cloud Cover,6.42,141.69,130.13,117.8,8.16,153.84,166.5,177.11,3.06,865,5,10
INDOTECH,Indo Tech Transformers Limited,NSE,INDOTECH.NS,3400.9,67.3,30.2,13.524,1.31,-4.2,10.76,4.77,7,False,110011111,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,93.9,False,True,True,True,True,Bearish Engulfing;Bullish Harami;Bullish Pin Bar;Hanging Man,162.12,3550.0,3258.18,2721.4,8.22,3609.83,3670.16,4437.5,3.04,34,6,10
AVALON,Avalon Technologies Limited,NSE,AVALON.NS,1724.0,52.8,18.7,-14.086,0.92,-6.96,73.83,4.98,6,False,001011111,Moderate VCP,AT PIVOT (actionable),ranging,Premium,88.0,False,False,False,True,False,Bearish Harami;Inside Bar,85.91,1853.0,1698.37,1621.0,8.34,1896.3,1940.09,2316.25,3.0,64,4,10
CNL,Creative Newtech Limited,NSE,CNL.NS,916.55,75.7,59.3,12.077,13.8,-7.98,12.97,5.14,7,False,010111111,No VCP,forming / still basing,bullish (HH/HL),Premium,83.1,True,True,False,True,False,Bullish Engulfing;Inside Bar;Morning Star;NR4;NR7,47.07,996.0,911.27,722.0,8.51,1027.81,1060.12,1245.0,2.94,118,3,10
GALAPREC,Gala Precision Engineering Limited,NSE,GALAPREC.NS,1182.0,59.7,48.2,-7.171,0.92,-6.19,10.37,5.12,6,False,100011111,Moderate VCP,forming / still basing,bullish (HH/HL),Premium,86.8,False,True,True,True,False,Bearish Harami;Inside Bar;Tweezer Bottom,60.51,1260.0,1151.08,1057.7,8.64,1295.75,1331.99,1575.0,2.89,91,4,10
HESTERBIO,Hester Biosciences Limited,NSE,HESTERBIO.NS,2447.8,65.6,54.7,19.082,14.41,-7.98,7.55,5.29,8,False,110111111,No VCP,AT PIVOT (actionable),ranging,Premium,85.1,False,True,True,True,True,Bullish Pin Bar;Hanging Man;Inside Bar;NR4;Three White Soldi,129.52,2660.0,2426.86,2067.2,8.76,2711.83,2764.15,3325.0,2.85,42,5,10
KABRAEXTRU,Kabra Extrusion Technik Limited,NSE,KABRAEXTRU.NS,330.7,78.5,48.5,4.922,6.55,-3.77,2.43,5.09,7,False,010111111,No VCP,extended past pivot,bullish (HH/HL),Premium,92.0,False,True,True,True,False,Three White Soldiers,16.83,340.0,309.71,237.0,8.91,358.69,377.88,425.0,2.81,330,3,10
SAKAR,Sakar Healthcare Limited,NSE,SAKAR.NS,877.7,58.9,31.2,4.476,3.5,-8.57,17.65,5.45,8,False,110111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,86.1,False,True,True,True,True,Outside Bar;Three Black Crows,47.87,960.0,873.84,792.0,8.97,991.23,1022.97,1200.0,2.79,116,5,10
GNA,GNA Axles Limited,NSE,GNA.NS,567.05,74.8,51.0,11.31,5.87,-5.75,23.89,5.33,8,False,110111111,No VCP,extended past pivot,ranging,Premium,87.1,False,True,False,True,False,none,30.22,601.65,547.26,408.5,9.04,626.43,651.71,752.06,2.77,183,2,10
TARSONS,Tarsons Products Limited,NSE,TARSONS.NS,287.45,57.4,43.5,-0.605,0.6,-27.0,25.41,5.74,6,True,100011111,No VCP,forming / still basing,bullish (HH/HL),Premium,75.9,False,True,True,True,False,NR4,16.51,326.45,296.73,245.0,9.1,344.77,363.59,408.06,2.75,336,4,10
AEGISVOPAK,Aegis Vopak Terminals Limited,NSE,AEGISVOPAK.NS,271.24,57.7,45.0,-0.635,3.17,-12.92,44.65,5.83,7,True,100111111,No VCP,forming / still basing,bullish (HH/HL),Premium,73.8,False,True,False,True,False,Bullish Harami,15.8,311.49,283.05,227.04,9.13,329.39,347.79,389.36,2.74,351,3,10
RESPONIND,Responsive Industries Limited,NSE,RESPONIND.NS,220.6,66.9,26.2,-0.403,29.06,-10.65,19.59,5.23,8,True,101111111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,93.8,False,True,False,True,True,Bearish Pin Bar;Doji;Inverted Hammer;Outside Bar;Three White,11.54,220.6,199.83,182.7,9.42,235.7,251.31,275.75,2.66,481,5,10
UNICHEMLAB,Unichem Laboratories Limited,NSE,UNICHEMLAB.NS,589.05,66.0,50.3,6.262,0.42,-14.28,52.04,6.18,7,False,110011111,No VCP,forming / still basing,bullish (HH/HL),Premium,76.0,False,True,True,True,False,none,36.38,687.2,621.71,425.5,9.53,713.66,740.63,859.0,2.62,152,3,10
AEGISLOG,Aegis Logistics Limited,NSE,AEGISLOG.NS,1349.1,66.4,49.3,-10.541,0.89,-5.23,341.56,5.91,6,False,100011111,Moderate VCP,forming / still basing,bullish (HH/HL),Premium,91.2,False,True,True,True,False,Bearish Harami;NR4;NR7,79.67,1423.5,1280.1,1009.15,10.07,1461.48,1499.96,1779.38,2.48,69,4,10
SBC,SBC Exports Limited,NSE,SBC.NS,42.27,64.6,34.6,-0.19,0.73,-6.07,51.2,1.91,6,False,100011111,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,86.8,True,True,True,False,True,Inside Bar;Long-legged Doji;NR7;Tweezer Top,0.81,45.0,43.55,41.0,3.22,51.96,59.42,59.42,9.94,6896,6,9
SUNPHARMA,Sun Pharmaceutical Industries Limited,NSE,SUNPHARMA.NS,1932.6,62.7,36.6,3.023,1.21,-1.53,431.14,1.57,6,True,110011110,No VCP,BROKEN OUT (fresh),ranging,Premium,92.1,True,True,False,True,True,Long-legged Doji;NR7;Tweezer Top,30.35,1962.7,1908.06,1834.0,2.78,2007.25,2052.3,2453.38,8.98,183,6,9
LGEINDIA,LG Electronics India Limited,NSE,LGEINDIA.NS,1581.8,55.3,9.4,0.405,0.6,-9.56,99.83,2.26,6,False,110011101,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,69.2,False,False,False,True,False,Long-legged Doji;NR7,35.82,1705.2,1640.73,1513.9,3.78,1746.74,1788.79,2131.5,6.61,155,3,9
MAHSCOOTER,Maharashtra Scooters Limited,NSE,MAHSCOOTER.NS,13003.0,56.6,15.6,3.067,1.31,-29.86,5.52,2.2,6,True,110011101,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,64.9,True,True,True,False,True,Three Black Crows;Tweezer Top,286.61,13365.0,12849.1,12321.0,3.86,13480.86,13597.21,16706.25,6.48,19,6,9
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,NSE,GLAXO.NS,2454.8,59.6,34.1,4.769,1.66,-23.76,25.9,2.32,7,True,110111101,No VCP,AT PIVOT (actionable),ranging,Premium,58.0,False,True,False,True,True,Bearish Engulfing;Three White Soldiers;Tweezer Top,56.95,2527.0,2424.49,2322.3,4.06,2577.52,2628.54,3158.75,6.16,97,5,9
NH,Narayana Hrudayalaya Ltd.,NSE,NH.NS,2029.5,60.6,10.5,2.61,0.57,-3.05,62.03,2.3,7,True,110011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,95.7,False,True,False,True,True,Hanging Man;NR7;Tweezer Top,46.73,2049.5,1965.38,1863.5,4.1,2095.02,2141.04,2561.88,6.09,118,5,9
590103,Nippon India ETF Nifty 50 BeES,BSE,590103.BO,276.47,59.8,13.8,-0.007,1.62,-7.46,8.92,2.38,6,True,100111101,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Equilibrium,53.7,True,True,False,True,True,Bearish Marubozu;Bullish Harami;NR4,6.57,285.0,273.18,260.0,4.15,302.13,319.76,356.25,6.03,846,6,9
GMRAIRPORT,GMR AIRPORTS LIMITED,NSE,GMRAIRPORT.NS,110.54,52.7,26.6,-0.578,0.86,-4.41,235.49,2.44,6,True,001011111,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,83.8,False,True,False,True,True,Bullish Pin Bar;Dragonfly Doji;Hanging Man;Inside Bar;NR4,2.7,115.64,110.78,106.37,4.2,126.64,138.15,144.55,5.95,2057,6,9
BPCL,Bharat Petroleum Corporation Limited,NSE,BPCL.NS,315.55,58.1,12.7,0.276,1.17,-19.43,257.21,2.39,6,True,110011101,No VCP,AT PIVOT (actionable),bearish (LH/LL),Discount,39.1,False,False,True,True,True,Bearish Pin Bar;Bullish Engulfing;Doji;Inside Bar;Inverted H,7.55,320.85,307.26,299.4,4.24,339.01,357.67,401.06,5.9,735,6,9
3MINDIA,3M India Limited,NSE,3MINDIA.NS,34870.0,54.9,17.3,40.508,1.91,-8.31,16.07,2.65,7,True,010111111,No VCP,AT PIVOT (actionable),ranging,Premium,66.0,False,True,False,True,True,Long-legged Doji;NR7;Three Black Crows,924.49,36880.0,35215.91,32330.0,4.51,37072.29,37265.08,46100.0,5.54,6,5,9
SHRIRAMFIN,Shriram Finance Limited,NSE,SHRIRAMFIN.NS,1034.9,54.6,19.6,-4.92,1.26,-6.6,549.37,2.65,6,True,001011111,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,70.1,False,True,True,False,True,Bearish Engulfing;Bullish Harami;Inside Bar;NR4;Tweezer Bott,27.42,1087.3,1037.94,980.55,4.54,1120.52,1154.25,1359.12,5.51,202,6,9
ANANDRATHI,Anand Rathi Wealth Limited,NSE,ANANDRATHI.NS,2072.7,64.3,39.4,-3.089,0.55,-4.76,130.01,2.75,6,False,100011111,Moderate VCP,AT PIVOT (actionable),ranging,Premium,87.4,False,True,True,True,True,Inside Bar;NR7;Three Black Crows,56.97,2176.2,2073.66,1848.0,4.71,2223.1,2270.5,2720.25,5.31,97,6,9
OBEROIRLTY,Oberoi Realty Limited,NSE,OBEROIRLTY.NS,1894.8,61.8,30.3,-3.122,1.37,-4.6,98.2,2.82,6,True,100011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,84.7,False,True,True,True,True,Bullish Engulfing;NR7;Three Black Crows;Tweezer Bottom,53.4,1986.1,1889.98,1675.4,4.84,2030.92,2076.23,2482.62,5.17,104,6,9
UNOMINDA,UNO Minda Limited,NSE,UNOMINDA.NS,1154.8,57.5,8.9,2.441,1.08,-16.44,100.66,2.81,7,True,110011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,61.6,False,True,False,True,True,Bullish Harami;Bullish Pin Bar;Doji;Inside Bar;NR7;Tweezer T,32.46,1179.9,1121.47,1067.7,4.95,1214.5,1249.6,1474.88,5.05,171,5,9
EIHOTEL,EIH Limited,NSE,EIHOTEL.NS,338.75,62.2,31.1,0.617,1.2,-22.09,6.87,2.87,7,True,110011111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,65.3,False,True,False,True,True,Bullish Harami;Inside Bar;NR7;Outside Bar;Tweezer Top,9.71,352.75,335.27,319.7,4.96,371.78,391.31,440.94,5.05,572,5,9
SOBHA,Sobha Limited,NSE,SOBHA.NS,1462.0,55.1,33.9,2.091,2.64,-15.61,18.09,2.95,8,True,110111111,No VCP,forming / still basing,bullish (HH/HL),Premium,74.3,False,True,True,True,True,Bearish Engulfing;Inside Bar;NR7;Tweezer Top,43.12,1550.3,1472.68,1373.1,5.01,1589.92,1630.05,1937.88,4.99,128,4,9
KTKBANK,The Karnataka Bank Limited,NSE,KTKBANK.NS,273.15,54.0,17.1,0.339,0.77,-3.46,62.46,2.89,6,True,010011111,Moderate VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,90.9,False,True,False,True,True,Shooting Star;Tweezer Top,7.89,281.5,267.29,261.05,5.05,298.53,316.06,351.88,4.95,703,6,9
AADHARHFC,Aadhar Housing Finance Limited,NSE,AADHARHFC.NS,517.25,51.3,28.2,-3.738,0.92,-8.13,25.39,3.09,6,True,001011111,No VCP,forming / still basing,bullish (HH/HL),Premium,65.6,True,False,False,True,False,Hammer;Morning Star;Outside Bar;Tweezer Bottom,15.98,563.0,534.24,489.0,5.11,586.98,611.46,703.75,4.89,347,3,9
OFSS,Oracle Financial Services Software Limited,NSE,OFSS.NS,11771.0,73.8,31.4,34.651,1.67,-1.56,293.57,2.93,7,False,110111110,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,96.7,False,True,True,True,True,Bearish Pin Bar;Bullish Pin Bar;Doji;Hanging Man;Morning Sta,344.74,11958.0,11337.46,9614.0,5.19,12067.6,12177.71,14947.5,4.82,16,5,9
NAZARA,Nazara Technologies Limited,NSE,NAZARA.NS,304.65,56.0,30.5,-0.341,1.54,-16.13,97.66,2.99,7,True,100111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,89.6,False,True,False,True,True,Tweezer Top,9.11,315.0,298.6,289.3,5.21,333.0,351.5,393.75,4.8,609,5,9
AVL,Aditya Vision Limited,NSE,AVL.NS,634.3,57.4,26.5,-5.449,1.41,-10.03,16.85,3.25,6,False,101010111,No VCP,AT PIVOT (actionable),ranging,Premium,73.7,False,False,False,True,False,Inside Bar;Tweezer Bottom,20.64,705.0,667.85,612.15,5.27,731.8,759.1,881.25,4.74,269,3,9
PIRAMALFIN,Piramal Finance Limited,NSE,PIRAMALFIN.NS,2144.3,54.6,21.4,-6.668,3.97,-3.41,74.89,3.09,6,False,001111101,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,87.4,True,True,True,True,True,NR7;Outside Bar;Tweezer Top,66.31,2220.0,2100.65,2069.1,5.38,2267.37,2315.23,2775.0,4.65,83,6,9
AARTIPHARM,Aarti Pharmalabs Limited,NSE,AARTIPHARM.NS,707.9,55.2,20.8,1.272,0.87,-27.02,15.27,3.18,7,True,111011101,No VCP,AT PIVOT (actionable),ranging,Equilibrium,53.7,False,True,False,True,True,Bearish Pin Bar;Doji;Evening Star;Inside Bar;NR4;Tweezer Top,22.54,743.6,703.03,670.6,5.46,771.12,799.14,929.5,4.58,246,5,9
CARBORUNIV,Carborundum Universal Limited,NSE,CARBORUNIV.NS,1059.8,41.6,25.9,-12.145,0.78,-18.91,38.55,3.78,6,True,001011111,No VCP,forming / still basing,bullish (HH/HL),Premium,56.8,True,False,False,True,False,Outside Bar,40.06,1306.9,1234.8,1048.0,5.52,1343.3,1380.2,1633.62,4.53,138,3,9
HAPPYFORGE,Happy Forgings Limited,NSE,HAPPYFORGE.NS,1595.3,64.1,34.2,3.187,0.63,-2.52,17.6,3.18,6,False,110011110,Moderate VCP,BROKEN OUT (fresh),ranging,Premium,93.5,False,True,True,True,True,Bullish Pin Bar;Evening Star;Hanging Man;Long-legged Doji,50.77,1636.5,1545.11,1470.3,5.58,1677.2,1718.41,2045.62,4.48,109,6,9
CUB,City Union Bank Limited,NSE,CUB.NS,224.63,62.6,39.7,-0.194,0.96,-7.59,54.5,3.2,6,True,100011111,Strong VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,74.8,True,True,False,False,True,Outside Bar;Shooting Star,7.2,231.82,218.86,194.55,5.59,247.3,263.27,289.77,4.47,771,6,9
KFINTECH,Kfin Technologies Limited,NSE,KFINTECH.NS,887.9,52.1,12.2,0.22,1.66,-31.06,97.89,3.28,6,True,010111101,No VCP,AT PIVOT (actionable),bullish (HH/HL),Discount,37.2,False,True,False,True,True,Bearish Engulfing;Bullish Harami;Inside Bar;NR7,29.09,930.0,877.63,838.0,5.63,960.75,991.99,1162.5,4.44,190,6,9
ROSSARI,Rossari Biotech Limited,NSE,ROSSARI.NS,531.45,52.7,12.1,0.847,1.61,-28.74,6.26,3.47,6,True,010111101,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,68.1,True,True,False,True,True,Bearish Engulfing;NR4,18.42,575.0,541.84,501.15,5.77,599.23,623.96,718.75,4.34,301,6,9
MANORAMA,Manorama Industries Limited,NSE,MANORAMA.NS,1591.5,54.3,27.3,-1.758,1.05,-9.57,29.32,3.41,6,True,001011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,85.7,False,True,True,True,True,Bearish Engulfing;Inside Bar;NR7;Tweezer Top,54.27,1676.7,1579.01,1501.1,5.83,1717.9,1759.6,2095.88,4.29,102,6,9
STOVEKRAFT,Stove Kraft Limited,NSE,STOVEKRAFT.NS,773.25,62.3,52.3,-7.42,1.02,-6.61,15.66,3.47,6,False,100011111,Moderate VCP,forming / still basing,ranging,Premium,85.6,False,True,False,True,False,Bearish Harami;Bullish Engulfing;Inside Bar;Tweezer Bottom,26.86,828.0,779.65,696.0,5.84,857.02,886.55,1035.0,4.28,206,3,9
ASHIKA,Ashika Credit Capital Limited,NSE,ASHIKA.NS,399.3,58.0,26.1,0.177,1.61,-7.12,5.84,3.51,8,False,111111101,No VCP,AT PIVOT (actionable),ranging,Premium,66.0,False,True,False,True,True,Bearish Pin Bar;Inside Bar;NR4;Shooting Star,14.01,429.9,404.69,365.9,5.86,450.88,472.37,537.38,4.26,396,4,9
TMB,Tamilnad Mercantile Bank Limited,NSE,TMB.NS,797.35,58.4,34.4,3.027,1.42,-2.9,21.13,3.37,6,False,110011110,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,91.4,False,True,True,True,True,Bearish Engulfing;NR4;Tweezer Top,26.86,821.2,772.85,726.0,5.89,850.11,879.51,1026.5,4.25,206,6,9
THELEELA,Leela Palaces Hotels & Resorts Limited,NSE,THELEELA.NS,485.65,56.0,34.2,-2.603,0.96,-4.96,19.11,3.46,6,True,100011111,No VCP,AT PIVOT (actionable),ranging,Premium,79.9,True,True,False,True,True,Bullish Pin Bar;Hanging Man;Long-legged Doji;Three Black Cro,16.8,511.0,480.76,468.35,5.92,533.86,557.21,638.75,4.22,330,6,9
ARTEMISMED,Artemis Medicare Services Limited,NSE,ARTEMISMED.NS,269.35,51.1,19.6,0.554,1.21,-9.46,5.13,3.48,7,True,011011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,72.0,True,False,False,True,True,Bearish Pin Bar;Evening Star;NR4;Shooting Star,9.38,284.0,267.12,256.15,5.94,301.1,318.7,355.0,4.21,592,5,9
GARFIBRES,Garware Technical Fibres Limited,NSE,GARFIBRES.NS,765.5,61.8,30.7,1.16,0.66,-21.08,12.19,3.56,7,True,110011111,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,77.8,False,False,True,True,True,Bearish Harami;Bullish Pin Bar;Doji;Hanging Man;NR4,27.22,818.65,769.65,696.35,5.99,847.51,876.87,1023.31,4.18,204,5,9
MASTEK,Mastek Limited,NSE,MASTEK.NS,1772.6,64.3,27.4,18.692,3.27,-37.1,9.8,3.36,7,True,111111100,No VCP,BROKEN OUT (fresh),bearish (LH/LL),Equilibrium,52.2,False,True,True,False,True,Hanging Man,59.53,1785.0,1677.85,1542.0,6.0,1827.5,1870.5,2231.25,4.16,93,5,9
COFORGE,Coforge Limited,NSE,COFORGE.NS,1508.4,55.2,13.0,1.597,1.47,-24.19,501.73,3.5,6,True,110001111,No VCP,AT PIVOT (actionable),ranging,Premium,66.6,False,True,True,True,True,Bearish Pin Bar;Evening Star;Inside Bar;NR7;Outside Bar;Shoo,52.79,1569.0,1473.97,1362.2,6.06,1608.86,1649.22,1961.25,4.13,105,6,9
POLYMED,Poly Medicure Limited,NSE,POLYMED.NS,1680.5,56.5,37.7,-3.322,0.92,-21.75,25.79,3.62,6,True,100011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,83.8,True,True,False,True,True,Evening Star;Long-legged Doji,60.82,1777.0,1667.52,1555.2,6.16,1819.4,1862.31,2221.25,4.06,91,6,9
ROUTE,ROUTE MOBILE LIMITED,NSE,ROUTE.NS,561.3,56.1,24.9,2.349,9.26,-45.4,12.95,3.65,7,True,111111100,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,61.6,True,True,False,False,True,Bearish Engulfing;NR4,20.47,597.65,560.8,516.0,6.17,622.35,647.54,747.06,4.05,271,5,9
IFBIND,IFB Industries Limited,NSE,IFBIND.NS,1326.2,54.4,35.2,3.352,2.76,-34.34,23.1,3.89,7,True,010111111,No VCP,forming / still basing,ranging,Premium,75.1,True,True,True,True,True,NR7;Three Black Crows,51.53,1473.0,1380.24,1233.0,6.3,1511.63,1550.76,1841.25,3.97,107,5,9
SUDARSCHEM,Sudarshan Chemical Industries Limited,NSE,SUDARSCHEM.NS,1037.65,67.5,24.8,16.159,2.15,-35.27,27.19,3.73,8,True,111111110,No VCP,extended past pivot,bearish (LH/LL),Premium,77.1,False,True,True,True,True,Outside Bar;Three Black Crows,38.66,1088.3,1018.71,859.0,6.39,1121.54,1155.28,1360.38,3.91,143,4,9
SMCGLOBAL,SMC Global Securities Limited,NSE,SMCGLOBAL.NS,81.67,75.6,24.3,0.931,3.86,-13.94,4.4,3.66,8,True,011111111,No VCP,extended past pivot,ranging,Premium,79.2,False,True,True,True,True,Bullish Pin Bar;Hanging Man;Three White Soldiers,2.99,82.75,77.37,68.0,6.5,92.1,101.94,103.44,3.85,1858,4,9
NILKAMAL,Nilkamal Limited,NSE,NILKAMAL.NS,1473.5,75.8,47.8,14.804,27.54,-20.99,8.52,3.63,7,True,010111111,No VCP,BROKEN OUT (fresh),ranging,Premium,81.4,False,True,False,True,True,Bearish Harami;Hanging Man;NR4,53.46,1473.5,1377.27,1255.0,6.53,1512.14,1551.27,1841.88,3.83,103,5,9
AMANTA,Amanta Healthcare Limited,NSE,AMANTA.NS,168.0,55.7,35.8,-1.718,0.45,-11.11,4.06,4.13,6,False,100011111,No VCP,forming / still basing,bullish (HH/HL),Premium,78.4,False,True,True,True,False,Bullish Pin Bar;Doji;Dragonfly Doji;Outside Bar,6.94,189.0,176.51,153.51,6.61,203.0,217.5,236.25,3.78,800,3,9
SHILPAMED,Shilpa Medicare Limited,NSE,SHILPAMED.NS,620.25,59.5,61.5,-0.247,0.75,-4.58,69.43,3.87,6,False,100011111,Strong VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,92.4,False,True,True,True,True,Bearish Harami;Evening Star;Inside Bar;NR7,24.01,650.0,606.79,543.6,6.65,675.75,701.99,812.5,3.76,231,6,9
