symbol,bars,close,rsi,rsi_state,rsi_trend,rsi_div,stoch_k,stoch_d,stoch_cross,stoch_state,stoch_div,bb_pos,bb_width_pct,bb_squeeze,bb_state,ichi_price_cloud,ichi_tk,ichi_chikou,ichi_twist_ahead,cci,cci_state,williams_r,wr_state,obv_trend,obv_div,mfi,mfi_state,macd,macd_signal,macd_hist,macd_pos,macd_hist_state,macd_cross,macd_zero,ema20,ema50,ema200,ema_alignment,ema200_slope,px_vs_e20,px_vs_e50,px_vs_e200,adx,adx_regime,di,adx_dir,supertrend,supertrend_flip,atr,atr_pct,atr_state,vwap20,px_vs_vwap,vwap_dist_pct,pivot_P,pivot_R1,pivot_S1,wpivot_R1,wpivot_S1,px_vs_wpivot
GREENPLY,352,315.35,61.1,neutral,falling,none,70.8,67.6,bull,neutral,none,above_mid,11.05,True,contracting,above,bullish,above,none,34.2,above0,-35.0,neutral,falling,none,63.0,neutral,9.111,10.117,-1.006,below_signal,expanding_neg,none,above,308.39,289.09,267.95,bullish,rising,above,above,above,38.9,trending,+DI>-DI,falling,green_buy,none,9.92,3.15,contracting,310.45,above,1.58,316.78,320.57,311.57,325.98,308.38,mid_range
TVSSCS,351,135.54,51.7,neutral,falling,bearish,43.9,51.7,none,neutral,bearish,below_mid,8.62,True,contracting,above,bullish,above,none,-15.1,below0,-77.2,neutral,rising,none,70.7,neutral,2.795,3.477,-0.682,below_signal,expanding_neg,none,above,136.12,129.57,120.76,bullish,rising,below,above,above,28.7,trending,+DI>-DI,falling,green_buy,none,4.97,3.66,contracting,138.06,below,-1.82,136.16,138.38,133.33,147.44,134.94,mid_range
ITDC,351,743.95,64.2,neutral,flat,none,76.5,70.9,bull,neutral,none,above_mid,42.24,False,expanding,above,bullish,above,bull,124.5,strong_up,-32.1,neutral,rising,none,88.2,overbought,42.596,31.537,11.06,above_signal,contracting_pos,none,above,675.44,624.2,574.42,bullish,rising,above,above,above,45.2,trending,+DI>-DI,rising,green_buy,none,42.79,5.75,expanding,727.65,above,2.24,750.73,774.67,720.02,808.6,603.95,mid_range
SETCO,350,18.01,48.1,neutral,rising,bullish,62.4,67.3,none,neutral,none,above_mid,22.55,True,expanding,below,bullish,below,bear,38.1,above0,-38.5,neutral,rising,bearish,45.4,neutral,-0.313,-0.666,0.353,above_signal,contracting_pos,none,below,17.94,19.15,18.85,mixed,falling,above,below,below,24.5,transitional,-DI>+DI,falling,green_buy,none,0.73,4.06,contracting,17.15,above,5.03,17.97,18.05,17.94,20.64,16.56,mid_range
GSPCROP,80,492.2,73.0,overbought,rising,bullish,87.8,86.2,none,overbought,bullish,above_upper,29.32,False,expanding,above,bearish,above,bear,156.8,strong_up,-6.6,overbought,rising,bullish,77.5,neutral,10.376,-0.616,10.992,above_signal,expanding_pos,bull,above,432.66,424.56,,n/a (short),n/a,above,above,n/a,27.9,trending,+DI>-DI,falling,green_buy,buy_flip,24.57,4.99,expanding,428.79,above,14.79,487.73,505.47,474.47,431.53,378.43,above_R2
ABDL,351,616.55,45.3,neutral,falling,none,11.1,10.9,bull,oversold,none,below_mid,15.82,True,expanding,above,bullish,above,none,-54.4,below0,-93.8,oversold,falling,none,55.9,neutral,6.455,15.59,-9.135,below_signal,expanding_neg,none,above,637.14,607.81,543.43,bullish,rising,below,above,above,30.2,trending,-DI>+DI,falling,green_buy,none,23.47,3.81,contracting,660.12,below,-6.6,620.27,630.23,606.58,691.95,625.3,below_S1
SONAMLTD,350,56.13,56.0,neutral,rising,none,71.7,75.0,bear,neutral,none,above_mid,13.11,False,expanding,inside,bullish,above,bull,103.7,strong_up,-43.1,neutral,rising,none,91.2,overbought,0.625,0.155,0.47,above_signal,contracting_pos,none,above,54.87,54.15,50.03,bullish,rising,above,above,above,15.3,choppy,+DI>-DI,rising,green_buy,none,2.68,4.77,expanding,55.25,above,1.59,56.75,58.38,54.5,55.61,52.83,above_R1
JGCHEM,351,445.45,59.3,neutral,rising,none,61.8,65.4,bear,neutral,none,above_mid,11.49,True,expanding,above,bullish,above,none,81.5,above0,-39.8,neutral,rising,none,81.7,overbought,6.925,5.916,1.009,above_signal,contracting_pos,none,above,436.21,422.53,395.57,bullish,rising,above,above,above,31.0,trending,+DI>-DI,rising,green_buy,none,15.23,3.42,expanding,439.56,above,1.34,445.47,452.93,437.98,471.22,429.27,mid_range
WELSPUNLIV,352,164.4,54.0,neutral,falling,bearish,40.3,46.8,bear,neutral,bearish,below_mid,8.73,True,contracting,above,bullish,above,none,-17.1,below0,-63.4,neutral,flat,none,56.1,neutral,4.258,5.521,-1.263,below_signal,expanding_neg,none,above,163.45,153.74,137.45,bullish,rising,above,above,above,26.0,trending,+DI>-DI,falling,green_buy,none,6.31,3.84,expanding,166.27,below,-1.12,163.58,167.07,160.92,172.45,160.85,mid_range
BELRISE,286,226.91,45.7,neutral,rising,none,42.0,45.7,bear,neutral,none,below_mid,12.06,True,expanding,above,bearish,above,none,-63.6,below0,-72.8,neutral,rising,none,43.3,neutral,0.399,1.646,-1.248,below_signal,expanding_neg,none,above,232.16,226.42,192.22,bullish,rising,below,above,above,14.4,choppy,-DI>+DI,falling,red_sell,none,7.94,3.5,contracting,234.37,below,-3.18,228.01,230.2,224.71,238.34,222.3,mid_range
WELSPLSOL,61,53.21,52.6,neutral,rising,bearish,33.2,29.7,none,neutral,bearish,below_mid,17.25,True,contracting,n/a,n/a,n/a,n/a,-28.2,below0,-63.1,neutral,rising,none,22.4,neutral,0.499,0.921,-0.422,below_signal,contracting_neg,none,above,53.12,50.3,,n/a (short),n/a,above,above,n/a,23.9,transitional,+DI>-DI,falling,green_buy,none,2.85,5.36,contracting,55.28,below,-3.74,53.01,54.0,52.22,54.03,50.86,mid_range
ZYDUSWELL,352,586.45,59.0,neutral,falling,none,73.1,74.4,bear,neutral,none,above_mid,18.68,False,contracting,above,bullish,above,bull,47.7,above0,-39.2,neutral,rising,none,67.0,neutral,18.984,19.13,-0.146,below_signal,expanding_neg,bear,above,567.17,536.23,473.76,bullish,rising,above,above,above,35.1,trending,+DI>-DI,falling,green_buy,none,22.35,3.81,contracting,561.51,above,4.44,591.77,599.68,578.53,615.27,561.32,mid_range
FERMENTA,62,432.65,64.9,neutral,rising,none,78.7,82.1,bear,neutral,none,above_mid,42.43,False,expanding,n/a,n/a,n/a,n/a,97.3,above0,-32.8,neutral,rising,none,88.4,overbought,31.19,24.336,6.854,above_signal,contracting_pos,none,above,394.64,358.17,,n/a (short),n/a,above,above,n/a,36.3,trending,+DI>-DI,rising,green_buy,none,25.26,5.84,expanding,400.62,above,8.0,442.33,454.47,420.52,435.92,366.77,mid_range
VOLTAMP,352,9522.0,45.2,neutral,falling,none,13.0,9.2,bull,oversold,none,below_mid,16.84,True,expanding,below,bearish,below,none,-60.4,below0,-81.0,oversold,falling,none,48.7,neutral,-127.634,-68.883,-58.751,below_signal,contracting_neg,none,below,9678.36,9703.66,8933.05,mixed,rising,below,below,above,20.7,transitional,-DI>+DI,falling,red_sell,none,303.88,3.19,contracting,9975.3,below,-4.54,9464.33,9617.67,9368.67,9876.67,9302.67,mid_range
MMWL,63,14.13,64.6,neutral,rising,none,65.9,52.5,none,neutral,none,above_upper,6.54,True,expanding,n/a,n/a,n/a,n/a,270.1,strong_up,-4.3,overbought,rising,none,69.0,neutral,0.086,0.043,0.043,above_signal,expanding_pos,bull,above,13.4,13.09,,n/a (short),n/a,above,above,n/a,8.8,choppy,+DI>-DI,falling,green_buy,none,0.74,5.24,contracting,13.49,above,4.71,13.86,14.41,13.58,13.76,12.84,above_R1
SAIPARENT,74,556.1,41.4,neutral,falling,none,9.0,8.2,bull,oversold,bearish,below_lower,10.95,True,expanding,n/a,n/a,n/a,n/a,-94.3,below0,-90.3,oversold,falling,none,76.9,neutral,5.036,13.207,-8.171,below_signal,expanding_neg,none,above,580.19,551.44,,n/a (short),n/a,below,above,n/a,48.9,trending,+DI>-DI,falling,red_sell,sell_flip,24.89,4.48,contracting,618.37,below,-10.07,556.82,573.63,539.28,625.12,564.92,below_S1
SUTLEJTEX,352,39.25,59.8,neutral,rising,none,61.2,51.1,bull,neutral,none,above_upper,6.48,True,expanding,above,bullish,above,bull,197.9,strong_up,-36.0,neutral,rising,none,63.1,neutral,0.365,0.293,0.072,above_signal,expanding_pos,bull,above,37.81,36.97,35.41,bullish,rising,above,above,above,34.1,trending,+DI>-DI,falling,green_buy,none,1.57,4.0,expanding,37.92,above,3.51,39.56,40.49,38.31,38.98,36.74,above_R1
MARINE,352,249.75,44.4,neutral,falling,none,16.8,18.8,bear,oversold,none,below_mid,19.78,True,contracting,above,bearish,above,none,-69.4,below0,-89.4,oversold,rising,none,34.4,neutral,-0.502,2.733,-3.235,below_signal,contracting_neg,none,below,259.04,250.12,220.57,bullish,rising,below,below,above,23.6,transitional,-DI>+DI,falling,green_buy,none,13.11,5.25,contracting,270.95,below,-7.82,249.3,253.45,245.6,283.4,239.6,mid_range
544141,350,270.0,47.8,neutral,falling,none,28.3,19.9,bull,neutral,none,below_mid,10.61,True,expanding,below,bearish,below,bear,-22.5,below0,-50.0,neutral,falling,bearish,21.2,neutral,-4.128,-3.342,-0.785,below_signal,contracting_neg,none,below,270.61,273.01,242.62,mixed,rising,below,below,above,18.3,choppy,-DI>+DI,rising,red_sell,sell_flip,8.67,3.21,expanding,266.57,above,1.29,268.93,273.97,264.97,276.0,260.0,mid_range
XPROINDIA,352,1397.3,55.7,neutral,falling,none,26.8,30.2,none,neutral,none,below_mid,13.66,True,contracting,above,bullish,above,none,-17.6,below0,-79.0,neutral,flat,none,72.7,neutral,41.899,56.07,-14.171,below_signal,expanding_neg,none,above,1386.76,1287.92,1131.34,bullish,rising,above,above,above,45.1,trending,+DI>-DI,falling,green_buy,none,63.58,4.55,contracting,1429.27,below,-2.24,1386.07,1412.13,1371.23,1531.8,1386.0,mid_range
OAL,351,358.75,63.8,neutral,rising,bearish,82.9,80.7,none,overbought,none,above_mid,21.9,False,expanding,above,bullish,above,none,124.2,strong_up,-20.1,neutral,rising,none,76.3,neutral,9.758,6.113,3.644,above_signal,contracting_pos,none,above,339.22,325.61,311.03,bullish,rising,above,above,above,31.3,trending,+DI>-DI,rising,green_buy,none,17.38,4.85,expanding,338.36,above,6.03,361.33,367.17,352.92,375.53,312.33,mid_range
TARIL,352,332.5,49.0,neutral,flat,none,33.3,38.9,bear,neutral,none,below_mid,10.63,True,contracting,above,bearish,above,bull,-45.7,below0,-70.8,neutral,rising,bullish,62.4,neutral,2.576,4.451,-1.875,below_signal,expanding_neg,none,above,336.17,327.65,337.33,mixed,rising,below,above,below,13.6,choppy,-DI>+DI,falling,green_buy,none,13.03,3.92,contracting,346.48,below,-4.04,332.75,336.7,328.55,356.67,325.97,mid_range
WOCKPHARMA,352,1900.7,52.3,neutral,rising,none,48.0,39.9,none,neutral,none,below_mid,12.56,True,expanding,inside,bearish,below,bear,-50.8,below0,-46.3,neutral,rising,none,38.3,neutral,-1.496,8.247,-9.743,below_signal,contracting_neg,none,below,1890.2,1819.55,1577.26,bullish,rising,above,above,above,18.5,choppy,-DI>+DI,falling,red_sell,none,74.37,3.91,contracting,1924.96,below,-1.26,1877.9,1930.8,1847.8,1904.93,1757.43,mid_range
RANEHOLDIN,352,1729.2,60.6,neutral,falling,bearish,51.1,59.0,none,neutral,bearish,above_mid,13.73,True,contracting,above,bullish,above,none,9.5,above0,-59.7,neutral,rising,none,80.6,overbought,65.237,77.146,-11.909,below_signal,expanding_neg,bear,above,1696.67,1558.4,1399.58,bullish,rising,above,above,above,55.3,trending,+DI>-DI,falling,green_buy,none,62.78,3.63,contracting,1712.84,above,0.95,1729.27,1746.93,1711.53,1851.1,1722.3,mid_range
COSMOFIRST,351,835.05,58.4,neutral,falling,none,58.6,52.3,bull,neutral,bearish,above_mid,10.96,True,contracting,above,bullish,above,none,28.8,above0,-42.6,neutral,falling,none,70.9,neutral,18.768,19.556,-0.788,below_signal,expanding_neg,bear,above,814.67,780.76,754.98,bullish,rising,above,above,above,22.9,transitional,+DI>-DI,falling,green_buy,none,27.75,3.32,contracting,821.74,above,1.62,837.05,849.85,822.25,868.97,799.17,mid_range
VIJAYA,351,1341.3,49.5,neutral,rising,none,63.5,73.8,bear,neutral,none,below_mid,9.31,True,contracting,above,bullish,above,none,8.5,above0,-72.1,neutral,flat,none,69.5,neutral,22.6,25.138,-2.538,below_signal,expanding_neg,bear,above,1357.07,1297.16,1129.97,bullish,rising,below,above,above,23.1,transitional,+DI>-DI,falling,green_buy,none,58.2,4.34,expanding,1356.89,below,-1.15,1362.53,1415.57,1288.27,1424.33,1328.53,mid_range
KPRMILL,352,1140.3,54.4,neutral,falling,none,33.9,27.6,none,neutral,none,below_mid,11.59,True,contracting,above,bearish,above,none,-13.2,below0,-63.9,neutral,flat,bullish,65.4,neutral,14.637,23.699,-9.062,below_signal,contracting_neg,none,above,1128.97,1076.42,996.21,bullish,rising,above,above,above,30.2,trending,+DI>-DI,falling,green_buy,none,47.05,4.13,contracting,1205.65,below,-5.42,1143.43,1170.87,1112.87,1167.37,1074.47,mid_range
BEPL,352,113.1,69.1,neutral,rising,none,86.8,84.0,none,overbought,none,above_upper,16.72,False,expanding,above,bullish,above,bull,188.1,strong_up,-4.9,overbought,rising,none,90.4,overbought,2.78,1.704,1.076,above_signal,expanding_pos,bull,above,103.58,99.9,96.29,bullish,rising,above,above,above,28.6,trending,+DI>-DI,rising,green_buy,none,4.04,3.57,expanding,105.62,above,7.08,111.71,115.39,109.41,107.58,97.19,above_R2
HALDYNGL,62,120.03,50.8,neutral,falling,none,74.0,73.8,none,neutral,none,below_mid,13.42,True,contracting,n/a,n/a,n/a,n/a,-7.0,below0,-41.1,neutral,flat,none,65.5,neutral,1.482,1.716,-0.234,below_signal,expanding_neg,none,above,120.27,115.33,,n/a (short),n/a,below,above,n/a,21.4,transitional,+DI>-DI,falling,green_buy,none,5.89,4.91,contracting,124.8,below,-3.82,120.64,122.48,118.19,123.77,114.77,mid_range
DHANBANK,352,33.86,51.9,neutral,falling,none,47.2,49.6,bear,neutral,none,above_mid,14.39,True,contracting,above,bullish,above,none,15.0,above0,-55.5,neutral,rising,none,73.4,neutral,0.398,0.429,-0.031,below_signal,expanding_neg,bear,above,33.74,32.56,28.76,bullish,rising,above,above,above,24.0,transitional,+DI>-DI,rising,green_buy,none,1.52,4.48,contracting,34.37,below,-1.48,33.97,34.51,33.31,36.69,32.96,mid_range
540401,350,13.61,93.9,overbought,rising,none,88.8,87.3,bull,overbought,none,above_mid,13.95,True,contracting,above,bullish,above,none,38.2,above0,-4.0,overbought,rising,none,92.6,overbought,0.595,0.616,-0.02,below_signal,expanding_neg,bear,above,12.89,11.88,10.97,bullish,rising,above,above,above,55.1,trending,+DI>-DI,rising,green_buy,none,0.39,2.86,expanding,12.86,above,5.8,13.54,13.73,13.42,13.59,13.09,above_R1
KMEW,352,2404.9,60.9,neutral,rising,none,74.9,75.8,bear,neutral,none,above_mid,13.11,True,contracting,above,bullish,above,bull,30.3,above0,-30.3,neutral,rising,none,75.0,neutral,93.983,88.362,5.621,above_signal,contracting_pos,none,above,2290.16,2136.74,1736.62,bullish,rising,above,above,above,21.6,transitional,+DI>-DI,rising,green_buy,none,121.95,5.07,contracting,2314.84,above,3.89,2396.67,2439.23,2362.33,2498.47,2268.47,mid_range
GANDHAR,352,207.93,72.9,overbought,rising,none,83.8,86.1,bear,overbought,none,above_mid,24.49,False,contracting,above,bullish,above,none,68.8,above0,-25.3,neutral,rising,none,81.9,overbought,11.268,9.921,1.347,above_signal,contracting_pos,none,above,191.88,175.4,155.38,bullish,rising,above,above,above,61.6,trending,+DI>-DI,rising,green_buy,none,8.15,3.92,expanding,191.79,above,8.42,207.62,212.71,202.84,213.97,188.17,mid_range
SHAILY,352,2760.6,46.4,neutral,falling,none,28.8,26.7,bull,neutral,none,below_mid,10.23,True,expanding,inside,bearish,below,bear,-51.6,below0,-59.6,neutral,falling,none,20.1,neutral,-30.519,-14.437,-16.082,below_signal,contracting_neg,none,below,2794.71,2749.37,2402.25,bullish,rising,below,above,above,20.7,transitional,-DI>+DI,rising,green_buy,none,113.1,4.1,contracting,2806.26,below,-1.63,2750.17,2809.53,2701.23,2926.23,2618.23,mid_range
RACLGEAR,351,1341.1,53.0,neutral,rising,none,43.1,39.5,none,neutral,bearish,above_mid,11.52,True,contracting,above,bearish,above,bull,7.2,above0,-54.3,neutral,rising,bullish,50.7,neutral,3.763,4.861,-1.098,below_signal,contracting_neg,none,above,1323.9,1311.37,1201.2,bullish,rising,above,above,above,29.8,trending,+DI>-DI,rising,green_buy,none,65.26,4.87,expanding,1358.09,below,-1.25,1346.77,1381.23,1306.63,1350.0,1218.4,mid_range
NEULANDLAB,352,18434.0,51.9,neutral,falling,none,37.3,47.8,none,neutral,bearish,below_mid,12.16,True,contracting,above,bullish,above,none,-12.0,below0,-80.3,oversold,falling,bearish,69.4,neutral,439.011,536.652,-97.641,below_signal,expanding_neg,bear,above,18562.93,17592.34,15538.08,bullish,rising,below,above,above,33.7,trending,+DI>-DI,falling,green_buy,none,598.92,3.25,expanding,18581.14,below,-0.79,18480.0,18905.0,18009.0,20223.33,18654.33,below_S1
PREMEXPLN,352,664.1,41.4,neutral,falling,none,3.8,3.9,bear,oversold,bearish,below_mid,26.89,True,expanding,above,bearish,above,none,-84.8,below0,-97.6,oversold,falling,none,37.7,neutral,-8.471,5.831,-14.303,below_signal,contracting_neg,none,below,704.19,675.25,575.87,bullish,rising,below,below,above,18.3,choppy,-DI>+DI,falling,red_sell,none,33.92,5.11,contracting,748.48,below,-11.27,663.85,667.6,660.35,764.33,645.33,mid_range
SCI,352,281.75,38.5,neutral,rising,none,28.5,26.9,none,neutral,none,below_mid,19.29,True,expanding,below,bearish,below,bear,-74.0,below0,-81.6,oversold,rising,bullish,34.1,neutral,-5.933,-4.762,-1.171,below_signal,expanding_neg,none,below,293.52,296.19,264.03,mixed,rising,below,below,above,17.2,choppy,-DI>+DI,falling,red_sell,none,10.02,3.56,contracting,307.25,below,-8.3,284.42,287.83,278.33,299.53,272.73,mid_range
KSL,352,926.05,60.7,neutral,falling,none,59.0,63.9,none,neutral,none,above_mid,20.79,False,expanding,above,bullish,above,bull,60.6,above0,-38.6,neutral,rising,none,83.7,overbought,28.012,25.321,2.691,above_signal,contracting_pos,none,above,891.19,850.48,795.8,bullish,rising,above,above,above,26.5,trending,+DI>-DI,rising,green_buy,none,34.64,3.74,expanding,905.32,above,2.29,921.88,940.67,907.27,1002.13,884.13,mid_range
ANANDRATHI,352,2072.7,64.3,neutral,falling,none,62.3,67.7,none,neutral,none,above_mid,14.79,False,contracting,above,bullish,above,none,25.0,above0,-44.8,neutral,rising,none,64.7,neutral,68.766,71.855,-3.089,below_signal,expanding_neg,bear,above,2018.91,1908.8,1646.8,bullish,rising,above,above,above,39.4,trending,+DI>-DI,rising,green_buy,none,56.97,2.75,contracting,2013.72,above,2.93,2072.47,2088.73,2056.43,2207.2,2055.4,mid_range
RPPL,351,22.26,58.3,neutral,falling,bearish,57.6,58.8,none,neutral,bearish,above_mid,13.15,True,contracting,above,bullish,above,none,8.1,above0,-47.8,neutral,falling,bearish,45.6,neutral,0.864,0.989,-0.124,below_signal,expanding_neg,none,above,21.5,19.89,19.2,bullish,rising,above,above,above,20.7,transitional,+DI>-DI,falling,green_buy,none,1.25,5.63,contracting,21.84,above,1.92,22.15,22.79,21.62,23.79,21.4,mid_range
IDEA,352,13.74,44.1,neutral,falling,none,19.2,16.0,bull,oversold,none,below_mid,8.65,True,contracting,inside,bearish,below,none,-80.7,below0,-82.8,oversold,falling,bullish,47.2,neutral,-0.055,0.047,-0.102,below_signal,contracting_neg,none,below,14.06,13.58,11.35,bullish,rising,below,above,above,16.6,choppy,-DI>+DI,falling,red_sell,sell_flip,0.41,2.99,contracting,14.23,below,-3.46,13.82,13.92,13.63,14.57,13.79,below_S1
PITTIENG,350,943.65,45.7,neutral,rising,none,47.2,50.7,bear,neutral,none,below_mid,8.57,True,contracting,above,bearish,above,none,-73.0,below0,-61.1,neutral,falling,none,47.2,neutral,-1.823,0.965,-2.788,below_signal,expanding_neg,none,below,957.85,946.99,909.9,bullish,rising,below,below,above,16.0,choppy,-DI>+DI,falling,green_buy,none,28.29,3.0,contracting,968.26,below,-2.54,944.18,953.37,934.47,993.47,930.92,mid_range
CUMMINSIND,352,5448.0,43.6,neutral,flat,none,41.5,42.6,bear,neutral,none,below_mid,5.99,True,contracting,inside,bearish,below,bear,-87.9,below0,-81.3,oversold,rising,none,49.0,neutral,-24.533,-11.389,-13.144,below_signal,expanding_neg,none,below,5570.33,5506.15,4824.19,bullish,rising,below,below,above,19.9,choppy,-DI>+DI,falling,red_sell,none,146.3,2.69,expanding,5584.61,below,-2.45,5473.33,5556.67,5364.67,5763.33,5430.33,mid_range
VIYASH,352,268.65,48.5,neutral,falling,none,29.8,39.0,none,neutral,none,below_mid,11.93,True,contracting,above,bullish,above,none,-37.5,below0,-87.9,oversold,falling,none,59.2,neutral,5.808,8.18,-2.372,below_signal,expanding_neg,none,above,274.25,258.86,223.05,bullish,rising,below,above,above,44.5,trending,+DI>-DI,falling,green_buy,none,10.9,4.06,contracting,277.17,below,-3.08,270.23,275.87,263.02,294.75,264.1,mid_range
SJS,351,2175.3,54.0,neutral,falling,none,28.5,26.7,bull,neutral,none,below_mid,5.36,True,contracting,above,bullish,above,none,-46.6,below0,-61.4,neutral,falling,none,42.4,neutral,19.541,32.725,-13.184,below_signal,contracting_neg,none,above,2167.59,2085.36,1783.81,bullish,rising,above,above,above,37.8,trending,+DI>-DI,falling,green_buy,none,66.14,3.04,contracting,2194.85,below,-0.89,2155.3,2206.6,2124.0,2264.53,2126.63,mid_range
SAMBHV,260,118.96,60.0,neutral,rising,none,61.3,72.8,bear,neutral,none,above_mid,14.8,True,expanding,above,bullish,above,none,57.8,above0,-44.1,neutral,rising,none,81.3,overbought,2.94,2.342,0.598,above_signal,contracting_pos,none,above,115.77,112.5,107.43,bullish,rising,above,above,above,30.5,trending,+DI>-DI,rising,green_buy,none,4.68,3.94,expanding,116.15,above,2.42,119.45,120.86,117.56,123.13,112.83,mid_range
