symbol,mcap_cr,yahoo_ticker,name,exchange,CMP,dist_52wh_pct,rsi,adx,above_ema200,above_ema50,vol_drying,vol_spike10,base_depth_pct,weeks_base,cmf,macd_hist,confA_macd,confB_cmf,confC_obv,confE_vcp,confF_no_supply,gannG_sq9,gannH_cycle,next_resistance,vcp_contractions
TVSELECT,877.59,TVSELECT.NS,TVS Electronics Limited,NSE,470.15,36.41,48.1,22.6,True,True,False,True,28.7,85.4,0.002,-3.451,False,True,True,True,True,True,True,485.6,3
TTML,9021.99,TTML.NS,Tata Teleservices (Maharashtra) Limited,NSE,46.16,43.1,70.1,38.5,False,True,True,True,19.6,90.2,-0.057,0.257,False,False,False,True,False,False,True,47.5,3
TTKPRESTIG,7312.5,TTKPRESTIG.NS,TTK Prestige Limited,NSE,533.65,30.8,53.1,43.7,False,True,False,False,21.9,87.6,-0.614,-0.217,True,False,True,True,False,True,True,546.95,3
TREL,622.59,TREL.NS,Transindia Real Estate Limited,NSE,25.4,31.17,48.1,12.3,False,False,True,False,18.9,90.0,-0.379,0.107,False,False,False,True,False,False,True,26.37,3
TORNTPHARM,149542.88,TORNTPHARM.NS,Torrent Pharmaceuticals Limited,NSE,4420.9,6.2,53.0,19.1,True,True,False,True,13.7,85.8,-0.187,-19.473,False,False,False,False,True,True,False,4443.5,3
TPLPLASTEH,521.22,TPLPLASTEH.NS,TPL Plastech Limited,NSE,66.54,24.12,48.8,26.7,False,True,True,True,19.5,85.0,-0.172,0.206,False,False,True,True,True,False,True,68.5,3
TRANSRAILL,6624.86,TRANSRAILL.NS,Transrail Lighting Limited,NSE,493.25,42.36,39.4,29.7,False,False,True,True,23.9,89.4,-0.277,0.029,False,False,False,True,True,True,True,512.9,3
TNPL,999.06,TNPL.NS,Tamil Nadu Newsprint & Papers Limited,NSE,144.29,24.36,41.6,20.6,False,False,True,False,17.5,88.4,-0.185,-1.052,False,False,False,True,False,True,True,145.44,3
TVSMOTOR,160719.6,TVSMOTOR.NS,TVS Motor Company Limited,NSE,3383.9,14.76,45.1,16.4,False,False,False,True,16.2,91.8,-0.16,1.744,False,False,False,False,False,True,False,3501.5,3
UNIECOM,971.18,UNIECOM.NS,Unicommerce Esolutions Limited,NSE,86.4,44.54,43.9,10.3,False,False,True,False,24.0,89.8,-0.291,0.345,False,False,False,True,True,False,True,90.37,3
TARACHAND,,TARACHAND.NS,Tara Chand InfraLogistic Solutions Limited,NSE,56.77,45.24,44.4,14.2,False,False,False,True,23.3,87.8,-0.165,0.183,False,False,False,False,False,False,True,58.75,3
UNIPARTS,2853.72,UNIPARTS.NS,Uniparts India Limited,NSE,633.95,3.07,74.6,35.3,True,True,False,True,24.8,85.2,-0.492,4.314,False,False,False,False,True,True,True,654.0,3
TORNTPOWER,73542.2,TORNTPOWER.NS,Torrent Power Limited,NSE,1460.1,19.96,43.1,23.8,True,False,True,True,23.5,89.8,-0.359,-2.763,True,False,False,True,True,True,False,1492.0,3
UNITDSPR,90638.83,UNITDSPR.NS,United Spirits Limited,NSE,1246.7,24.21,40.2,14.5,False,False,True,False,13.2,89.8,-0.059,-3.499,False,False,True,True,True,True,True,1270.7,3
UNITEDPOLY,757.86,UNITEDPOLY.NS,United Polyfab Gujarat Limited,NSE,33.69,34.15,55.8,29.0,True,True,True,False,32.7,85.4,-0.089,-0.26,False,False,False,True,True,False,False,34.0,3
UFBL,1976.21,UFBL.NS,United Foodbrands Limited,NSE,506.0,1.94,67.7,39.0,True,True,False,True,51.0,84.0,0.73,-0.615,False,True,False,True,True,True,False,516.0,3
UNIVCABLES,4255.56,UNIVCABLES.NS,Universal Cables Limited,NSE,1227.5,5.76,65.6,43.6,True,True,False,True,44.0,84.4,0.009,5.719,False,True,False,False,True,True,True,1234.0,3
UGROCAP,1454.28,UGROCAP.NS,Ugro Capital Limited,NSE,93.93,51.21,36.2,19.9,False,False,True,False,24.8,90.0,-0.356,-0.451,False,False,False,True,True,False,True,99.55,3
UNOMINDA,62964.07,UNOMINDA.NS,UNO Minda Limited,NSE,1090.0,21.13,46.9,16.1,False,False,True,False,15.3,88.0,0.028,-2.269,False,True,False,True,False,True,True,1100.5,3
UDS,1299.56,UDS.NS,Updater Services Limited,NSE,193.04,39.49,70.4,30.2,True,True,False,True,26.0,83.6,0.2,0.649,False,True,False,False,True,True,True,204.0,3
UNIONBANK,127519.38,UNIONBANK.NS,Union Bank of India,NSE,167.0,18.73,50.0,14.3,True,False,True,True,20.8,90.4,-0.092,0.889,False,False,True,True,True,True,True,169.46,3
UJJIVANSFB,10412.48,UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,NSE,53.56,21.24,41.8,8.9,False,False,True,False,20.6,88.0,-0.181,-0.081,True,False,False,True,True,False,False,54.34,3
TMPV,146432.05,TMPV.NS,Tata Motors Passenger Vehicles Limited,NSE,397.8,46.53,66.7,29.5,False,True,False,True,18.6,85.0,0.011,2.055,False,True,False,False,True,True,True,404.0,3
TNPETRO,775.46,TNPETRO.NS,Tamilnadu PetroProducts Limited,NSE,86.07,33.74,38.7,10.8,False,False,True,False,9.6,86.0,-0.052,-0.49,False,False,True,True,True,False,False,89.0,3
UCOBANK,31700.01,UCOBANK.NS,UCO Bank,NSE,25.26,27.1,47.3,20.9,False,False,True,False,12.1,88.2,-0.153,0.024,False,False,False,True,True,False,True,25.62,3
ULTRACEMCO,321517.08,ULTRACEMCO.NS,UltraTech Cement Limited,NSE,10912.0,16.77,32.4,20.0,False,False,True,True,11.7,89.6,-0.237,-72.427,False,False,False,False,True,True,True,11236.0,3
UBL,34974.19,UBL.NS,United Breweries Limited,NSE,1324.0,37.98,39.0,28.5,False,False,True,True,17.3,90.8,-0.003,5.26,False,False,False,True,True,True,False,1359.0,3
TMB,11815.39,TMB.NS,Tamilnad Mercantile Bank Limited,NSE,745.9,3.13,65.1,24.7,True,True,True,True,17.3,88.4,0.094,6.014,False,True,False,False,False,True,False,760.0,3
TEGA,13874.21,TEGA.NS,Tega Industries Limited,NSE,1847.7,13.05,69.4,29.6,True,True,False,True,19.6,83.8,0.36,32.742,False,True,False,False,True,True,False,1857.5,3
TEJASNET,10239.26,TEJASNET.NS,Tejas Networks Limited,NSE,576.2,23.17,69.7,37.1,True,True,False,True,37.0,84.2,0.031,10.334,False,True,False,False,True,True,True,608.65,3
TDPOWERSYS,20507.32,TDPOWERSYS.NS,TD Power Systems Limited,NSE,1312.8,4.84,59.5,40.9,True,True,False,False,36.0,85.4,0.271,-10.176,False,True,False,False,True,True,True,1361.0,3
TECHM,145297.8,TECHM.NS,Tech Mahindra Limited,NSE,1483.5,19.98,53.3,17.1,False,True,False,True,16.5,84.6,-0.054,5.607,False,False,True,True,False,True,True,1506.8,3
TCS,795346.09,TCS.NS,Tata Consultancy Services Limited,NSE,2198.9,37.85,37.6,19.7,False,False,False,True,16.1,90.6,-0.239,-0.963,False,False,False,False,False,True,False,2342.0,3
TEMBO,,TEMBO.NS,Tembo Global Industries Limited,NSE,597.05,28.67,51.1,18.1,True,True,True,True,19.9,85.4,-0.067,-2.98,False,False,True,True,True,True,True,600.25,3
TECHNOE,11826.5,TECHNOE.NS,Techno Electric & Engineering Company Limited,NSE,1017.0,38.51,33.9,21.4,False,False,False,True,27.4,85.8,-0.201,-24.075,False,False,False,False,True,True,True,1119.8,3
TBOTEK,13312.32,TBOTEK.NS,TBO Tek Limited,NSE,1225.2,30.58,52.7,21.8,False,False,True,False,14.3,91.0,-0.068,2.544,False,False,True,True,True,True,True,1231.4,3
TARC,3805.27,TARC.NS,TARC Limited,NSE,128.91,37.45,43.8,12.7,False,False,True,False,15.8,89.8,-0.401,-0.152,True,False,False,True,True,True,True,136.44,3
TBZ,1115.07,TBZ.NS,Tribhovandas Bhimji Zaveri Limited,NSE,167.16,23.3,64.1,30.6,True,True,False,True,33.1,84.6,0.259,4.132,False,True,False,False,True,True,True,170.63,3
TATACHEM,18327.17,TATACHEM.NS,Tata Chemicals Limited,NSE,719.3,29.94,41.2,26.0,False,False,True,False,23.3,89.2,-0.294,-7.231,False,False,True,True,False,True,True,723.55,3
TARIL,9633.82,TARIL.NS,Transformers And Rectifiers (India) Limited,NSE,321.1,44.49,55.6,11.3,False,True,True,False,24.0,89.8,-0.158,0.341,False,False,True,True,False,True,False,328.68,3
TARSONS,1118.4,TARSONS.NS,Tarsons Products Limited,NSE,210.73,47.69,49.0,30.8,False,True,False,True,26.7,85.8,-0.469,-1.024,False,False,False,True,False,True,True,217.15,3
TATVA,2770.44,TATVA.NS,Tatva Chintan Pharma Chem Limited,NSE,1183.5,26.49,44.1,19.6,False,False,False,True,22.0,88.0,-0.192,-1.29,True,False,False,False,False,True,False,1208.0,3
TATACOMM,56226.23,TATACOMM.NS,Tata Communications Limited,NSE,1972.7,3.77,68.5,38.0,True,True,False,True,30.2,85.6,0.283,2.174,False,True,False,False,True,True,True,2004.0,3
TATAELXSI,26787.11,TATAELXSI.NS,Tata Elxsi Limited,NSE,4301.1,36.14,50.8,21.5,False,False,True,True,17.0,91.0,0.008,12.294,False,True,True,True,True,True,False,4347.4,3
TATACONSUM,111875.31,TATACONSUM.NS,TATA CONSUMER PRODUCTS LIMITED,NSE,1130.9,11.83,38.7,27.2,False,False,False,True,16.3,87.6,-0.021,-11.143,False,False,False,False,False,True,True,1138.8,3
TATAPOWER,130705.36,TATAPOWER.NS,Tata Power Company Limited,NSE,409.2,11.98,41.8,15.9,True,False,True,False,16.1,89.6,-0.004,-1.039,False,False,False,True,True,True,True,411.5,3
TATASTEEL,258157.59,TATASTEEL.NS,Tata Steel Limited,NSE,206.77,7.86,43.5,13.7,True,False,False,True,10.2,87.0,-0.037,-0.624,False,False,False,False,False,True,True,209.7,3
TATATECH,31290.35,TATATECH.NS,Tata Technologies Limited,NSE,771.2,3.24,79.4,50.2,True,True,True,False,28.9,84.0,0.417,5.874,False,True,False,True,True,True,True,796.95,3
TIINDIA,60471.76,TIINDIA.NS,Tube Investments of India Limited,NSE,3129.0,8.51,59.4,14.2,True,True,False,True,18.5,85.0,-0.103,0.192,False,False,False,True,False,True,True,3152.0,3
TEXINFRA,1273.63,TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited,NSE,99.46,11.55,53.8,20.2,True,True,True,False,10.6,88.2,-0.023,0.176,False,False,True,False,True,True,False,100.0,3
TIRUPATIFL,,TIRUPATIFL.NS,Tirupati Forge Limited,NSE,44.11,15.17,51.8,12.5,True,True,False,True,20.0,88.4,-0.007,0.242,False,False,False,False,False,False,False,44.7,3
TATAINVEST,33878.61,TATAINVEST.NS,Tata Investment Corporation Limited,NSE,669.7,43.47,45.6,22.4,False,False,True,False,16.0,90.4,-0.196,-1.734,False,False,True,True,True,True,True,681.1,3
TIPSMUSIC,8821.66,TIPSMUSIC.NS,Tips Music Limited,NSE,690.95,4.93,63.2,32.8,True,True,True,True,28.3,84.0,-0.148,-0.533,True,False,False,False,False,True,True,696.45,3
TITAN,378196.9,TITAN.NS,Titan Company Limited,NSE,4260.2,7.49,55.6,10.2,True,True,True,False,13.5,88.0,-0.046,18.406,False,False,True,True,True,True,False,4286.4,3
TITAGARH,11283.64,TITAGARH.NS,TITAGARH RAIL SYSTEMS LIMITED,NSE,837.9,13.96,57.8,16.1,True,True,True,True,22.5,84.2,0.183,3.129,False,True,True,True,True,True,True,850.7,3
TI,10286.01,TI.NS,Tilaknagar Industries Limited,NSE,416.1,24.3,38.2,13.4,False,False,True,True,15.8,90.8,-0.198,-2.541,False,False,False,False,True,True,True,436.25,3
THANGAMAYL,16633.85,THANGAMAYL.NS,Thangamayil Jewellery Limited,NSE,5351.9,5.26,78.5,26.6,True,True,False,True,39.2,84.2,0.323,177.166,False,True,False,False,True,True,False,5649.0,3
TEXRAIL,4249.7,TEXRAIL.NS,Texmaco Rail & Engineering Limited,NSE,104.37,44.78,45.5,16.8,False,False,False,False,27.6,87.2,-0.034,-1.111,True,False,True,True,True,True,True,107.84,3
THYROCARE,8213.73,THYROCARE.NS,Thyrocare Technologies Limited,NSE,518.0,3.48,69.3,48.6,True,True,True,False,27.6,84.2,0.119,0.527,False,True,False,True,True,True,True,526.0,3
TFCILTD,3482.51,TFCILTD.NS,Tourism Finance Corporation of India Limited,NSE,75.25,11.06,53.6,14.1,True,True,False,True,22.4,88.0,-0.225,0.003,False,False,False,False,True,False,False,75.85,3
THELEELA,14011.2,THELEELA.NS,Leela Palaces Hotels & Resorts Limited,NSE,419.35,11.6,52.3,13.5,False,True,True,False,9.6,89.8,-0.072,1.16,False,False,False,True,False,True,True,421.85,3
TIRUMALCHM,2103.65,TIRUMALCHM.NS,Thirumalai Chemicals Limited,NSE,174.14,47.04,29.7,23.5,False,False,True,False,23.8,88.0,-0.205,-4.651,False,False,False,False,True,True,True,183.88,3
WESTLIFE,6932.14,WESTLIFE.NS,WESTLIFE FOODWORLD LIMITED,NSE,444.2,45.78,41.9,22.5,False,False,True,False,20.1,87.2,-0.209,-3.693,False,False,False,True,True,True,True,474.95,3
THERMAX,57586.45,THERMAX.NS,Thermax Limited,NSE,4832.1,4.79,63.1,58.1,True,True,True,True,30.4,84.6,0.098,3.698,False,True,False,False,True,True,True,5016.1,3
THOMASCOOK,4420.64,THOMASCOOK.NS,Thomas Cook  (India)  Limited,NSE,93.86,50.15,49.3,13.7,False,False,False,True,21.3,91.0,-0.175,0.29,False,False,True,False,False,False,False,95.55,3
WELSPUNLIV,13706.29,WELSPUNLIV.NS,Welspun Living Limited,NSE,143.13,6.36,59.7,21.3,True,True,False,True,18.8,84.8,0.307,-0.028,True,True,False,False,True,True,True,144.56,3
TIMETECHNO,8502.87,TIMETECHNO.NS,Time Technoplast Limited,NSE,172.44,30.79,42.1,12.4,False,False,True,False,16.7,90.8,-0.167,-0.399,False,False,False,False,False,True,True,180.9,3
WHIRLPOOL,10147.21,WHIRLPOOL.NS,Whirlpool of India Limited,NSE,800.15,45.71,31.6,23.5,False,False,True,False,22.5,89.6,-0.085,-5.174,True,False,True,True,True,True,False,832.5,3
WEL,1271.07,WEL.NS,Wonder Electricals Limited,NSE,94.54,48.62,41.8,14.9,False,False,True,False,29.6,89.6,-0.214,-0.145,True,False,False,True,False,False,True,107.0,3
VSSL,2656.92,VSSL.NS,Vardhman Special Steels Limited,NSE,275.45,14.98,54.6,17.4,True,True,True,False,24.3,89.0,0.088,-0.843,True,True,True,True,True,True,True,277.0,3
UPL,53794.69,UPL.NS,UPL Limited,NSE,637.45,21.52,46.8,12.0,False,False,False,True,9.9,87.8,-0.077,-0.609,False,False,False,True,False,True,True,651.9,3
WHEELS,3637.1,WHEELS.NS,Wheels India Limited,NSE,1487.7,14.7,54.0,43.3,True,True,False,False,42.4,86.0,0.126,-28.942,False,True,False,True,True,True,True,1744.0,3
WELCORP,36610.18,WELCORP.NS,Welspun Corp Limited,NSE,1388.8,2.68,66.5,37.0,True,True,True,False,34.8,84.2,0.142,-4.306,True,True,False,False,False,True,False,1427.0,3
WELENT,7487.5,WELENT.NS,Welspun Enterprises Limited,NSE,541.4,6.66,65.0,19.2,True,True,True,True,22.4,89.2,-0.028,2.656,False,False,False,False,True,True,True,544.6,3
WAAREEENER,87828.58,WAAREEENER.NS,Waaree Energies Limited,NSE,3053.0,21.01,43.6,13.1,False,False,True,True,16.7,90.6,-0.11,4.329,False,False,True,True,False,True,True,3114.9,3
VSTIND,4380.72,VSTIND.NS,VST Industries Limited,NSE,258.05,19.13,55.8,27.4,True,True,True,False,22.7,91.0,-0.305,-0.868,True,False,False,True,False,True,True,260.3,3
WEBELSOLAR,4801.85,WEBELSOLAR.NS,Websol Energy System Limited,NSE,110.76,29.59,56.1,28.7,True,True,True,False,41.5,89.4,-0.119,-0.659,True,False,False,True,False,True,True,113.09,3
VTL,18265.25,VTL.NS,Vardhman Textiles Limited,NSE,631.4,2.41,62.1,16.1,True,True,True,True,17.7,88.4,-0.035,1.396,False,False,False,False,True,True,False,638.0,3
WCIL,977.95,WCIL.NS,Western Carriers (India) Limited,NSE,96.08,34.77,44.0,17.4,False,False,True,False,20.1,88.8,-0.187,-0.5,True,False,False,True,True,False,True,99.71,3
WALCHANNAG,1640.08,WALCHANNAG.NS,Walchandnagar Industries Limited,NSE,241.75,12.96,53.1,24.4,True,True,False,True,39.8,85.6,-0.111,-3.122,False,False,True,True,True,True,True,263.99,3
WOCKPHARMA,31199.67,WOCKPHARMA.NS,Wockhardt Limited,NSE,1920.9,20.7,60.3,49.7,True,True,False,True,46.0,84.8,-0.175,24.694,False,False,False,False,True,True,True,2422.3,3
WIPRO,208312.53,WIPRO.NS,Wipro Limited,NSE,198.37,27.36,46.2,23.0,False,False,False,True,12.2,91.2,-0.081,0.309,False,False,True,False,False,True,True,203.37,3
WABAG,9972.69,WABAG.NS,VA Tech Wabag Limited,NSE,1600.4,4.29,72.5,20.8,True,True,True,True,19.2,84.0,-0.03,10.778,False,False,False,False,True,True,True,1647.5,3
ZENSARTECH,11023.3,ZENSARTECH.NS,Zensar Technologies Limited,NSE,484.85,45.77,40.5,19.2,False,False,False,True,23.1,90.6,-0.124,1.999,False,False,True,True,False,True,False,496.8,3
WAAREERTL,10126.24,WAAREERTL.NS,Waaree Renewable Technologies Limited,NSE,970.25,28.55,47.8,13.0,False,True,True,False,26.2,91.0,-0.156,-0.376,True,False,False,True,False,True,True,979.0,3
ZIMLAB,559.59,ZIMLAB.NS,Zim Laboratories Limited,NSE,105.12,17.23,63.7,39.1,True,True,True,False,39.9,87.4,-0.115,-0.366,True,False,False,True,True,True,True,108.87,3
ZUARIIND,745.72,ZUARIIND.NS,ZUARI INDUSTRIES LIMITED,NSE,250.8,39.71,45.7,14.8,False,False,True,False,16.1,88.2,-0.186,0.077,False,False,False,True,True,True,True,257.0,3
ZUARI,913.71,ZUARI.NS,Zuari Agro Chemicals Limited,NSE,217.58,44.71,42.3,10.9,False,False,True,False,18.2,90.0,-0.323,-0.47,True,False,False,True,True,True,True,218.71,3
ZENTEC,16395.83,ZENTEC.NS,Zen Technologies Limited,NSE,1815.3,19.96,70.3,15.4,True,True,True,True,22.2,84.2,0.069,17.704,False,True,False,False,True,True,False,1909.9,3
ZYDUSLIFE,109568.82,ZYDUSLIFE.NS,Zydus Lifesciences Limited,NSE,1089.0,2.38,71.1,53.5,True,True,False,True,20.2,85.0,-0.16,0.461,False,False,False,False,True,True,True,1108.9,3
WSI,516.92,WSI.NS,W S Industries (I) Limited,NSE,68.15,32.85,44.5,18.8,False,False,True,False,15.9,88.6,-0.239,0.097,False,False,False,True,True,False,False,70.99,3
YATRA,1549.55,YATRA.NS,Yatra Online Limited,NSE,98.84,51.07,47.2,16.2,False,False,True,True,29.2,91.2,-0.161,0.5,False,False,True,True,True,True,True,103.0,3
XCHANGING,726.02,XCHANGING.NS,Xchanging Solutions Limited,NSE,65.19,37.62,47.3,14.6,False,False,True,False,17.5,85.8,-0.309,-0.306,False,False,True,True,True,False,True,67.6,3
ZYDUSWELL,16122.79,ZYDUSWELL.NS,Zydus Wellness Limited,NSE,504.6,8.65,54.8,35.7,True,True,True,False,13.6,91.6,-0.232,-0.049,True,False,False,True,True,True,True,512.0,3
YESBANK,73159.67,YESBANK.NS,Yes Bank Limited,NSE,23.3,4.12,67.5,28.6,True,True,True,True,22.4,84.8,0.002,-0.017,False,True,True,False,False,False,True,23.47,3
YATHARTH,7790.73,YATHARTH.NS,Yatharth Hospital & Trauma Care Services Limited,NSE,808.9,9.1,50.8,19.6,True,True,True,True,20.4,85.8,-0.246,-6.336,True,False,False,True,False,True,True,819.95,3
VRLLOG,4115.39,VRLLOG.NS,VRL Logistics Limited,NSE,234.99,27.58,40.6,20.3,False,False,False,True,18.1,90.8,-0.193,-0.451,True,False,False,False,True,True,True,243.0,3
URJA,567.49,URJA.NS,Urja Global Limited,NSE,10.81,38.19,50.8,12.4,False,True,True,False,26.8,89.4,-0.03,-0.021,True,False,True,True,False,False,True,11.0,3
ZAGGLE,2705.3,ZAGGLE.NS,Zaggle Prepaid Ocean Services Limited,NSE,200.81,57.26,35.4,24.0,False,False,True,False,34.3,87.6,-0.306,-1.601,True,False,False,True,True,True,True,223.7,3
VOLTAS,42928.99,VOLTAS.NS,Voltas Limited,NSE,1298.3,17.96,50.2,18.2,False,False,True,True,22.1,89.4,-0.079,5.9,False,False,False,False,False,True,True,1310.0,3
ZEEL,10787.59,ZEEL.NS,Zee Entertainment Enterprises Limited,NSE,112.27,25.99,76.4,30.2,True,True,False,True,31.1,84.0,0.284,2.227,False,True,False,False,True,True,True,114.98,3
VBL,177046.29,VBL.NS,Varun Beverages Limited,NSE,523.3,3.88,55.7,26.4,True,True,True,False,23.4,85.0,0.051,-2.182,False,True,False,True,True,True,True,534.7,3
VEDL,123372.74,VEDL.NS,Vedanta Limited,NSE,315.6,60.3,30.0,32.9,False,False,True,False,66.2,90.6,0.173,11.497,False,True,False,True,False,True,True,318.0,3
VARROC,8963.21,VARROC.NS,Varroc Engineering Limited,NSE,586.3,15.6,58.3,24.8,True,True,True,True,18.7,83.6,-0.003,0.721,False,False,False,False,True,True,True,601.8,3
VERANDA,2222.12,VERANDA.NS,Veranda Learning Solutions Limited,NSE,229.73,15.7,56.9,51.5,True,True,False,False,41.3,86.2,0.243,-3.246,False,True,False,True,False,True,False,230.99,3
VENKEYS,1972.72,VENKEYS.NS,Venky's (India) Limited,NSE,1400.4,22.2,34.6,16.9,False,False,False,False,22.7,87.0,-0.558,-17.214,True,False,False,True,True,True,True,1443.3,3
UTIAMC,11946.24,UTIAMC.NS,UTI Asset Management Company Limited,NSE,930.05,37.78,40.7,23.0,False,False,True,False,15.5,90.4,-0.108,-1.775,False,False,False,True,False,True,True,964.0,3
VASCONEQ,740.5,VASCONEQ.NS,Vascon Engineers Limited,NSE,32.03,57.06,34.6,25.4,False,False,True,False,28.1,89.4,-0.371,-0.232,True,False,False,True,True,False,True,32.74,3
VESUVIUS,9598.02,VESUVIUS.NS,Vesuvius India Limited,NSE,473.65,26.68,46.0,15.4,False,False,True,False,17.3,87.8,-0.224,0.479,False,False,False,True,True,True,True,477.65,3
USHAMART,15605.83,USHAMART.NS,Usha Martin Limited,NSE,513.1,2.73,65.2,24.3,True,True,False,True,20.0,84.2,0.182,1.909,False,True,False,False,True,True,True,518.0,3
VERTOZ,,VERTOZ.NS,Vertoz Limited,NSE,38.73,65.42,28.6,16.1,False,False,True,False,30.8,90.2,-0.404,-0.901,False,False,False,True,True,False,True,42.66,3
UTKARSHBNK,2235.08,UTKARSHBNK.NS,Utkarsh Small Finance Bank Limited,NSE,12.56,52.94,34.6,25.3,False,False,True,False,22.1,88.2,-0.391,-0.121,False,False,False,True,True,False,True,13.6,3
V2RETAIL,9039.36,V2RETAIL.NS,V2 Retail Limited,NSE,247.99,4.34,62.9,28.7,True,True,False,True,27.0,84.2,0.334,0.933,False,True,False,False,True,True,True,249.24,3
UTTAMSUGAR,939.34,UTTAMSUGAR.NS,Uttam Sugar Mills Limited,NSE,246.85,24.88,54.5,22.3,True,True,True,False,21.3,89.2,-0.011,-0.534,True,False,True,True,True,True,True,255.68,3
VISHNU,4056.42,VISHNU.NS,Vishnu Chemicals Limited,NSE,603.4,7.45,54.0,23.3,True,True,False,True,22.5,84.6,-0.254,-0.321,True,False,False,False,True,True,False,607.3,3
VAIBHAVGBL,3826.09,VAIBHAVGBL.NS,Vaibhav Global Limited,NSE,228.46,22.09,53.7,18.0,True,True,True,False,15.6,85.6,-0.159,0.349,False,False,True,False,False,True,True,233.0,3
VGUARD,13556.73,VGUARD.NS,V-Guard Industries Limited,NSE,310.45,24.23,46.6,28.7,False,False,False,True,13.4,88.0,-0.29,-0.374,True,False,False,True,True,True,True,316.9,3
VMM,55531.96,VMM.NS,Vishal Mega Mart Limited,NSE,118.73,24.66,45.1,24.1,False,False,True,False,14.8,89.6,0.064,-0.497,False,True,True,False,False,True,True,122.27,3
VIYASH,11146.88,VIYASH.NS,Viyash Scientific Limited,NSE,255.25,7.97,62.3,52.6,True,True,False,True,27.9,85.4,-0.139,-0.634,False,False,False,False,False,True,True,257.85,3
VMART,5286.36,VMART.NS,V-Mart Retail Limited,NSE,665.55,29.57,56.0,22.5,False,True,True,False,14.2,84.4,0.038,-0.145,False,True,True,True,False,True,True,689.9,3
VIPIND,4678.48,VIPIND.NS,VIP Industries Limited,NSE,329.85,33.0,60.4,23.7,False,True,False,True,19.3,84.4,0.285,4.437,False,True,False,False,True,True,False,332.5,3
VIJAYA,14151.39,VIJAYA.NS,Vijaya Diagnostic Centre Limited,NSE,1372.4,3.88,65.2,51.1,True,True,False,True,33.2,83.6,0.057,0.383,False,True,True,False,True,True,True,1379.3,3
VIMTALABS,2429.79,VIMTALABS.NS,Vimta Labs Limited,NSE,544.35,39.69,74.6,26.2,True,True,True,True,24.8,88.2,0.167,8.104,False,True,False,False,False,True,True,611.1,3
SHAILY,14060.19,SHAILY.NS,Shaily Engineering Plastics Limited,NSE,3062.9,4.22,69.0,31.7,True,True,True,True,44.6,84.8,0.228,16.734,False,True,False,True,True,True,False,3198.0,3
SHAKTIPUMP,6666.58,SHAKTIPUMP.NS,Shakti Pumps (India) Limited,NSE,540.5,48.47,56.9,14.7,False,True,True,False,19.3,88.2,-0.185,3.136,False,False,True,True,True,True,True,583.3,3
TANLA,6845.71,TANLA.NS,Tanla Platforms Limited,NSE,517.15,32.49,49.5,24.9,False,True,True,False,24.5,88.2,-0.135,-2.076,True,False,False,True,False,True,True,526.3,3
SHANTIGOLD,1598.37,SHANTIGOLD.NS,Shanti Gold International Limited,NSE,221.13,19.33,53.6,26.1,True,True,False,True,27.8,69.6,-0.247,-0.851,False,False,True,False,True,True,True,222.7,3
SHALBY,1886.39,SHALBY.NS,Shalby Limited,NSE,173.8,36.73,59.8,22.9,False,True,True,True,19.3,84.4,-0.121,0.177,False,False,False,False,False,True,True,177.14,3
SHAREINDIA,2972.74,SHAREINDIA.NS,Share India Securities Limited,NSE,135.29,35.88,41.0,10.2,False,False,True,False,13.4,86.4,-0.411,-0.71,True,False,False,True,True,True,True,138.4,3
SHARDACROP,8057.59,SHARDACROP.NS,Sharda Cropchem Limited,NSE,892.7,31.17,38.4,24.8,False,False,False,False,29.2,86.8,-0.209,-2.286,True,False,True,True,True,True,True,903.8,3
VINCOFE,2173.67,VINCOFE.NS,Vintage Coffee And Beverages Limited,NSE,149.07,17.11,59.8,17.2,True,True,True,True,21.3,85.4,-0.004,1.167,False,False,False,True,True,True,True,151.7,3
SENCO,5745.82,SENCO.NS,Senco Gold Limited,NSE,350.75,13.36,57.8,16.4,True,True,True,True,18.1,88.0,0.011,-0.259,False,True,False,True,True,True,True,356.1,3
SENORES,4765.63,SENORES.NS,Senores Pharmaceuticals Limited,NSE,1034.7,13.37,51.6,39.4,True,True,False,False,33.6,86.8,0.041,-15.817,False,True,False,False,True,True,False,1173.8,3
SERVOTECH,,SERVOTECH.NS,Servotech Renewable Power System Limited,NSE,104.26,37.02,60.8,32.7,True,True,False,True,34.5,84.4,0.023,1.111,False,True,False,False,True,True,True,126.9,3
SETL,3091.12,SETL.NS,Standard Engineering Technology Limited,NSE,154.72,24.14,68.6,13.3,True,True,False,True,20.1,83.6,0.241,0.963,False,True,False,False,True,True,True,155.5,3
SFL,7023.67,SFL.NS,Sheela Foam Limited,NSE,642.75,16.52,66.0,30.2,True,True,False,False,23.3,86.0,-0.105,-0.086,False,False,False,True,True,True,True,652.0,3
SGFIN,3191.6,SGFIN.NS,SG Finserve Limited,NSE,570.35,12.25,54.3,41.8,True,True,True,False,30.8,71.0,-0.265,-3.769,True,False,True,True,True,True,False,574.0,3
